src_segmentnr	src_original	tgt_segmentnr	tgt_original
T03abhisamu:103	 sadā naiṣkramyacittatvaṃ buddhakāyagatā spṛhā // Abhs_1.49 //	T03n1146u_001:2071	 sadā naiṣkramyacittatvaṃ buddhakāyagatā spṛhā ||50 ||
T03abhisamu:104	 dharmasya deśanā satyaṃ daśamaṃ vākyamiṣyate /	T03n1146u_001:2072	 dharmasya deśanā satyaṃ daśamaṃ vākyamiṣyate |
T03abhisamu:105	 jñeyam ca pārikarmaiṣāṃ svabhāvānupalambhataḥ // Abhs_1.50 //	T03n1146u_001:2073	 jñeyañca parikarmaiṣāṃ svabhāvānupalambhataḥ ||51 ||iti  sarvathā pariśuddhaṃ śrāvakapratyekabuddhamanaskāraparivarjitaṃ kuśaladharmasaṅgrāhakaṃ sattvārthakriyāsaṃvaraśīlam |  parakṛtopakārasyāvipraṇāśanam |  sattvānāmantike'  vyāpādādicittatā |  sattvaparipācanādāvavipratisāraḥ |
T03abhisamu:108	 atṛptatā śrute dānaṃ dharmasya ca nirāmiṣam /	T03n1146u_001:2094	 atṛptatā śrute dānaṃ dharmasya ca nirāmiṣam |
T03abhisamu:109	 buddhakṣetrasya saṃśuddhiḥ saṃsārāparikheditā // Abhs_1.52 //	T03n1146u_001:2095	 buddhakṣetrasya saṃśuddhiḥ saṃsārāparikheditā ||53 ||
T03abhisamu:123	 nimittahetvoḥ skandheṣu dhātuṣvāyataneṣu ca // Abhs_1.59 //	T03n1146u_001:2156	 nimittahetvoḥ skandheṣu dhātuṣṭhāyataneṣu ca ||90 ||
T03abhisamu:124	 traidhātuke pratiṣṭhānaṃ saktirālīnacittatā /  ratnatritayaśīleṣu taddṛṣṭyabhiniveśitā // Abhs_1.60 //	T03n1146u_001:2157	 traidhātuke pratiṣṭhānaṃ saktirālīnacittatā |  ratnatritayaśīleṣu tadṛṣṭyabhiniveśitā ||91 ||
T03abhisamu:126	 śūnyatāyāṃ vivadaśca tadvirodhaśca viṃśatiḥ /	T03n1146u_001:2159	 śūnyatāyāṃ vivādaśca tadvirodhaśca viṃśatiḥ |
T03abhisamu:127	 kalaṅkā yasya vicChinnāḥ saptamīmetyasau bhuvam // Abhs_1.61 //	T03n1146u_001:2160	 kalaṅkā yasya vicchinnāḥ saptamīmetyasau bhuvam ||92 ||iti
T03abhisamu:128	 trivimokṣamukhajñānaṃ trimaṇḍalaviśuddhatā /	T03n1146u_001:2162	 trivimokṣamukhajñānaṃ trimaṇḍalaviśuddhatā |
T03abhisamu:129	 karūṇāmananā dharmasamataikanayajñatā // Abhs_1.62 //  anutpādakṣamājñānaṃ dharmāṇāmekadheraṇā /	T03n1146u_001:2163	 karuṇāmananā dharmasamataikanayajñatā ||93 ||
T03abhisamu:131	 kalpanāyāḥ samuddhātaḥ saṃjñādṛkkleśavarjanam // Abhs_1.63 //  śamathasya ca nidhyaptiḥ kauśalaṃ ca vidarśane /	T03n1146u_001:2165	 kalpanāyāḥ samudghātaḥ sañjñādṛkkleśavarjanam | |94 ||  śamathasya ca nidhyaptiḥ kauśalañca vidarśane |
T03abhisamu:133	 cittasya dāntatā jñānaṃ sarvatrāpratighāti ca // Abhs_1.64 //	T03n1146u_001:2167	 cittasya dāntatā jñānaṃ sarvatrāpratighāti ca || 95 ||
T03abhisamu:134	 sakterabhūmiryatrecChaṃ kṣetrāntaragatiḥ samam /	T03n1146u_001:2168	 sakterabhūmiryatrecchaṃ kṣetrāntaragatiḥ samam |
T03abhisamu:135	 sarvatra svātmabhāvasya darśanaṃ ceti viṃśatiḥ // Abhs_1.65 //	T03n1146u_001:2169	 sarvatra svātmabhāvasya darśanañceti viṃśatiḥ ||66 ||iti
T03abhisamu:24	 prajñayā na bhave sthānaṃ kṛpayā na śame sthitiḥ /	T03n1146u_001:351	 prajñayā na bhave sthānaṃ kṛpayā na śame sthitiḥ |
T03abhisamu:25	 anupāyena dūratvamupāyenāvidūratā // Abhs_1.10 //	T03n1146u_001:352	 anupāyena dūratvamupāyenāvidūratā ||11 ||
T03abhisamu:27	 dṛṅmārgaḥ śrāvakādīnāmiti sarvajñateṣyate // Abhs_1.11 //	T03n1146u_001:354	 dṛṅmārgaḥ śrāvakādīnāmiti sarvajñateṣyate ||12 || iti |  tadanu parijñātatrisarvajñatāvaśitvārthaṃ punaḥ sarvākāramārgavastujñānaprakārasaṅgraheṇa trisarvajñatāṃ bhāvayatīti sarvākārābhisaṃbodhaṃ darśayitumākāraviśiṣṭaprayogairbhāvayitavyā yathāsaṃkhyaṃ guṇadoṣādānatyāgena lakṣaṇajñānapūrvakamutpannamokṣabhāgīyakuśalamūlenetyākārādīnnirdiśya vivardhitamokṣabhāgīyasyotsāhino nirvedhabhāgīyādyadhigamadvāreṇa prāptaśaikṣāvaivartikabodhisattvagaṇadharmasya buddhatvanimittasaṃsāranirvāṇasamatābhāvanāpūrvakaṃ niṣpāditasvabuddhakṣetraviśuddhāvupāyakauśalena yathābhavyatayā'  nābhogādbuddhakṛtyaṃ pravartata iti nirvedhabhāgīyādayo deśitā iti navamaparivarte |  evamukta āyuṣmān subhūtirbhagavantametadavocat |  mahāpāramiteyam ityārabhya yāvad viṃśatitamaparivarte |
T03abhisamu:28	 ākārāḥ saprayogāśca guṇā doṣāḥ salakṣaṇāḥ /	T03n1146u_001:360	 tathācoktam |  ākārāḥ saṃprayogāśca guṇā doṣāḥ salakṣaṇāḥ |  mokṣanirvedhabhāgīye śaikṣo'  vaivartiko gaṇaḥ ||13 ||
T03abhisamu:30	 samatābhavaśāntyośca kṣetraśuddhiranuttarā /	T03n1146u_001:364	 samatābhavaśāntyośca kṣetraśuddhiranuttarā |
