src_segmentnr	src_original	tgt_segmentnr	tgt_original
K12mspram_u:1000	 bherīśaṅkhamṛdaṅgapaṇavavīṇāveṇavaś ca yathā sthāne sthāpitā eva pravādyanti sma /  dāḍimabilvāmalanyagrodhāśvatthaprakṣakapitthodumbaraśālatālatamālatilakacampakavṛkṣā nānāgandhān pramuñcanti sma /	T19n0999_003:0588c23_2	復有諸樹所謂吉祥果樹阿摩羅果樹。 尼俱律陀樹波羅利樹。 如是等種種諸樹。 皆悉自然出眾妙香。
K12mspram_u:1002	 devatāsahasraiś ca hīhīkārapramuktaḥ /	T19n0999_003:0588c24_17	復有百千天眾。
K12mspram_u:1003	 antarīkṣāc ca (Msp 30)	T19n0999_003:0588c25_6	於虛空中恭敬禮拜。
K12mspram_u:1005	 amānuṣaś ca gandho loke prādurbhūtaḥ //  atha catvāro mahārājānaḥ prāñjalayo bhagavantam etad avocat /	T19n0999_003:0588c28_5	是時四大天王同時合掌。 而白佛言世尊。
K12mspram_u:1007	 idaṃ bhadanta bhagavan mahāsāhasrapramardanī sūtrarājaṃ sarvagrahapramocanīyaṃ buddhamudrā dharmaparyāyam /	T19n0999_003:0588c29_7	云何以此大明王經典佛之密印。 守護一切國土城邑聚落。 令得遠離諸不吉祥執魅之事。 佛告四大天王。
K12mspram_u:1008	 yaḥ kaścic chikṣāpadaṃ parigṛhītvā kāśāyadhārī udgṛhya dhārayitvā vācayitvā deśayitvā paryavāpya likhitvā granthayitvā dhārayiṣyati /	T19n0999_003:0589a02_10	若諸比丘清淨嚴潔。 依法受持讀誦書寫供養。
K12mspram_u:1009	 tasya sarve iti bhayopadravopasargopāyāsāvairakalikalahabhaṇḍanavivādā yāvat paiśūnyakā akuśalā dharmā nābhikramiṣyanti /	T19n0999_003:0589a03_17	如是人等所有一切怖畏一切怨家。 一切鬪戰枷鎖禁繫。 更相殺害更相是非。 種種災難不善之業永不復受。
K12mspram_u:1011	 tena rāṣṭrasya sīmābandhayitukāmena susnātena triśuklabhuktena pañcāmiṣaparivarjitena	T19n0999_003:0589a09_2	當淨沐浴身著白衣食三白食。 令諸人民不食五辛受持禁戒。
K12mspram_u:1013	 apagatasaṃkārakūṭāni kṛtvā madhyamāyāṃ rājadhānyāṃ puṣpāvakīrṇāṃ dharaṇīṃ kṛtvā nānāgandhā dhūpayitavyā /	T19n0999_003:0589a10_17	燒種種香塗香粖香。 散諸雜花而為供養。
K12mspram_u:1014	 caturdiśaṃ catasraḥ kanyakāḥ susnātavibhūṣitāḥ śastrahastāḥ sthāpayitavyāḥ /	T19n0999_003:0589a11_16	令諸童女清淨沐浴。 著新潔衣種種嚴飾。
K12mspram_u:1015	 catvāro ghaṇṭāś catvāri ratnabhājanāni gandhodakapuṣpaphalaparipūrṇāni sthāpayitavyāni /	T19n0999_003:0589a12_15	手執四鈴持四寶椀。 椀中滿盛供養飲食。
K12mspram_u:1016	 pūrvāhṇakālasamaye udgate sahasrakiraṇavidyā āvartayitavyā /	T19n0999_003:0589a13_18	取平旦時誦此大明王陀羅尼。
K12mspram_u:1017	 palaṣaṣṭhikayā sūtraṃ kartayitavyaṃ likhitvā cīrikāyāṃ mūrdhni mahācaityeṣu mahāvṛkṣeṣu mahādhvajeṣu cocchrāpayitavyā /	T19n0999_003:0589a14_8	加持白線滿六十兩。
K12mspram_u:1115	 piṭṭakā lohaliṅgāś ca kacchūr bhavati saptamī //  rāgo dveṣaś ca mohaś ca ete loke trayo viṣāḥ /  nirviṣo bhagavān buddho buddhatejohataṃ viṣam //  rāgo dveṣaś ca mohaś ca ete loke trayo viṣāḥ /  nirviṣo bhagavān dharmo dharmatejohataṃ viṣam //	T19n0999_003:0590b10_0	達摩皆遠離　　實語毒消除
K12mspram_u:1120	 rāgo dveṣaś ca mohaś ca ete loke trayo viṣāḥ /	T19n0999_003:0590b11_0	貪欲瞋恚癡　　是世間三毒
K12mspram_u:1121	 nirviṣo bhagavān saṃghaṃ saṃghatejohataṃ viṣam //	T19n0999_003:0590b12_0	僧伽皆遠離　　實語毒消除
K12mspram_u:1122	 viṣasya pṛthivī mātā viṣasya pṛthivī pitā /	T19n0999_003:0590b13_0	地為諸毒父　　地為諸毒母
K12mspram_u:1123	 etena satyavākyena viṣāḥ sarve syur nirviṣāḥ //	T19n0999_003:0590b14_0	是以誠實言　　令毒悉消滅
K12mspram_u:1124	 bhūmiṃ saṃkrāmantu viṣaṃ pūrṇapātre vā saṃkrāmantu viṣaṃ svāhā //	T19n0999_003:0590b15_0	所有種種毒　　咸令却歸地
K12mspram_u:1126	 iyaṃ ca mahāsāhasrapramardanī vidyārājñī pravartayitavyā //	T19n0999_003:0590b24_5	念此陀羅尼及讀誦受持守護大千國土大明王經典。
K12mspram_u:1127	 buddhena nirjitā mārā dharmeṇa ca adharmatā /	T19n0999_003:0590b25_2	則能遠離一切怨家諍訟更相殺害。 能却他敵種種災禍危難之事。 諸佛威神力　　降伏諸魔怨 正法威神力　　破滅於非法
K12mspram_u:1128	 saṃghena nirjitā tīrthyā indreṇa asurā jitāḥ /	T19n0999_003:0590b28_0	僧伽威神力　　降伏諸外道 亦如天帝釋　　破壞阿修羅
K12mspram_u:1129	 asurais tu jitaḥ somo vainateyena sāgaraḥ //	T19n0999_003:0590c01_0	如彼阿修羅　　能障於滿月 亦如杲日輪　　能竭於海水
K12mspram_u:1131	 agninā ca jitāḥ kāṣṭhā udakenāgniḥ parājitāḥ /	T19n0999_003:0590c03_0	如火燒眾木　　如水滅諸火
K12mspram_u:1132	 vātena nirjitā meghā ratnavajreṇa mathyate //	T19n0999_003:0590c04_0	如風除雲曀　　譬如金剛寶
K12mspram_u:1133	 satyena devās tiṣṭhanti satyena pṛthivī sthitā /  satyaṃ buddhaś ca dharmaś ca satyaṃ jayatu mā mṛṣāḥ //  syād yathedam /  amṛte agrapuṣpe /	T19n0999_003:0590c05_0	能破惡堅貞　　諸天住誠實
K12mspram_u:1154	 na tasya agnir na viṣaṃ na śastraṃ krameṇa kāye kṛta sapavitre //	T19n0999_003:0590c21_0	彼恭敬者離執魅　　解脫水火及刀杖
K12mspram_u:1155	 saced asau āghātane upasthite utkṛṣṭaśastre vadhake ca saṃmukham /	T19n0999_003:0590c22_0	若有忽遭王難苦　　是人臨欲損其形
K12mspram_u:1156	 anusmaranto avalokiteśvaraṃ te khaṇḍakhaṇḍaṃ prapateyuḥ śastrāḥ //	T19n0999_003:0590c23_0	憶念觀音自在名　　彼刀杖尋段段壞
K12mspram_u:1157	 saced udgṛhītaṃ pi bhaveta śastraṃ bhañjitvā pāṇiṃ dharaṇīṃ pateyuḥ /	T19n0999_003:0590c24_0	若逢怨賊執刀杖　　刀杖段壞墮於地
K12mspram_u:1158	 na tasya kāye nipateya kiṃcid anyatra karma pūrimena yat kṛtam //	T19n0999_003:0590c25_0	是人究竟無所傷　　一切宿業皆消滅
K12mspram_u:1159	 samagradevā imaṃ gāthāṃ bhāṣiṣuḥ /  namo 'stu te buddha anantagocarā namo 'stu te satyaprakāśakā mune /	T19n0999_003:0590c26_9	是時世尊說此伽他已。 諸天天眾即於佛前說伽他曰。
K12mspram_u:1163	 mama sarvasatvānāṃ ca svāhā //  tato brahmā mahābrahmā utthito 'tha kṛtāñjaliḥ /	T19n0999_003:0591a03_10	是時大梵天王及諸梵王。 起立合掌讚言。
K12mspram_u:1165	 subhāṣitā iyaṃ vidyā mahāsāhasrapramardinī //	T19n0999_003:0591a05_7	世尊善說如是守護大千國土大明王陀羅尼甚深經典佛之密印。
