src_segmentnr	src_original	tgt_segmentnr	tgt_original
T06abhsubhu:3546	 rūpāṇyabhibhūya jānātyabhibhūya paśyati tathā ca saṃjñī bhavati /	T01n0013_001:0238b14_21	內想色、外見色少、端正不端正，得攝色，知自在亦自在見。
T06abhsubhu:3547	 idaṃ prathamamabhibhvāyatanam /	T01n0013_001:0238b15_9	意念計，是為一自在。
T06abhsubhu:3548	 adhyātmaṃ rūpasaṃjñī bahirdhā rūpāṇi paśyatyadhimātrāṇi suvarṇadurvarṇāni vistareṇa yāvattayā ca saṃjñī bhavati /	T01n0013_001:0238b17_2	「內念色、外見色，見色不啻在，所行自在知、自在見。
T06abhsubhu:3549	 idaṃ dvitīyamabhibhvāyatanam /	T01n0013_001:0238b17_12	如是想，是為二自在。
T06abhsubhu:3550	 ityete dve abhibhvāyatane rūpī rūpāṇi paśyatītyetasmādvimokṣādabhinirhriyete /  adhyātmamarūpasaṃjñī bahirdhā rūpāṇi paśyati parīttāni vistareṇa yāvattathāsaṃjñī ca bhavati /	T01n0013_001:0238b19_8	「內無有色想、外見色少，端正不端正，所色在，所行自在知、自在見。
T06abhsubhu:3552	 idaṃ tṛtīyamabhibhvāyatanam /	T01n0013_001:0238b19_18	如是想，是為三自在。
T06abhsubhu:3553	 adhyātmamarūpasaṃjñī bahirdhā rūpāṇi paśyatyadhimātrāṇi yathā tathāsaṃjñī ca bhavati /	T01n0013_001:0238b21_11	「內不念色、外見色不啻，端正不端正，所色在，所行自在知、自在見。
T06abhsubhu:3554	 idaṃ caturthamabhibhvāyatanam /	T01n0013_001:0238b21_21	如是想，是為四自在。
T06abhsubhu:3555	 ityete dve abhibhvāyatane adhyātmamarūpasaṃjñī bahirdhā rūpāṇi paśyatītyeta smādvimokṣādabhinirhriyete /  evaṃ kṛtvā dvābhyāṃ vimokṣābhyāṃ catvāryabhibhvāyatanāni veditavyāni /  adhyātma[ma]rūpasaṃjñī bahirdhā rūpāṇi paśyati nīlāni nīlavarṇāni nīlanidarśanāni nīlanirbhāsāni /	T01n0013_001:0238b22_17	「內念色想、外見色青，青色青明青見。
T06abhsubhu:3558	 tadyathā umakāpuṣpaṃ saṃpannaṃ vā vārāṇasīyakaṃ vastraṃ nīlaṃ nīlavarṇa nīlanidarśanaṃ  nīlanirbhāsamevamevādhyātmamarūpasaṃjñī bahirdhā rūpāṇi paśyati nīlāni yāvannīlanirbhāsāni  tāni khalu rūpāṇyabhibhūya jānātyābhibhūya paśyati tathāsaṃjñī ca bhavati /	T01n0013_001:0238b24_10	譬如華名為郁者青，青色青明青見，如是內色想外見色青，青色青明青見。
T06abhsubhu:3561	 idaṃ pañcamamabhibhvāyatanam /	T01n0013_001:0238b24_20	如是想，是為五自在。
T06abhsubhu:3562	 adhyātmamarūpasaṃjñī bahirdhā rūpāṇi paśyati pītāni yāvatpītanirbhāsāni /	T01n0013_001:0238b25_17	「內知色想、外見色黃，黃色黃明黃見。
T06abhsubhu:3563	 tadyathā karṇikārapuṣpaṃ saṃpannaṃ vā vārāṇasīyakaṃ vastraṃ pītaṃ pītavarṇamiti vistaraḥ /	T01n0013_001:0238b27_15	譬如加尼華，最明色衣黃，黃色黃明黃見，如是內色想、外見色黃，黃色黃明黃見。
T06abhsubhu:3564	 idaṃ ṣaṣṭhamabhibhvāyatanam /	T01n0013_001:0238b28_4	如是想，是為六自在。
T06abhsubhu:3565	 adhyātmamarūpasaṃjñī bahirdhā rūpāṇi paśyati lohitāni yāvallohitanirbhāsāni /	T01n0013_001:0238b29_16	「內色想、外見色赤，赤色赤明赤見。
T06abhsubhu:3566	 tadyathā bandhujīvakapuṣpaṃ saṃpannaṃ vā vārāṇasīyaṃ vastraṃ lohitaṃ lohita[varṇa]miti vistaraḥ /	T01n0013_001:0238c01_15	譬如絳色華，亦最色絳衣赤，赤色赤明赤見。
T06abhsubhu:3567	 idaṃ saptamamabhibhvāyatanam /	T01n0013_001:0238c03_21	如是想，是為七自在。
T06abhsubhu:3568	 adhyātmamarūpasaṃjñī bahirdhā rūpāṇi paśyatyavadātānyavadātavarṇānyavadātanidarśanānyavadātanirbhāsāni /	T01n0013_001:0238c04_16	「內色想、外見色白，白色白明白見。
