src_segmentnr	src_original	tgt_segmentnr	tgt_original
K12D0493_H0461:133b-11	རྡོ་རྗེ་འགུགས་ལ་ཕྱག་འཚལ་བསྟོད་༎	T01n898u_001:4	 mahāsattva mahāvīrya mahopāya namo'stu te || 2 ||
K12D0493_H0461:133b-12	རྡོ་རྗེ་ཆགས་པ་བདེ་བ་ཆེ་༎ རྡོ་རྗེ་མདའ་སྟེ་དབང་དུ་བྱེད་༎	T01n898u_001:5	 vajrarāga mahāśuddha sarvasaukhya mahāsukha |
K12D0493_H0461:133b-16	རྡོ་རྗེ་སེམས་དཔའ་སེམས་དཔའ་མཆོག་། རྡོ་རྗེ་ཚིམ་པར་ཆེར་དགྱེས་པ་༎	T01n898u_001:7	 vajrasādhu mahātuṣṭi sādhukāra praharṣaka |
K12D0493_H0461:133b-18	རབ་དགྱེས་རྒྱལ་པོ་རྡོ་རྗེ་མཆོག་། རྡོ་རྗེ་དགྱེས་པར་ཕྱག་འཚལ་བསྟོད་༎	T01n898u_001:8	 mahāharṣa mahāmoda suprāmodya namo'stu te || 4 ||
K12D0493_H0461:133b-4	རྡོ་རྗེ་སེམས་དཔའ་སེམས་དཔའ་ཆེ་༎ རྡོ་རྗེ་དེ་བཞིན་གཤེགས་པ་ཀུན་༎	T01n898u_001:1	 vajrasattva mahāsattva mahāyāna mahātmaka |
K12D0493_H0461:133b-9	རྡོ་རྗེ་ལྕགས་ཀྱུ་དེ་བཞིན་གཤེགས་༎ དོན་ཡོད་རྒྱལ་པོ་རྡོ་རྗེ་མཆོག་།	T01n898u_001:3	 vajrarāja mahāvajra vajra sarvatathāgata |
K12D0493_H0461:134a-1	རྡོ་རྗེ་ནམ་མཁའ་ནོར་བུ་ཆེ་༎ ནམ་མཁའི་སྙིང་པོ་རྡོ་རྗེ་ཕྱུག་།	T01n898u_001:9	 vajraratna mahārāja svābhiṣeka mahāmate |
K12D0493_H0461:134a-10	རྡོ་རྗེ་ཏོག་སྟེ་རྡོ་རྗེ་ཆེ༏་༏ཕྱག་འཚལ་རྡོ་རྗེ་སྐུ་ཁྱོད་ལ་༎	T01n898u_001:14	 ākāśaketo mahāyaṣṭi tyāgadhvaja namo'stu te || 7 ||
K12D0493_H0461:134a-11	རྡོ་རྗེ་གད་མོ་གད་རྒྱངས་ཆེ་༎ རྡོ་རྗེ་འཛུམ་པ་ངོ་མཚར་ཆེ་༎	T01n898u_001:15	 vajrahāsa mahāhāsa mahāprītipramodana |
K12D0493_H0461:134a-3	རྡོ་རྗེ་སྙིང་པོར་ཕྱག་འཚལ་བསྟོད་༎	T01n898u_001:10	 sarvaratna mahāśobhavibhūṣaṇa namo'stu te || 5 ||
K12D0493_H0461:134a-4	རྡོ་རྗེ་གཟི་བརྗིད་ཆེར་འབར་བ་༎ རྡོ་རྗེ་ཉི་མ་རྒྱལ་བའི་འོད་༎	T01n898u_001:11	 vajrateja mahāteja vajraprabha mahādyute |
K12D0493_H0461:134a-6	རྡོ་རྗེ་འོད་ཟེར་གཟི་བརྗིད་ཆེ་༎ རྡོ་རྗེ་སྒྲོན་མར་ཕྱག་འཚལ་བསྟོད་༎	T01n898u_001:12	 jinaprabha mahājvāla buddhaprabha namo'stu te || 6 ||
K12D0493_H0461:134a-8	སེམས་ཅན་དོན་རབ་རྡོ་རྗེ་ཏོག་། རྡོ་རྗེ་རྒྱལ་མཚན་ལེགས་ཚིམ་པ་༎	T01n898u_001:13	 vajraketu mahāketu mahādhvaja dhanaprada |
