src_segmentnr	src_original	tgt_segmentnr	tgt_original
T04sanssr_pu:7321	 tad yathā sumeruḥ parvatarājaḥ /  tāṃś ca gaṅgānadīvālikāsamān kalpān pratyekaṃ sarvasatkāraiḥ satkuryuḥ /  yaś ca bodhisatvo 'virahitasarvajñatācittenaikapuṣpam apy āropayet /  ayaṃ tasmāt pūrvakāt puṇyaskandhād bahutaraṃ puṇyaṃ prasavet //	T32n1635_006:0063b01_6	若有不離一切智心菩薩，但置一華而為供養，此獲福蘊勝前福蘊其數倍多。
T04sanssr_pu:7325	 atraivoktaṃ /  ye khalu punas trisāhasramahāsāhasre lokadhātau satvās te sarve mahāyānasaṃprasthitā bhaveyuḥ /  sarve ca cakravartirājyasamanvāgatā bhaveyur ekaikaś ca rājā cakravartī mahāsamudrapramāṇadīpasthālīṃ kṛtvā /  sumerumātrāṃ vartīm ādīpya pratyekam evaṃrūpāṃ dīpapūjāṃ tathāgatacaityeṣu pravartayet /	T32n1635_006:0063b04_16	彼經又云，假使三千大千世界一切有情悉住大乘，而復皆成轉輪聖王，設以香油如大海水，積燃燈草等須彌量，各各燃是廣大燈明，供養如來所有塔廟。
T04sanssr_pu:7329	 yaś cābhiniṣkrāntagṛhāvāso bodhisatvas tailaprakṣiptāṃ vartīṃ kṛtvādīpya tathāgatacaitye dhārayet /  asyās tailaprakṣiptāyā varter etat pūrvakaṃ pradīpadānaṃ śatatamīm api kalāṃ nopaiti /	T32n1635_006:0063b07_16	若有出家菩薩取燃燈草投少分油，於佛塔前燃燈供養，此獲福蘊倍勝於前燈明布施，百分不及一，乃至烏波尼殺曇分亦不及一。
T04sanssr_pu:7332	 ye ca khalu punas te rājānaś cakravartino buddhapramukhaṃ bhikṣusaṃghaṃ sarvasukhopadhānaiḥ	T32n1635_006:0063b09_5	又若彼諸轉輪聖王，各於佛及苾芻眾所普施一切受用樂具。
T04sanssr_pu:7333	 satkuryuḥ yaś cābhiniṣkrāntagṛhāvāso bodhisatvaḥ piṇḍapātraṃ caritvā pātraparyāpannaṃ  pareṣāṃ saṃvibhajya paribhuñjīta /  idaṃ tato bahutaraṃ ca mahārghataraṃ ca /	T32n1635_006:0063b11_5	若有出家菩薩，以自持鉢所乞之食，先減施人然後自食，此獲福蘊勝前福蘊最上廣大。
T04sanssr_pu:7336	 yac ca te rājānaś cakravartinaḥ sumerumātraṃ cīvararāśiṃ buddhapramukhāya bhikṣusaṃghāya dadyuḥ /	T32n1635_006:0063b12_13	又若彼諸轉輪聖王，積以妙衣如須彌量，普施佛及諸苾芻眾。
T04sanssr_pu:7337	 yac cābhiniṣkrāntagṛhāvāso bodhisatvas tricīvaraṃ bahirdhā mahāyānasaṃprasthitāya buddhapramukhāya bhikṣusaṃghāya vā tathāgatacaitye vā dadyād  idaṃ bhikṣoś cīvaradānam etat pūrvakacīvararāśim abhibhavati /	T32n1635_006:0063b15_6	若有出家菩薩，但以三衣，或施十信心菩薩、或施佛及諸苾芻眾、或施如來塔廟之中，此獲福蘊比前所施極為殊勝。
T04sanssr_pu:7339	 yac ca te rājānaḥ pratyekaṃ sarvaṃ jambūdvīpaṃ puṣpasaṃstṛtaṃ kṛtvā tathāgatacaitye niryātayet /	T32n1635_006:0063b16_18	又若彼諸轉輪聖王，一一皆以滿閻浮提布設妙華，廣為供養如來塔廟。
T04sanssr_pu:7340	 yac cābhiniṣkrāntagṛhāvāso bodhisatvaḥ antaśa ekapuṣpam api tathāgatacaitye āropayet /  asya dānasyaitat pūrvakaṃ dānaṃ śatatamīm api kalāṃ nopaiti /	T32n1635_006:0063b19_10	若有出家菩薩，下至但取一華供養如來塔廟者，此獲福蘊比前所施，百分不及一，乃至烏波尼殺曇分亦不及一。
T04sanssr_pu:7342	 yāvad upaniṣadam api nopaitīti //  āryānupūrvasamudgataparivarte 'pi deśitaṃ /  catura imān bhadrānuśaṃsān paśyan bodhisatvas tathāgatapūjāyām utsuko bhavati /	T32n1635_006:0063b21_2	《次第出生經》云，當觀菩薩有其四種賢善稱讚，應於如來策勤供養。
