src_segmentnr	src_original	tgt_segmentnr	tgt_original
K01n2853u_001:2932	 katamaiḥ pañcabhiḥ ?  chandād gacchati dveṣān mohād bhayād gacchati uddiṣṭānuddiṣtavihāraṁ na jānāti ;	K01D0001_H0001:313a-14	འདུན་པས་འགྲོ་བ་དང་། ཞེ་སྡང་གིས་འགྲོ་བ་དང་། གཏི་མུག་གིས་འགྲོ་བ་དང་། འཇིགས་པས་འགྲོ་བ་དང་། དགག་དབྱེ་དང་། དགག་དབྱེ་མ་ཡིན་པ་མི་ཤེས་པ་སྟེ་།
K01n2853u_001:2934	 ebhiḥ pañcabhir dharmaiḥ samanvāgataḥ vihāroddeśako'saṁmato na saṁmantavyaḥ ,  saṁmataś cāvakāśayitavyaḥ ;	K01D0001_H0001:313a-15	ཆོས་འདི་ལྔ་དང་ལྡན་པའི་དགེ་སློང་དགག་དབྱེ་བྱེད་པར་མ་བསྐོས་པ་ནི་བསྐོ་བར་མི་བྱའོ་༎ བསྐོས་པ་ནི་དབྱུང་བར་བྱའོ་༎
K01n2853u_001:2936	 pañcabhis tu dharmaiḥ samanvāgato vihāroddeśakaḥ asaṁmataḥ saṁmantavyaḥ ,	K01D0001_H0001:313a-17	ཆོས་ལྔ་དང་ལྡན་པའི་དགེ་སློང་ནི་དགག་དབྱེ་བྱེད་པར་མ་བསྐོས་པ་ནི་བསྐོ་བར་བྱའོ་༎ བསྐོས་པ་ནི་དབྱུང་བར་མི་བྱའོ་༎
K01n2853u_001:2938	 katamaiḥ pañcabhiḥ ?	K01D0001_H0001:313a-19	ལྔ་གང་ཞེ་ན་།
K01n2853u_001:2939	 na chandād gacchati na dveṣān na bhayān na mohād gacchati uddiṣṭānuddiṣṭam ca jānāti ;	K01D0001_H0001:313a-20	འདུན་པས་མི་འགྲོ་བ་དང་། ཞེ་སྡང་གིས་མི་འགྲོ་བ་དང་། གཏི་མུག་གིས་མི་འགྲོ་བ་དང་། འཇིགས་པས་མི་འགྲོ་བ་དང་། དགག་དབྱེ་དང་། དགག་དབྱེ་མ་ཡིན་པ་ཤེས་པ་སྟེ་།
K01n2853u_001:2940	 ebhiḥ pañcabhir dharmaiḥ samanvāgato vihāroddeśakaḥ asaṁmataś ca saṁmantavyaḥ ,  saṁmataś ca nāvakāśayitavyaḥ |	K01D0001_H0001:313b-0	༄༣༡༣བ་ཆོས་འདི་ལྔ་དང་ལྡན་པའི་དགེ་སློང་ནི་དགག་དབྱེ་བྱེད་པར་མ་བསྐོས་པ་ནི་བསྐོ་བར་བྱའོ་༎
K01n2853u_001:2540	 avavadati ,  anuśāsti ,  pratibalo bhavati sārdhaṁvihāryantevāsikānāṁ niśrayaṁ grāhayitum |  uddānam @.................................................................................................................................  sa utpāṇḍuko jātaḥ kṛśālako durbalako mlāno prāptakāyaḥ ;	K01D0001_H0001:118b-17	སྐྱ་བོ་བསེང་བསེང་པར་རིད་པ་དང་། ཉམ་ཆུང་བ་དང་། རྐེ་བ་དང་། སྐམ་པ་དང་། ལུས་མ་ཐོབ་པར་གྱུར་ཏོ་༎
K01n2853u_001:2586	 jānakā pṛcchakā * buddhā bhagavataḥ ,  jānantaḥ pṛcchanti ,	K01D0001_H0001:118b-18	སངས་རྒྱས་བཅོམ་ལྡན་འདས་རྣམས་ནི་མཁྱེན་བཞིན་དུ་རྨེད་པར་མཛད་པ་སྟེ་། མཁྱེན་བཞིན་དུ་རྨེད་།
K01n2853u_001:2588	 ajānanto na pṛcchanti ,	K01D0001_H0001:118b-20	མཁྱེན་ཀྱང་མི་རྨེད་པ་།
K01n2853u_001:2589	 kāle pṛcchanti ,  kālākrāntaṁ na pṛcchanti ,	K01D0001_H0001:118b-21	དུས་སུ་རྨེད་པ་དང་། དུས་ལས་ཡོལ་བར་མི་རྨད་པ་།
K01n2853u_001:2591	 arthopasaṁhitaṁ pṛcchanti ,  anarthopasaṁhitaṁ na pṛcchanti ;  setusamudghāto buddhānām bhagavatām anarthopasaṁhitāyāṁ pṛcccāyām ;	K01D0001_H0001:118b-23	དོན་དང་མི་ལྡན་པ་མི་རྨེད་པས་སངས་རྒྱས་བཅོམ་ལྡན་འདས་རྣམས་ནི་དོན་དང་མི་ལྡན་པ་རྨེད་པ་ལ་ཆུ་ལོན་གྱིས་ཟློག་བར་མཛད་པ་ཡིན་ནོ་༎ དེ་ལ་སངས་རྒྱས་བཅོམ་༄༡༡༩ཨ་༌༎
K01n2853u_001:2594	 tatra kālajñā buddhā bhagavanta arthopasaṁhitāyāṁ pṛcchāyām ;	K01D0001_H0001:119a-1	ལྡན་འདས་རྣམས་ནི་དོན་དང་ལྡན་པ་རྨེད་པ་ལ་དུས་མཁྱེན་པ་ཡིན་པས་།
K01n2853u_001:2596	 kasmād ānanda upālī bhikṣur utpāṇḍūtpāṇḍukaḥ kṛśālako durbalako mlāno prāptakāya iti ;	K01D0001_H0001:119a-3	དགེ་སློང་དག་ཅིའི་ཕྱིར་དགེ་སློང་ཀུན་དགའ་བོ་སྐྱ་བོ་བསེང་བསེང་པོ་རིད་པ་དང་། ཉམ་ཆུང་བ་དང་། རྐེ་བ་དང་། སྐམ་པ་དང་། ལུས་མ་ཐོབ་པར་གྱུར་།
K01n2853u_001:2931	 saṁmataś cāvakāśayitavyaḥ ;	K01D0001_H0001:332b-17	བསྐོས་པ་ནི་དབྱུང་བར་བྱའོ་༎
