src_segmentnr	src_original	tgt_segmentnr	tgt_original
T05D4016-2:241b-11	ཉན་ཐོས་སུམ་འབུམ་ནི་རྡུལ་སྤངས་ནས་དྲི་མ་དང་བྲལ་ཏེ་།	T16n0676_002:0697c04_11	三百千聲聞遠塵離垢，於諸法中得法眼淨；
T05D4016-2:80b-2	དེ་བཞིན་དུ་དྲང་བའི་དོན་གྱི་མདོ་སྡེ་རྣམས་ཐོས་ཏེ་མོས་པ་ནས་བསྒོམ་པའི་རྣམ་པས་སྦྱོར་བར་བྱེད་པའི་བར་གྱི་བསོད་ནམས་འཐོབ་པ་གང་ཡིན་པ་དེ་ནི་ངེས་པའི་དོན་བསྟན་པའི་མདོ་སྡེ་འདི་ཐོས་ནས་མོས་པས་བསགས་པའི་བསོད་ནམས་བསྒོམ་པའི་རྣམ་པས་སྦྱོར་བའི་བར་གྱིས་བསགས་པའི་བསོད་ནམས་དང་བསྐྲུན་ན་བརྒྱའི་ཆར་ཡང་ཉེ་བར་མི་འགྲོ་བ་ནས་། རྒྱུའི་བར་དུ་ཡང་ཉེ་བར་མི་འགྲོའོ་༎ དེ་སྐད་ཅེས་བཀའ་སྩལ་བ་དང་ཞེས་བྱ་བ་ནི་གཉིས་པ་དཔེ་དང་དོན་དུ་སྦྱར་ནས་བསོད་ནམས་ཀྱི་ཁྱད་པར་བསྟན་པ་སྟེ་། མདོ་ཉིད་ཀྱིས་བརྡ་ཕྲད་པར་ཟད་དོ་༎	T16n0676_002:0697b26_9	如是，於諸不了義經，聞已信解、廣說乃至以其修相發起加行所獲功德，比此所說了義經教，聞已信解所集功德，廣說乃至以其修相發起加行所集功德，百分不及一，廣說乃至鄔波尼殺曇分亦不及一。 」說是語已。
T05D4016-2:241b-5	རིགས་ཀྱི་བུ་འདི་ནི་རྣལ་འབྱོར་ངེས་པའི་དོན་བསྟན་པ་ཞེས་བྱ་སྟེ་།	T16n0676_002:0697b29_12	「善男子！ 此名勝義了義之教；
T05D4016-2:241b-6	རྣལ་འབྱོར་ངེས་པའི་དོན་བསྟན་པ་འདི་ལ་ཁྱོད་ཀྱིས་བསླབ་པར་བྱའོ་ཞེས་བྱ་བ་ནི་གཉིས་པ་ཞུས་པའི་ལན་དུ་ཡང་དག་པར་གསུངས་པའོ་༎ འདི་ཡང་རྣམ་པ་གཉིས་སུ་དབྱེ་སྟེ་། ཞུས་པ་རྣམ་པ་གཉིས་ཀྱི་ལན་ཡང་དག་པར་བསྟན་པ་དང་། རྣལ་འབྱོར་ངེས་པའི་དོན་བསྟན་པ་འདི་བཤད་པ་ན་ཞེས་བྱ་བ་མན་ཆད་བསྟན་པ་གསུངས་པའི་ཕན་ཡོན་ཁྱད་པར་དུ་འཕགས་པ་བསྟན་པ་སྟེ་།	T16n0676_002:0697c01_15	於此勝義了義之教，汝當奉持。
T05D4016-2:241b-10	རྣལ་འབྱོར་ངེས་པའི་དོན་བསྟན་པ་འདི་བཤད་པ་ན་འཁོར་འདུས་པ་ཆེན་པོ་དེ་ལས་སྲོག་ཆགས་དྲུག་འབུམ་ནི་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་སེམས་སྐྱེས་སོ་༎	T16n0676_002:0697c03_10	」說此勝義了義教時，於大會中，有六百千眾生發阿耨多羅三藐三菩提心；
T05D4016-2:80b-7	དེ་ནས་བྱང་ཆུབ་སེམས་དཔའ་དོན་དམ་ཡང་དག་འཕགས་ཀྱིས་ཡང་བཅོམ་ལྡན་འདས་ལ་འདི་སྐད་ཅེས་གསོལ་ཏོ་༎	T16n0676_002:0697b27_12	爾時，勝義生菩薩復白佛言：
T05D4016-2:80b-8	བཅོམ་ལྡན་འདས་དགོངས་པ་ཟབ་མོ་ངེས་པར་འགྲེལ་པའི་ཆོས་ཀྱི་རྣམ་གྲངས་ལས་བསྟན་པ་འདིའི་མིང་ཅི་ལགས་།	T16n0676_002:0697b27_16	「世尊！ 於是解深密法門中，當何名此教？
T05D4016-2:80b-15	དོན་དམ་པ་ངེས་པའི་དོན་བསྟན་པ་འདི་ཁྱོད་ཀྱིས་ཡོངས་སུ་གཟུང་བར་བྱའོ་ཞེས་བྱ་བ་ལ་སོགས་པ་ནི་གཉིས་པ་དེ་བཞིན་གཤེགས་པས་ལན་ཡང་དག་པར་གསུངས་པ་སྟོན་ཏོ་༎ འདི་ཡང་རྣམ་པ་གཉིས་ཏེ་ཞུས་པ་བཞིན་དུ་ལན་ཡང་དག་པར་བསྟན་པ་དང་། བསྟན་པ་གསུངས་པའི་ཕན་ཡོན་ཁྱད་པར་དུ་འཕགས་པ་བསྟན་པའོ་༎ འདི་ནི་དང་པོ་སྟེ་འདི་ལྟར་བསྟན་པ་འདིའི་མིང་ནི་དོན་དམ་པ་དེས་པའི་དོན་བསྟན་པ་ཞེས་བྱ་བ་ཡིན་པས་། མིང་འདི་ཇི་ལྟ་བ་བཞིན་དུ་ཡོངས་སུ་སྤྱད་པར་བྱའོ་ཞེས་བྱ་བའི་ཐ་ཚིག་གོ་༎	T16n0676_002:0697c01_15	於此勝義了義之教，汝當奉持。
T05D4016-2:81a-0	དོན་དམ་༄༨༡ཨ་༌་༎ པ་ངེས་པའི་དོན་བསྟན་པ་འདི་བཤད་པ་ན་འཁོར་འདུས་པ་ཆེན་པོ་དེ་ལས་སྲོག་ཆགས་དྲུག་འབུམ་ནི་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཀྱི་སེམས་སྐྱེས་སོ་ཞེས་བྱ་བ་ལ་སོགས་པས་ནི་གཉིས་པ་བསྟན་པ་གསུངས་པའི་ཕན་ཡོན་ཁྱད་པར་དུ་འཕགས་པ་སྟོན་ཏོ་༎	T16n0676_002:0697c03_10	」說此勝義了義教時，於大會中，有六百千眾生發阿耨多羅三藐三菩提心；
T05D4016-2:241a-12	གང་ཟག་བླུན་པོ་དེ་ནི་ཆོས་ཀྱི་རིན་པོ་ཆེ་རིན་ཐང་མེད་པ་ཐོབ་ཀྱང་། གསུང་རབ་ཀྱི་དགོངས་ཏེ་གསུངས་པ་ཁོང་དུ་མ་ཆུད་པས་སྟོང་པ་ཉིད་དུ་མངོན་པར་ཞེན་པ་སྐྱེད་པར་བྱེད་དོ་ཞེས་བསྟན་ཏོ་༎	T16n0676_003:0703a24_17	愚癡得法無價寶，　　反更遊行而乞匃。
