src_segmentnr	src_original	tgt_segmentnr	tgt_original
K14ratnml_u:11448	 bhakṣyate krimibhiś caṇḍaiḥ saṃmagno gūthamṛttike // Rm_28.109{9} //	T17n0725_001:0453b16_0	暴惡蛆蟲類，　　恒居糞穢中，
K14ratnml_u:11449	 dṛṣṭvāpi vrīhimadhyasthān prāṇinaś cūrṇayanti ye /	T17n0725_001:0453b17_13	罪者遊履時，　　食啗於雙足。 種植壓油等，　　蠕動多傷殺，
K14ratnml_u:11450	 āyasai mukhalais taptaiḥ kṣobhyante te punaḥ punaḥ // Rm_28.110{10} //	T17n0725_001:0453b19_13	重重臥鐵槽，　　熱鐵棒捶打。
K14ratnml_u:11451	 atyantakrodhanāḥ krūrāḥ śaṭhāḥ pāpābhikāṃkṣiṇaḥ /	T17n0725_001:0453b20_0	若起極瞋怒，　　造彼諸惡罪，
K14ratnml_u:11452	 paravyasanakṛṣṭvā ca jāyante yamarākṣasāḥ // Rm_28.111{11} //	T17n0725_001:0453b21_13	死墮焰魔剎，　　具受一切苦。
K14ratnml_u:11453	 sarveṣām eva duḥkhānāṃ vījaṃ mṛd vābhibhedataḥ /  kāyavāgmānasaṃ karma pāpaṃ yat tad aṇv api varttayet /	T17n0725_001:0453b22_0	破結善種子，　　身口意俱罪， 智者勿作罪，　　地獄相如是。
K14ratnml_u:11455	 ++ narakakāṇḍaṃ samāptam ++	T17n0725_001:0453b24_5	地獄品頌竟。
K14ratnml_u:11458	 sarppāḥ krodhopanāhābhyāṃ mārastabdhā mṛgādhipāḥ /  abhimānena jāyante gadāmāśvādiyoniṣu // Rm_28.113{2} //  mātsaryerṣyādi doṣeṇa vānarāḥ pretadehinaḥ /  jāyante mukharā dhṛṣṭāś capalātmānaś ca vāyasāḥ // Rm_28.114{3} //  vadhavaṃdhanamātsaryair gavāśvādiṣu dehinaḥ /  jāyante krūrakarmāṇo lūtāḥ kharjjūravṛścikaḥ // Rm_28.115{4} //  vyāghramārjāragomāyuṛkṣagṛdhravṛgādāyaḥ /	T17n0725_001:0453b27_0	犲狼猛虎犳，　　蝮蝎及毒蛇，
K14ratnml_u:11465	 jāyante pretamansādoḥ krodhanā matsarā narāḥ // Rm_28.116{5} //	T17n0725_001:0453b28_13	瞋忿我慢深，　　獲報斯如是。
K14ratnml_u:11468	 kṛtaṃ yat pāpakaṃ karma svayaṃ vākkāyamānasaṃ /  tiryañcas tena jāyante tan manogatim ākṛthāḥ // Rm_28.118{7} //	T17n0725_001:0453c02_0	如是傍生等，　　增益惡三業， 墜墮焰魔界，　　獲報斯如是。
K14ratnml_u:11470	 ++ iti tiryakkāṇḍaṃ samāptam ++	T17n0725_001:0453c04_5	傍生品頌竟。
K14ratnml_u:11500	 mātāpitṛgurūn yānair ye nayanti yathepsitaṃ /	T17n0725_001:0454a06_0	父母師長等，　　所欲多違背，
K14ratnml_u:11501	 vimānacāriṇo yakṣā jāyaṃte susukhānvitāḥ // Rm_28.133{15} //	T17n0725_001:0454a07_13	墮彼藥叉宮，　　勇健行暴惡。
K14ratnml_u:11502	 tṛṣṇāmātsaryadoṣeṇa pretā bhavanty amī sadā /  yakṣādayaḥ śubhaiḥ kliṣṭair atas tān parivarjayet // Rm_28.134{16} //	T17n0725_001:0454a08_0	慳貪瞋果報，　　餓鬼藥叉等， 苦樂隨自因，　　諸惡不須作。
K14ratnml_u:11504	 ++ iti pretakāṇḍaṃ samāptam ++	T17n0725_001:0454a10_5	餓鬼品頌竟。
