src_segmentnr	src_original	tgt_segmentnr	tgt_original
K12sarvttsu:805	 tatastu guhyapūjābhiḥ santoṣya sa mahātmanā /  vijñayetsarvasatvārthaṃ kurudhvaṃ sarvasiddhaye // 9 // iti //  evaṃ sarvamaṇḍaleṣa vajrācāryakarmeti //  Initiation of the disciple  athātra vajradhātumahāmaṇḍale vajraśiṣyapraveśādividhivistaro bhavati //	T02D1919:157b-14	དེ་ནས་རྡོ་རྗེ་དབྱིངས་ཀྱི་དཀྱིལ་འཁོར་ཆེན་པོ་འདིར་རྡོ་རྗེ་སློབ་མ་དཀྱིལ་འཁོར་དུ་གཞུག་པ་ལ་སོགས་པའི་ཆོ་ག་རྒྱས་པ་མཆིས་སོ་༎
K12sarvttsu:810	 tatra prathamaṃ tāvat praveśo bhavatyaśeṣānavaśeṣasattvadhātuparitrāṇasarvahitasukhottamasiddhikāryakaraṇatayā /  atra mahāmaṇḍalapraveśe pātrāpātraparīkṣā na kāryā /	T02D1919:157b-15	དེ་ལ་དང་པོ་ནི་གཞུག་པ་ལགས་ཏེ་། སེམས་ཅན་གྱི་ཁམས་མ་ལུས་ཤིང་ལུས་པ་མེད་པ་རྣམས་ཡོངས་སུ་བསྐྱབ་པ་དང་། སེམས་ཅན་ཐམས་ཅད་ཀྱིས་ཕན་པ་དང་བདེ་བའི་མཆོག་འགྲུབ་པར་བགྱི་བའི་སླད་དུ་དཀྱིལ་འཁོར་ཆེན་པོ་འདིར་ཞུགས་པ་ལ་སྣོད་དུ་གྱུར་པ་དང་སྣོད་དུ་མ་གྱུར་པ་བརྟག་ནི་མི་འཚལ་ལོ་༎
K12sarvttsu:812	 tatkasmāddhetoḥ /	T02D1919:157b-17	དེ་ཅིའི་ཕྱིར་ཞེ་ན་།
K12sarvttsu:813	 santi bhagavantastathāgatāḥ kecit sattvā mahāpāpakāriṇaste idaṃ vajradhātumahāmaṇḍalaṃ dṛṣṭvā praviṣṭā ca sarvāpāyavigatā bhaviṣyanti /	T02D1919:157b-18	བཅོམ་ལྡན་འདས་སེམས་ཅན་ཁ་ཅིག་ནི་སྡིག་པ་ཆེན་པོ་བགྱིད་པ་ཡང་མཆིས་། དེ་དག་གིས་རྡོ་རྗེ་དབྱིངས་ཀྱི་དཀྱིལ་འཁོར་ཆེན་པོ་འདིར་ཞུགས་ཏེ་མཐོང་ན་ངན་སོང་ཐམས་ཅད་དང་བྲལ་བར་འགྱུར་རོ་༎
K12sarvttsu:814	 santi ca bhagavantaḥ sattvāḥ sarvārthabhojanapānakāmaguṇagṛddhāḥ samayadviṣṭāḥ puraścaraṇādiṣvaśaktāḥ /	T02D1919:157b-20	བཅོམ་ལྡན་འདས་ནོར་དང་བཟའ་བ་དང་བཏུང་བ་དང་འདོད་པའི་ཡོན་ཏན་ཐམས་ཅད་པ་ཆགས་པ་དང་དམ་ཚིག་ལ་མི་དགའ་པ་དང་། སྡར་བཅས་པ་ལ་སོགས་པ་མི་ནུས་པའི་སེམས་ཅན་དག་ཀྱང་མཆིས་ཏེ་།
K12sarvttsu:815	 teṣāmapyatrayathākāmakaraṇīyatayā praviṣṭānāṃ sarvāśāparipūrirbhaviṣyati /	T02D1919:158a-1	བ་རྣམས་ཀྱིས་བསམ་པ་ཐམས་ཅད་ཡོངས་སུ་རྫོགས་པར་འགྱུར་རོ་༎
K12sarvttsu:816	 santi bhagavantaḥ sattvā nṛtyagītahāsyalāsyāhāravihārapriyatayā sarvatathāgatamahāyānābhisamayadharmatānavabodhatvādanyadevakulamaṇḍalāni praviśanti,	T02D1919:158a-2	བཅོམ་ལྡན་འདས་སེམས་ཅན་ཁ་ཅིག་ནི་གར་དང་། གླུ་དང་གད་མོ་དང་། ཁ་ཟས་དང་། སྤྱོད་པ་ལ་དགའ་བ་རྣམས་དང་། དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་ཐེག་པ་ཆེན་པོ་མངོན་པར་རྟོགས་པའི་ཆོས་ཉིད་ཁོང་དུ་མ་ཆུད་པས་ལྷ་གཞན་གྱི་རིགས་དང་དཀྱིལ་འཁོར་དུ་འཇུག་གི་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་དཀྱིལ་འཁོར་རེ་བ་ཐམས་ཅད་ཡོངས་སུ་རྫོགས་པར་གྱུར་པ
K12sarvttsu:817	 sarvāśāparipūrisaṃpadabhūteṣu niruttararatiprītiharṣasaṃbhavakareṣu sarvatathāgatakulamaṇḍaleṣu śikṣāpadabhayabhītā na praviśanti /	T02D1919:158a-3	བླ་ན་མེད་པའི་དགའ་བ་དང་མགུ་བ་དང་། རངས་པ་རྣམས་འབྱུང་བ་དེར་ནི་བསླབ་པའི་དམ་ཚིག་གིས་འཇིགས་ཤིང་སྐྲག་ནས་མི་འཇུག་པ་དག་ཀྱང་མཆིས་། དེ་དག་ངན་སོང་གི་དཀྱིལ་འཁོར་གྱི་ལམ་དུ་འཇུག་པར་ཁ་བ་ལྟས་ཤིང་གནས་པ་རྣམས་ཀྱང་དགའ་བ་དང་མགུ་བའི་དམ་པ་ཐམས་ཅད་འགྲུབ་ཅིང་བདེ་བ་དང་ཡིད་བདེ་བ་མྱོང་བར་བགྱི་པ་དང་ངན་སོང་གི་རྒྱུད་ཐམས་ཅད་དུ་འཇུག་པར་ཁ་བལྟས་པའི་ལམ་ལས་བཟློག་པར་བགྱི་བའི་སླད་དུ་།
K12sarvttsu:818	 teṣāmapāyamaṇḍalapraveśa [pathābhimukhavihārāṇāmapyeva] vajradhātumahāmaṇḍalapraveśo	T02D1919:158a-6	རྡོ་རྗེ་དབྱིངས་ཀྱི་དཀྱིལ་འཁོར་ཆེན་པོ་འདིར་འཇུག་ཏུ་རུང་ངོ་༎
K12sarvttsu:819	 yujyata sarvaratiprītyuttamasiddhisukhasaumanasyānubhavanārthaṃ sarvāpāyagatipraveśābhimukhapathavinivartanāya ca /  santi ca punarbhagavanto dhārmikāḥ sattvāḥ sarvatathāgataśīlasamādhiprajñottamasiddhyupāyairbuddhabodhiṃ prārthayanto dhyānavimokṣādibhirbhūmibhiryantaḥ kliśyante /	T02D1919:158a-7	བཅོམ་ལྡན་འདས་ཆོས་ཅན་གྱི་སེམས་ཅན་ཐམས་ཅད་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་ཚུལ་ཁྲིམས་དང་ཏིང་ངེ་འཛིན་དང་ཤེས་རབ་དམ་པ་གྲུབ་པའི་ཐབས་ཀྱིས་༏
