src_segmentnr	src_original	tgt_segmentnr	tgt_original
T07D4092-1:243a-20	བསམ་གཏན་ས་ནི་གསུམ་པ་ཡིན་༎ བཞི་པ་ས་ནི་བརྒྱད་པ་ཡིན་༎ གཟུགས་ཀྱི་ཁམས་ནི་བསམ་གཏན་ཐམས་ཅད་ཀྱང་ཆུང་ངུ་དང་འབྲིང་དང་ཆེན་པོའི་བྱེ་བྲག་གིས་སོ་སོར་ས་གསུམ་༄༢༤༣བ་པའི་བྱེ་བྲག་ཉིད་ཡིན་ཏེ་།	T33n1708_01b:0374a23_16	三靜慮各有三天，第四靜慮有其九天，都合十八。
T07D4092-1:243b-1	ཚངས་རིས་པ་རྣམས་དང་། ཚངས་པའི་མདུན་ན་འདོན་པ་རྣམས་དང་། ཚངས་ཆེན་པ་རྣམས་ནི་དང་པོ་ཡིན་ནོ་༎ འོད་ཆུང་པ་རྣམས་དང་། ཚད་མེད་འོད་རྣམས་དང་། འོད་གསལ་བ་རྣམས་ནི་གཉིས་པ་ཡིན་ནོ་༎ དགེ་ཆུང་རྣམས་དང་། ཚད་མེད་དགེ་རྣམས་དང་། དགེ་རྒྱས་རྣམས་ནི་གསུམ་པ་ཡིན་ནོ་༎ སྤྲིན་མེད་རྣམས་དང་། བསོད་ནམས་སྐྱེས་རྣམས་དང་། འབྲས་བུ་ཆེ་བ་རྣམས་ནི་བཞི་པ་ཡིན་ནོ་༎ ཆེན་པོ་དེ་ཉིད་ཟག་པ་མེད་པའི་བསམ་གཏན་དང་སྤེལ་བའི་སྒོ་ནས་ཆུང་ངུ་དང་འབྲིང་དང་ཆེན་པོ་དང་། ཤིན་ཏུ་ཆེན་པོ་དང་། ཆེས་ཤིན་ཏུ་ཆེན་པོ་ཐ་དད་པའི་བྱེ་བྲག་གི་གནས་གཞན་ལྔ་སྟེ་།	T33n1708_01b:0374a27_1	故《瑜伽論》第四卷云「色界有十八處，謂梵眾、梵輔、大梵、小光、無量光、極光淨、小淨、無量淨、遍淨、無雲、福生、廣果，無想天即廣果攝，無別處所；
T07D4092-1:243b-10	བསམ་གཏན་ཁྱད་པར་ཅན་ཐོབ་པས་ཐོག་མར་སྐྱེ་ཞིང་ཐ་མར་འཆི་འཕོ་བའི་ཕྱིར་དང་། སྔ་མ་དང་ཁྱད་པར་ཡོད་པའི་ཕྱིར་ཆེན་པོ་ཡིན་ནོ་༎	T33n1708_01b:0374b03_16	由彼獲得中間定故、最初生故、最後歿故，威德等勝，故名為大。
T07D4092-1:243b-12	ཚངས་པའི་མདུན་ན་འདོན་པས་ན་ཚངས་པའི་མདུན་ན་འདོན་རྣམས་སོ་༎ འདི་དག་ལ་ཚེ་དང་ཁ་དོག་ལ་སོགས་པའི་ཁྱད་པར་གྱིས་ཚངས་པ་ཆེན་པོ་ཡོད་པས་ན་ཚངས་པ་ཆེན་པོ་རྣམས་སོ་༎	T33n1708_01b:0374b04_9	大梵所有所化所領，故名梵眾。 於大梵前行列侍衛，故名梵輔。
T07D4092-1:243b-14	འདི་དག་ལ་འོད་གསལ་གྱི་ས་ལ་ལྟོས་ནས་འོད་ཆུང་ངུ་ཡོད་པས་ན་འོད་ཆུང་རྣམས་སོ་༎	T33n1708_01b:0374b05_17	自地天內光明最少，故名少光。
T07D4092-1:243b-15	འདི་དག་ནི་འོད་ཚད་གཟུང་བར་མི་ནུས་པས་ན་ཚད་མེད་འོད་རྣམས་སོ་༎	T33n1708_01b:0374b06_12	光明轉勝，量難測故，名無量光。
T07D4092-1:243b-16	གནས་གཞན་ཟད་པར་སྣང་བར་བྱེད་པའི་ཕྱིར་འོད་གསལ་རྣམས་སོ་༎	T33n1708_01b:0374b07_6	淨光遍照自地處故，名極光淨。
T07D4092-1:243b-17	ཡིད་ཀྱི་ས་པའི་བདེ་བ་ལ་ནི་དགེ་བ་ཞེས་བྱ་སྟེ་།	T33n1708_01b:0374b07_16	意地受樂，說名為淨。
T07D4092-1:243b-18	འདི་དག་ལ་གཞན་གྱི་ས་ལ་ལྟོས་ན་དེ་ཆུང་ངུ་ཡོད་པས་ན་དགེ་ཆུང་རྣམས་སོ་༎	T33n1708_01b:0374b08_10	於自地中此淨最劣，故名小淨。
T07D4092-1:243b-19	འདི་དག་ལ་དགེ་བ་ཚད་མེད་པ་ཡོད་པས་ན་ཚད་མེད་དགེ་རྣམས་སོ་༎ འདི་དག་ལ་དགེ་བ་རྒྱས་པ་ཡོད་པས་ན་དགེ་རྒྱས་༄༢༤༤ཨ་༌་༎	T33n1708_01b:0374b09_6	此淨轉增，量難測故，名無量淨。 此淨周普，故名遍淨，意顯更無樂能過此。
T07D4092-1:243b-6	མི་ཆེ་བ་རྣམས་དང་། མི་གདུང་བ་རྣམས་དང་། གྱ་ནོམ་སྣང་བ་རྣམས་དང་། ཤིན་ཏུ་མཐོང་རྣམས་དང་། འོག་མིན་རྣམས་སོ་༎	T33n1708_01b:0374a28_6	復有諸聖五淨居宮，謂無繁、無熱、善現、善見及色究竟。
T07D4092-1:243b-8	དེ་ལ་དགེ་བའི་རྩ་བ་ཆེན་པོ་ལས་སྐྱེས་པའི་ཕྱིར་ཚངས་པའོ་༎	T33n1708_01b:0374b01_19	彼云「廣善所生，故名為梵。
T07D4092-1:244a-2	འདི་དག་ལ་སྤྲིན་དང་འདྲ་བར་ས་དང་འབྲེལ་པ་མེད་པས་ན་སྤྲིན་མེད་རྣམས་ཏེ་།	T33n1708_01b:0374b11_3	以下空中天所居地，如雲密合故說名雲；
