src_segmentnr	src_original	tgt_segmentnr	tgt_original
K01D0007B_H0008:428b-18	བསླབ་པའི་གནས་མ་བཅས་པ་ན་། ཀ་ལནད་ཀའི་བུ་བཟང་སྦྱིན་གྱིས་ཤིན་ཏུ་འདས་པར་གྱུར་བ་ནི་། ཐམས་ཅད་ཀྱང་ལས་དང་པོ་པ་ཡིན་ཏེ་། ལས་དང་པོ་པ་ལ་ནི་། ཉེས་པ་མེད་དོ་༎	T23n1441_003:0582b19_8	「汝等當知，我未制戒時須提那犯罪，一切時不犯。
K01D0007B_H0008:428b-13	སངས་རྒྱས་བཅོམ་ལྡན་འདས་གྲོང་ཁྱེར་ཡངས་པ་ཅན་ན་སྤྲེའུ་རྫིང་འགྲམ་གྱི་ཁང་བུ་བརྩེགས་པ་ན་བཞུགས་སོ་༎ ཀ་ལནད་ཀའི་བུ་བཟང་སྦྱིན་ལ་བསླབ་པའི་གནས་བཅས་པས་ལས་དང་པོ་པ་ལ་ཉེས་པ་མེད་པ་ནི་།	T23n1441_003:0582b15_2	24 毘尼摩得勒伽雜事1毘尼摩得勒伽雜事佛住毘耶離猨猴池堂，為迦蘭陀子須提那制戒。
K01D0007B_H0008:428b-15	བདག་གིས་བསླབ་པ་མ་བཅས་པའི་ཚེ་ལན་མང་དུ་མི་ཚངས་པར་སྤྱོད་པ་འཁྲིག་པའི་ཆོས་བྱས་ནས་བདག་གི་ལས་དང་པོ་པ་གང་ཡིན་ཞེས་ཐེ་ཚོམ་དུ་གྱུར་ནས་སེམས་ལ་དོགས་པ་དང་། འགྱོད་པ་རྣམས་སྐྱེས་ཏེ་།	T23n1441_003:0582b15_17	爾時須提那愁憂疑悔，便作是念： 「佛言： 『除前犯戒者無罪。 』我未制戒時作眾多婬，不知何者先作不犯？
K01D0007B_H0008:428b-16	དེས་དེ་ལྟ་བུར་གྱུར་པ་དགེ་སློང་རྣམས་ལ་སྨྲས་ནས་དགེ་སློང་རྣམས་ཀྱིས་བཅོམ་ལྡན་འདས་ལ་གསོལ་བ་དང་། བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ་། དགེ་སློང་དག་།	T23n1441_003:0582b17_17	」諸比丘向佛廣說。 佛語諸比丘：
K01D0007B_H0008:429a-0	དགེ་སློང་རྡོ་རྗེའི་བུ་ཞེས་བྱ་བས་བསླབ་པ་མ་ཕུལ་བསླབ་པ་ཉམས་༄༤༢༩ཨ་༌༎ པ་མ་བཤགས་པར་ཁྱིམ་པར་གྱུར་ཏེ་། དེས་དེ་ན་མི་ཚངས་པར་སྤྱོད་པ་འཁྲིག་པའི་ཆོས་བྱས་ནས་དེ་འདི་སྙམ་དུ་གྱུར་ཏོ་༎	T23n1441_003:0582b20_8	」跋耆子比丘不捨戒、戒羸不出，便變服作婬。 作婬已作是語：
K01D0007B_H0008:429a-3	རེ་ཞིག་དགེ་སློང་རྣམས་ལ་དྲིས་ལ་། དེ་སྟེ་བདག་རབ་ཏུ་འབྱུང་ཞིང་བསྙེན་པར་རྫོགས་པར་རུང་ན་ནི་། རབ་ཏུ་འབྱུང་ངོ་༎	T23n1441_003:0582b21_15	「我當問諸比丘，我若更得出家者，我當出家；
K01D0007B_H0008:429a-6	དེ་སྟེ་མི་རུང་ན་། འདི་ཉིད་ན་འདུག་གོ་།	T23n1441_003:0582b22_3	不得出家者便住。
K01D0007B_H0008:429a-8	སྙམ་དུ་བསམ་ནས་དེས་དེ་ལྟར་གྱུར་པ་ནས་བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པའི་བར་དུ་རྒྱས་པར་བྱ་སྟེ་། དགེ་སློང་དག་། བསླབ་པ་མ་ཕུལ་།	T23n1441_003:0582b23_1	」向諸比丘廣說上事，諸比丘向佛廣說。 佛語諸比丘：
K01D0007B_H0008:429a-11	བསླབ་པ་ཉམས་པ་མ་བཤགས་པར་ཁྱིམ་པའི་དངོས་པོར་གྱུར་ཏེ་མི་ཚངས་པར་སྤྱོད་པ་འཁྲིག་པའི་ཆོས་ལ་བརྟེན་ན་། གང་ཟག་དེ་སླར་ཡང་རབ་ཏུ་འབྱུང་ཞིང་བསྙེན་པར་རྫོགས་པར་མི་རུང་གི་།	T23n1441_003:0582b24_14	「若比丘捨戒、出戒羸已，變服作婬，此人更得出家受具足戒。
K01D0007B_H0008:429a-14	ཡང་དགེ་སློང་གང་བསླབ་པ་མ་ཕུལ་། བསླབ་པ་ཉམས་པ་མ་བཤགས་བཞིན་དུ་མི་ཚངས་པར་སྤྱོད་པ་འཁྲིག་པའི་ཆོས་བྱས་ན་། དགེ་སློང་དེ་ཡང་ཕས་ཕམ་པ་ཡིན་གྱི་།	T23n1441_003:0582b26_13	若有比丘不捨戒、戒羸不出，作婬法，是比丘得波羅夷，不共住。
