src_segmentnr	src_original	tgt_segmentnr	tgt_original
K03psp_5u:1105	 evaṃ yāvad asārā sarvākārajñatā. tat kasya hetoḥ?  tathā hi bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann asāram eva nopalabhate na samanupaśyati,	T03D3807-2:215b-2	དངོས་པོར་མི་ལྟ་ན་ཡང་དག་པ་མ་ཡིན་པའི་དོན་སྙིང་པོ་ཅན་དུ་དམིགས་པ་ལྟ་ག་ལ་ཡོད་དེ་། དེ་བས་ན་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་སྤྱད་པའི་བྱང་ཆུབ་སེམས་དཔའ་ནི་སྙིང་པོ་མེད་པ་ལ་སྤྱོད་པ་ཡིན་ནོ་ཞེས་བྱ་བའི་དོན་ཏོ་༎
K03psp_5u:1107	 kutaḥ punaḥ sāram upalapsyate,  evaṃ yāvad asārāṃ sarvākārajñatāṃ,  kutaḥ punaḥ sāram upalapsyate.  atha khalu saṃbahulānāṃ kāmāvacarāṇāṃ rūpāvacarāṇāñ ca devaputrāṇām etad abhavat:	T03D3807-2:215b-4	དེ་ནས་འདོད་པ་ན་སྤྱོད་པ་དང་། གཟུགས་ཡོད་པ་ན་སྤྱོད་པའི་ལྷའི་བུ་ཤིན་ཏུ་མང་པོ་དག་འདི་སྙམ་དུ་གྱུར་ཏེ་ཞེས་བྱ་བ་ནས་ཆོས་ཀྱི་མཉམ་པ་ཉིད་འདི་མངོན་དུ་མི་བྱེད་པ་དེ་དག་ནི་ཕྱག་བྱ་བར་འོས་པའོ་ཞེས་བྱ་བའི་བར་གྱིས་ནི་དེ་ལྟར་ཆོས་ཐམས་ཅད་སྙིང་པོ་མེད་པར་རྟོགས་ཀྱང་།
K03psp_5u:1112	 ye ceha gambhīrāyāṃ prajñāpāramitāyāṃ yathopadiṣṭāyāṃ caranti,  atra cārthe caranto na ca bhūtakoṭiṃ sākṣātkurvanti,  asākṣātkurvataḥ śrāvakabhūmau vā pratyekabuddhabhūmau vā na tiṣṭheyur,	T03D3807-2:215b-7	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱི་པ་ཟབ་མོ་དམིགས་སུ་མེད་པ་ལ་སྤྱོད་ཀྱང་ཉན་ཐོས་དང་རང་སངས་རྒྱས་ཀྱི་ཡང་དག་པའི་མཐའ་དང་། སྟོང་པ་ཉིད་ཀྱི་ཆོས་ཉིད་མངོན་དུ་མི་བྱེད་པ་དེ་ལྟ་བུ་དཀོན་པས་།
K03psp_5u:1115	 anena bhagavan paryāyeṇa namaskartavyās te bhagavan bodhisattvā mahāsattvā ya imāṃ dharmasamatāṃ na sākṣātkurvanti.	T03D3807-2:215b-8	དེ་ལྟར་སྤྱོད་པའི་བྱང་ཆུབ་སེམས་དཔའ་དེ་དག་ནི་ཕྱག་བྱ་བར་འོས་པའོ་ཞེས་བསྟན་པའོ་༎
K03psp_5u:1116	 atha khalv āyuṣmān subhūtis tān devaputrān etad avocat: nedaṃ (PSP_5:40)	T03D3807-2:215b-9	དེ་ནས་ཚེ་དང་ལྡན་པ་རབ་འབྱོར་གྱིས་ལྷའི་བུ་དེ་དག་ལ་འདི་སྐད་ཅེས་སྨྲས་སོ་ཞེས་བྱ་བ་ནས་གང་ཡོངས་སུ་མྱ་ངན་ལས་བཟླ་བར་བྱ་བའི་སེམས་ཅན་དེ་དག་ཤིན་ཏུ་མི་དམིགས་པ་ནི་དེ་དག་ལ་དེ་བས་དཀའ་སྟེ་ཞེས
K03psp_5u:1118	 yasyāḥ sākṣātkṛtāyāḥ śrāvakabhūmau vā pratyekabuddhabhūmau vā tiṣṭheyuḥ. idaṃ teṣāṃ  devaputrā duṣkaraṃ yad asaṃkhyeyān aprameyān aparimāṇān sattvān parinirvāpayiṣyāma	T03D3807-2:215b-12	ཡང་དག་པའི་མཐའ་མངོན་དུ་མི་བྱེད་པ་དེ་ཙམ་དུ་མི་དཀའ་དེ་བས་ཀྱང་སེམས་ཅན་མང་པོའི་དོན་བྱ་བར་ཡི་དམ་བཅས་ལ་། སེམས་ཅན་དེ་དག་མི་དམིགས་པ་ནི་རབ་ཏུ་དཀའ་སྟེ་།
K03psp_5u:1120	 iti saṃnāhaṃ saṃnahyante,	T03D3807-2:215b-14	དེ་ལྟར་སྤྱོད་པ་ནི་ཕྱག་བྱ་བར་འོས་པའོ་ཞེས་བསྟན་པའོ་༎
K03psp_5u:1121	 te ca sattvā atyantatayā nopalabhyante ye vinayitavyā iti. evañ caranto bodhisattvā mahāsattvāḥ saṃprasthitā anuttarāyāṃ samyaksaṃbodhau sarvasattvān vinayiṣyāma iti,	T03D3807-2:215b-15	དེ་ལྟར་སྤྱོད་པའི་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ནི་སེམས་ཅན་ཐམས་ཅད་གདུལ་བར་བྱའོ་ཞེས་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་ཡང་དག་པར་ཞུགས་པ་ཡིན་ཏེ་ཞེས་བྱ་བ་ནི་སེམས་ཅན་མང་པོའི་དོན་དུ་གོ་སེམས་ཅན་ཡང་མི་དམིགས་པ་དེ་ནི་བདག་གི་༄༢༡༦ཨ་༌་༎ དོན་འབའ་ཞིག་བྱེད་པ་ནི་མ་ཡིན་གྱི་།
K03psp_5u:1122	 ākāśaṃ sa vinayitavyaṃ manyeta yaḥ sattvān vinayitavyān manyeta. tat kasya hetoḥ?	T03D3807-2:216a-2	སེམས་ཅན་གྱི་དོན་གཙོ་བོར་བྱེད་ལ་། དེ་ཡང་མི་དམིགས་པས་དེ་ལྟར་སྤྱོད་པ་ནི་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་ཡང་དག་པར་ཞུགས་པ་ཡིན་ནོ་ཞེས་བསྟན་པའོ་༎ གང་སེམས་ཅན་འདུལ་བར་སེམས་པ་ནི་ནམ་མཁའ་འདུལ་བར་སེམས་པ་དང་འདྲའོ་ཞེས་བྱ་བ་ནས་ནམ་མཁའ་གསོག་པའི་ཕྱིར་སེམས་ཅན་གསོག་ཏུ་ལྟ་བའོ་ཞེས་བྱ་བའི་བར་གྱིས་ནི་སེམས་ཅན་དམིགས་སུ་མེད་པའི་གཏན་ཚིགས་བསྟན་པ་སྟེ་། དོན་དམ་པའི་སེམས་ཅན་དངོས་པོ་མེད་པས་ནམ་མཁའ་དང་འདྲ་སྟེ་། སེམས་ཅན་འདུལ་བ་ནི་ནམ་མཁའ་འདུལ་བ་དང་འདྲའོ་ཞེས་བསྟན་པ་སྟེ་།
K03psp_5u:1123	 ākāśaviviktatayā sattvaviviktatā draṣṭavyā,  ākāśaśūnyatayā sattvaśūnyatā draṣṭavyā,	T03D3807-2:216a-7	དབེན་པ་དང་སྟོང་པ་ཉིད་དང་། སྙིང་པོ་མེད་པ་དང་། གསོག་ཅེས་བྱ་བ་ནི་དངོས་པོ་མེད་པའི་རྣམ་གྲངས་སུ་རིག་པར་བྱའོ་༎
