src_segmentnr	src_original	tgt_segmentnr	tgt_original
XXn693u_001:243	 tatrāvasthāḥ trayaḥ -- hetvavasthā nāma bodhicittāt prabhṛti bodhimaṇḍanivedanaṃ yāvat |	T02D2231:110a-5	དེ་ལ་གནས་སྐབས་ནི་རྣམ་པ་གསུམ་སྟེ་། རྒྱུའི་གནས་སྐབས་དང་། འབྲས་བུའི་གནས་སྐབས་དང་། སེམས་ཅན་གྱི་དོན་བྱེད་པའི་གནས་སྐབས་སོ་༎ དེ་ལ་སློབ་པ་ནི་རྒྱུའི་གནས་སྐབས་སོ་༎ འབྲས་བུའི་གནས་སྐབས་དང་། སེམས་ཅན་གྱི་དོན་བྱེད་པའི་གནས་སྐབས་ནི་དེ་བཞིན་གཤེགས་པའོ་༎ དེ་ལ་ཡང་རྒྱུའི་གནས་སྐབས་ཞེས་༄༡༡༠བ་བྱ་བ་ནི་།
XXn693u_001:245	 sattvārthakriyāvasthā nāma prathamadharmmacakrapravarttanāt prabhṛti āśāsanāntardhānaṃ yāvat |	T02D2231:110b-1	བྱང་ཆུབ་ཀྱི་མཆོག་ཏུ་སེམས་བསྐྱེད་པ་ནས་བཟུང་ནས་བྱང་ཆུབ་ཀྱི་སྙིང་པོ་ལ་གནས་ཀྱི་བར་རོ་༎ འབྲས་བུའི་གནས་སྐབས་ཞེས་བྱ་བ་ནི་། ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཀྱི་ཡེ་ཤེས་བསྐྱེད་པ་དང་། ཉོན་མོངས་པ་ཐམས་ཅད་སྤང་པ་ཡོན་ཏན་ཐོབ་བའི་གནས་སྐབས་སོ་༎ སེམས་ཅན་གྱི་དོན་བྱེད་པའི་གནས་སྐབས་ཞེས་བྱ་བ་ནི་། དང་པོ་ཆོས་ཀྱི་འཁོར་ལོ་བསྐོར་བ་ནས་བཟུང་སྟེ་། བསྟན་པ་མ་ནུབ་ཀྱི་བར་རེ་༎
XXn693u_001:246	 tatra hetvavasthā trividhā;	T02D2231:110b-7	དེ་ལ་རྒྱུའི་གནས་སྐབས་ནི་གསུམ་སྟེ་།
XXn693u_001:247	 āśayāvasthā,  prayogāvasthā,  vasitāvasthā ceti |	T02D2231:110b-8	བསམ་པའི་གནས་སྐབས་དང་། སྦྱོར་བའི་གནས་སྐབས་དང་། དབང་གི་གནས་སྐབས་སོ་༎
XXn693u_001:250	 tatra āśayāvasthā sattvānirmokṣapraṇidhānam |	T02D2231:110b-9	དེ་ལ་བསམ་པའི་གནས་སྐབས་ནི་། སེམས་ཅན་ཐམས་ཅད་ངེས་པར་ཐར་པའི་སྨོན་ལམ་མོ་༎
XXn693u_001:251	 taddheta[va]ścatvāraḥ tadyathā -	T02D2231:110b-11	དེའི་ཉེ་བའི་དཀའ་བ་བཞི་ནི་འདི་ལྟ་སྟེ་།
XXn693u_001:252	 gotra-sanmitrakāruṇya-duḥkhābhīrutvahetavaḥ |	T02D2231:110b-12	གཞན་གྱི་སྡུག་བསྔལ་ཉེ་བར་བསལ་བ་ལ་སོ་སོར་རྟག་པ་དང་། དགོས་པ་ལ་སོ་སོར་རྟོག་པ་དང་། གྲོགས་ལ་སོ་སོར་རྟོག་པ་དང་། ལོངས་སྤྱོད་ལ་སོ་སོར་རྟོག་པའོ་༎ དེའི་རྗེས་སུ་ཚོལ་བ་བཞི་ནི་འདི་ལྟ་སྟེ་།
XXn693u_001:253	 caturbhirpratyayairebhirbodhicittaṃ prajāyate ||	T02D2231:110b-15	རིགས་དང་བཤེས་གཉེན་དམ་པ་དང་སྙིང་རྗེ་དང་སྡུག་བསྔལ་ལ་ཇི་མི་སྙམ་པའི་བཟོད་པ་དང་། རྐྱེན་བཞི་བཞི་རྣམས་ལས་བྱང་ཆུབ་ཀྱི་སེམས་སྐྱེ་བར་འགྱུར་ཏེ་ཞེས་བྱ་བའི་ཚིག་བཅུ་བོ་འདི་དག་གིས་སྟོན་ཏེ་། ལྷག་པར་མོས་པ་སྦྱོར་བས་སྦྱོར་ལམ་ཕ་རོལ་ཏུ་ཕྱིན་པ་བཅུ་དང་། ས་ཐོབ་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བདུན་ནོ་༎
XXn693u_001:255	 daśabhirarthairāśayāvasthā |	T02D2231:110b-18	དེ་ལ་ལྷག་པར་མོས་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བཅུ་ནི་།
XXn693u_001:257	 adhimukticittasya pāramitāḥ sapta |  tatra adhimukticaritasya pāramitā daśa-	T02D2231:110b-20	དེ་དག་ནི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བཅུའོ་༎ ས་ཐོབ་པའི་ཕུན་སུམ་ཚོགས་པ་བཞི་ནི་། བསམ་པ་དང་། སྦྱོར་བ་དང་། ཡོངས་སུ་འཛིན་པ་དང་། སྦྱིན་པ་ཕུན་སུམ་ཚོགས་པ་སྟེ་།
XXn693u_001:259	 dānaṃ śīlaṃ kṣamā vīryyaṃ dhyānaṃ prajñā upāyatā |  praṇidhānaṃ balaṃ jñānaṃ matāḥ pāramitā daśa ||	T02D2231:110b-23	སྦྱིན་པ་དང་། ཚུལ་ཁྲིམས་དང་། བཟོད་པ་དང་། བརྩོན་འགྲུས་དང་། བསམ་གཏན་དང་། ཤེས་རབ་དང་། ཐབས་ཏེ་། དེ་དག་ནི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བདུན་ནོ་༎ ལྷག་པར་མོས་པའི་སྦྱོར་བས་ཕ་རོལ་ཏུ་ཕྱིན་པ་དག་བྱེ་བྲག་༄༡༡༡ཨ་༌་༎
XXn693u_001:262	 adhimukti caryyācaritapāramitābhyo viśiṣyata iti dvividhā prayogāvasthā |	T02D2231:111a-2	རྣམ་པ་གཉིས་པོ་འདི་དག་ནི་སྦྱོར་བའི་གནས་སྐབས་སོ་༎
XXn693u_001:263	 tatra vasitāḥ pañca,	T02D2231:111a-3	དེ་ལ་དབང་ལྔ་ནི་། འདི་ལྟ་སྟེ་།
