src_segmentnr	src_original	tgt_segmentnr	tgt_original
K12D0807_H0764:254b-13	དེ་ནས་མེ་ཏོག་རྗེས་མཐུན་པའོ་༎ དེ་ནས་བདུག་སྤོས་རབ་ཏུ་བསྒྲགས་༎ དེ་ནས་ལྷ་བཤོས་རྗེས་མཐུན་པའོ་༎	T18n0893c_003:0682c07_7	次獻飲食；
K12D0807_H0764:254b-16	མར་མེ་ཐ་མར་རབ་ཏུ་སྦྱར་༎	T18n0893c_003:0682c07_12	次乃燃燈。
K12D0807_H0764:254b-30	ཆོ་ག་ཐམས་ཅད་རྫོགས་པར་འགྱུར་༎	T18n0893c_003:0682c14_3	』後作閼伽以真心故速滿其願。
K12D0807_H0764:254b-31	ཐལ་སྦྱར་མཆོད་ཡོན་བློས་མཆོད་དང་༎ ཆོ་གའི་ཡན་ལག་ཉིད་དང་བཞིའོ་༎ མཆོད་པའི་ཆོ་ག་ཐམས་ཅད་ལ་༎	T18n0893c_003:0682c15_2	「離此之外有四供養，遍通諸部一切處用： 一、謂合掌；
K12D0807_H0764:257a-0	བདག་གི་སྔགས་ལ་༄༢༥༧ཨ་༌༎ འཇིགས་དོགས་ན་༎ བསྲུང་བ་བདག་པོས་བྱ་བར་བཤད་༎ སྒྲུབ་པ་པོ་ནི་བློ་ཅན་གྱིས་༎	T18n0893c_003:0684a11_14	「若真言主現時，持誦人怖者，應用部尊主真言用護自身；
K12D0807_H0764:254b-17	ཁྲོ་བོའི་རྒྱལ་པོས་བསངས་པའི་རྫས་༎ གཙང་ཞིང་ངན་པ་མ་ཡིན་པ་༎ རྗེས་སུ་མཐུན་ཞིང་ཡོན་ཏན་ཅན་༎ བློ་དང་ལྡན་པས་གུས་པས་དབུལ་༎ སོ་སོ་ཡི་ནི་གསང་སྔགས་ཀྱིས་༎	T18n0893c_003:0682c09_9	如其次第用忿怒王真言，此等供物悉令清淨善悅人心，各用本色真言而真言之。
K12D0807_H0764:254b-22	རེ་རེ་ལ་ཡང་མངོན་བསྔགས་ནས་༎ མཆོད་པའི་ཡན་ལག་ཅི་དགར་དབུལ་༎ སོ་སོ་སོ་སོར་མཆོད་ཡོན་དབུལ་༎ ཆེ་གེ་མོ་འདི་བཞེས་ཤིག་ཅེས་༎ རྫས་ཀྱི་མིང་ནས་ཕྱུང་སྟེ་དབུལ་༎	T18n0893c_003:0682c11_3	獻塗香已各列其名，如依前說即奉閼伽，如是花香及飲食等皆亦准此。
K12D0807_H0764:254b-27	མ་འབྱོར་ན་ཡང་གཟུགས་བརྙན་རྣམས་༎ བྱས་ནས་མཆོད་ཡོན་དབུལ་བར་བྱ་༎ གུས་དང་མཆོད་ཡོན་ཕུལ་བ་ཡིས་༎	T18n0893c_003:0682c12_16	若塗香、燒香、花及飲食無可獻者，但誦本色真言及此手印以此獻之，表云： 『供物無可求得，但納真心。
K12D0807_H0764:257a-4	གཉིས་ཀར་རྟག་པར་ལས་རྣམས་ལ་༎ བདག་ཉིད་བསྲུང་བའི་ཆོ་ག་དག་༏གཙང་མས་ལྷག་པར་ལེགས་པར་བྱ་༎	T18n0893c_003:0684a12_13	但作諸事之時常以二真言而護自身，謂：
K12D0807_H0764:257a-8	ལྷ་རྣམས་ཡོངས་སུ་བསྲུང་བའི་ཕྱིར་༎ བདག་ཉིད་བཞིན་དུ་ཀུན་ཏུ་སྤྱད་༎	T18n0893c_003:0684a15_9	或以部心亦護自身而作隨意。
