src_segmentnr	src_original	tgt_segmentnr	tgt_original
T06bsa073_u:376	 na sa kaścitsattvaḥ sattvanikāye saṃvidyate yatra tathāgatajñānaṃ na sakalamanupraviṣṭam /	T10n0291_003:0607c02_11	如來之慧遊入一切，聖智巍巍，靡不周遍一切黎庶終始之界。
T06bsa073_u:377	 api tu saṃjñāgrāhatastathāgatajñānaṃ na prajñāyate /	T10n0291_003:0607c02_16	所以者何？ 若有欲想世尊之慧欲及達者，未之有也。
T06bsa073_u:378	 saṃjñāgrāhavigamāt punaḥ sarvajñajñānaṃ svayaṃbhūjñānamasaṅgataḥ prabhavati /	T10n0291_003:0607c04_19	又，如來慧悉離諸相，自在之慧則遊自然，無所罣礙。
T06bsa073_u:379	 tadyathāpi nāma bho jinaputra trisāhasramahāsahasralokadhātupramāṇaṃ mahāpustaṃ bhavet /	T10n0291_003:0607c05_13	如書一經，其卷大如三千世界；
T06bsa073_u:380	 tasmin khalu punarmahāpuste trisāhasramahāsāhasralokadhātuḥ sakalasamāpta ālikhito bhavet /  mahāpṛthivīpramāṇena mahāpṛthivī /  dvisāhasralokadhātupramāṇena dvisāhasralokadhātuḥ /  sāhasralokadhātupramāṇena sāhasralokadhātuḥ /  cāturdvīpikapramāṇena cāturdvīpikāḥ /  mahāsamudrapramāṇena mahāsamudrāḥ /  jambūdvīpapramāṇena jambūdvīpāḥ /	T10n0291_003:0607c07_8	或有大經而未書成，猶如三千世界之海、或如神圍山、如大神圍、或如普地。
T06bsa073_u:387	 pūrvavidehadvīpapramāṇena pūrvavidehadvīpāḥ /  godāvarīdvīpapramāṇena godāvarīdvīpāḥ /  uttarakurudvīpapramāṇenottarakurudvīpāḥ /  sūmerupramāṇena sumeravaḥ /  (Rgv 23) bhūmyavacaradevavimānapramāṇena bhūmyavacaradevavimānāni /  kāmāvacaradevavimānapramāṇena kāmāvacaradevavimānāni /  rūpāvacaradevavimānapramāṇena rūpāvacaradevavimānāni /	T10n0291_003:0607c10_2	舉要言之，如千世界、或如四域天下之界、或如閻土、或如大海、如須彌山、如大神宮、欲行天舘、如色行天、如無色天。
T06bsa073_u:394	 tacca mahāpustaṃ trisāhasramahāsāhasralokadhātvāyāmavistarapramāṇaṃ bhavet /  tatkhālu punarmahāpustamekasmin paramāṇurajasi prakṣiptaṃ bhavet /  yathā caikaparamāṇurajasi tanmahāpustaṃ prakṣiptaṃ bhavet tathānyeṣu sarvaparamāṇurajaḥsu tatpramāṇānyeva mahāpustānyabhyantarapraviṣṭāni bhaveyuḥ	T10n0291_003:0607c12_8	假集大經，廣長、上下猶如三千大千世界，而有一塵在大經卷，又諸經上各各有塵，悉各周遍在大經裏。
T06bsa073_u:397	 atha kaścideva puruṣa utpadyate paṇḍito nipuṇo vyakto medhāvī tatropagamikayā mīmāṃsayā samanvāgataḥ divyaṃ cāsya cakṣuḥ samantapariśuddhaṃ prabhāsvaraṃ bhavet /  sa divyena cakṣuṣā vyavalokayati /	T10n0291_003:0607c13_14	當爾之時，有一丈夫自然出現，聰明智慧，身試入中。 又有天眼，其眼清淨，普有所見，則以天眼而觀察之：
T06bsa073_u:399	 idaṃ mahāpustamevaṃbhūtamihaiva parītte paramāṇurajasyanitiṣṭhataṃ /  na kasyacidapi sattvasyopakāritbhūtaṃ bhavati /	T10n0291_003:0607c16_10	『今斯經卷如是比像廣大無極，其上則有少少塵耳，於諸眾生無所加益。
T06bsa073_u:401	 tasyaivaṃ syāt /  yannvahaṃ mahāvīryabalasthāmnā etatparamāṇurajo bhittvā etanmahāpustaṃ sarvajagadupajīvyaṃ kuryām /	T10n0291_003:0607c18_4	我身寧可以無極力、大精進勢，裂壞此經、解散大卷，當以饒益一切黎庶。
T06bsa073_u:403	 sa mahāvīryabalasthāma saṃjanayitvā sūkṣmeṇa vajreṇa tatparamāṇurajo bhittvā yathābhiprāyaṃ tanmahāpustaṃ sarvajagadupajīvyaṃ kuryāt /	T10n0291_003:0607c20_3	』適念此已，則時興隆無極之力、精進之勢，輒如所願，取大經卷各自散解以給黎庶。
T06bsa073_u:404	 yathā caikasmāt tathāśeṣebhyaḥ paramāṇubhyastathaiva kuryāt /	T10n0291_003:0607c20_17	如一經卷，眾經之數亦復如是。
T06bsa073_u:405	 evameva bho jinaputra tathāgatajñānamapramāṇajñānaṃ sarvasattvopajīvyajñānaṃ sarvasattvacittasaṃtāneṣu sakalamanupraviṣṭam /  sarvāṇi ca tāni sattvacittasaṃtānānyapi tathāgatajñānapramāṇāni /	T10n0291_003:0607c21_4	若此，仁者！ 如來、至真以無量慧、不可計明，悉入一切眾生江海心之所行，而普曉了群萌志操。 如來之慧不可限量、靡不周達、不可窮極，正覺之智不可計會，觀察一切萌類境界，怪未曾有：
