src_segmentnr	src_original	tgt_segmentnr	tgt_original
T06srabhu_u:101	 idam ucyate saddharmasyāvasthānaṃ /	T06D4036:4b-17	དེ་ནི་དམ་པའི་ཆོས་གནས་པ་ཞེས་བྱའོ་༎
T06srabhu_u:1030	 akuśalaṃ duḥkhodayaṃ duḥkhavipākam āhosvid,	T06D4036:23a-6	སྡུག་བསྔལ་འབྱུང་བ་རྣམ་པར་དག་པ་སྡུག་བསྔལ་པ་ཞིག་ཡིན་ནམ་།
T06srabhu_u:1031	 avyābādhikaṃ me etat kāyakarma ātmanaḥ pareṣāṃ kuśalaṃ sukhodayaṃ sukhavipākaṃ” /	T06D4036:23a-7	འོན་ཏེ་བདག་གི་ལུས་ཀྱི་ལས་འདི་བདག་དང་གཞན་དག་ལ་གནོད་པར་མི་འགྱུར་ཞིང་། དགེ་བས་བདེ་བ་འབྱུང་བ་རྣམ་པར་སྨིན་པ་བདེ་བ་ཞིག་ཡིན་ཞེས་སོ་སོར་རྟོག་པར་བྱེད་དོ་༎
T06srabhu_u:1032	 sacet sa evaṃ pratyavekṣamāṇo jānāti,	T06D4036:23a-9	དེ་དེ་ལྟར་སོ་སོར་རྟོག་པ་ན་། གལ་ཏེ་བདག་གི་ལུས་ཀྱི་ལས་དེ་བདག་དང་གཞན་དག་ལ་གནོད་པར་འགྱུར་ཞིང་།
T06srabhu_u:1033	 “vyābādhikaṃ me etat kāyakarmātmano vā parasya vākuśalaṃ duḥkhodayaṃ,  duḥkhavipākaṃ“,	T06D4036:23a-11	མི་དགེ་བ་སྡུག་བསྔལ་འབྱུང་བ་རྣམ་པར་སྨིན་པ་སྡུག་བསྔལ་བར་ཤེས་ན་།
T06srabhu_u:1035	 sa pratisaṃharati,  tatkarma (Śbh I 90)  na karoti, nānuprayacchati /	T06D4036:23a-12	དེ་ལས་དེ་ཕྱིར་ལྡོག་ཅིང་མི་བྱེད་ལ་རྗེས་སུ་འཇུག་པར་མི་བྱེད་དོ་༎
T06srabhu_u:1038	 sacet punar jānāty avyābādhikaṃ me etat kāyakarma kuśalaṃ pūrvavat,	T06D4036:23a-13	དེ་དེ་ལྟར་སོ་སོར་རྟོག་པ་ན་གལ་ཏེ་བདག་གི་ལུས་ཀྱི་ལས་དེ་གནོད་པར་མི་འགྱུར་ཞིང་དགེ་བ་ཡིན་པར་སྔ་མ་བཞིན་དུ་ཤེས་པར་གྱུར་ན་།
T06srabhu_u:1039	 sa karoti tat kāyena karma na pratisaṃharati,  anuprayacchati /	T06D4036:23a-14	དེ་ལས་དེ་ལུས་ཀྱིས་བྱེད་ཅིང་ཕྱིར་མི་ལྡོག་ལ་རྗེས་སུ་འཇུག་པར་བྱེད་དོ་༎
T06srabhu_u:1041	 yad apy anenātītam adhvānam upādāya kāyena karma kṛtaiḥ bhavati /  tad apy abhīkṣṇaṃ pratyavekṣate /  “kiṃ nu vyābādhikaṃ me etat pūrvavat /	T06D4036:23a-15	དེས་འདས་པའི་དུས་ལ་བརྟེན་ཏེ་ལུས་ཀྱི་ལས་གང་བྱས་པར་གྱུར་པ་དེ་ལས་ཡང་འདི་ལྟར་ཅི་བདག་གིས་ལུས་ཀྱི་ལས་ཀྱི་དེ་གནོད་པར་འགྱུར་བ་ཞིག་གམ་ཞེས་སྔ་མ་བཞིན་དུ་ཡང་དང་ཡང་དུ་སོ་སོར་རྟོག་པར་བྱེད་དོ་༎
T06srabhu_u:1044	 sacet sa evaṃ pratyavekṣmāṇo jānāti vyābādhikaṃ me etat” kāyakarma pūrvavat /  savijñānāṃ sabrahmacāriṇām antike pratideśayati,	T06D4036:23a-16	དེ་དེ་ལྟར་སོ་སོར་རྟོག་པ་ན་གལ་ཏེ་བདག་གི་ལུས་ཀྱི་ལས་དེ་གནོད་པར་གྱུར་པའོ་ཞེས་སྔ་མ་བཞིན་དུ་ཤེས་ན་དེ་ཚངས་པ་མཚུངས་པར་སྤྱོད་པ་མཁས་པ་དག་གི་མདུན་དུ་སོ་སོར་འཆགས་ཤིང་།
T06srabhu_u:1046	 yathādharmaṃ pratikaroti /	T06D4036:23a-17	ཆོས་བཞིན་དུ་ཕྱིར་བྱེད་དོ་༎
T06srabhu_u:1047	 sacet punar evaṃ pratyavekṣamāṇo jānāty avyābādhikaṃ me etat kāyakarma pūrvavat /	T06D4036:23a-18	དེ་དེ་ལྟར་སོ་སོར་རྟོག་པ་ན་། གལ་ཏེ་བདག་གི་ལུས་ཀྱི་ལས་དེ་གནོད་པར་གྱུར་པ་མ་ཡིན་ནོ་ཞེས་སྔ་མ་བཞིན་དུ་ཤེས་ན་།
T06srabhu_u:1048	 sa tenaiva prītiprāmodyenāhorātrānuśikṣī bahulaṃ viharaty,	T06D4036:23a-20	དེ་དགའ་བ་དང་། མཆོག་ཏུ་དགའ་བ་དེ་ཉིད་ཀྱིས་ཉིན་མཚན་དུ་རྗེས་སུ་སློབ་ཅིང་ལན་མང་དུ་གནས་པར་བྱེད་དེ་།
T06srabhu_u:1049	 evam asya tat kāyakarma supratyavekṣitaṃ ca bhavati,  suviśodhitaṃ ca yadutātītānāgatapratyutpanneṣv adhvasu //	T06D4036:23a-21	དེ་ལྟར་ན་དེ་འདི་ལྟ་སྟེ་། འདས་པ་དང་མ་འོངས་པ་དང་། ད་ལྟར་བྱུང་བའི་དུས་རྣམས་སུ་ལུས་ཀྱི་ལས་དེ་ལ་སོ་སོར་རྟོག་༄༢༣བ་ཅིང་ཤིན་ཏུ་སྦྱོང་བར་བྱེད་པ་ཡིན་ནོ་༎
T06srabhu_u:103	 avasthitānāṃ dharmāṇām anupravartanaṃ katamat /	T06D4036:4b-18	གནས་པ་དེ་ཡང་དོན་དམ་པའི་ཆོས་མངན་སུམ་དུ་བྱ་བའི་ཚུལ་གྱིས་ཡིན་པར་རིག་པར་བྱའོ་༎ ཆོས་གནས་པ་རྣམས་རྗེས་སུ་འཇུག་པ་གང་ཞེ་ན་།
T06srabhu_u:1051	 yathā kāyakarmaivaṃ vākkarma veditavyam //	T06D4036:23b-1	ལུས་ཀྱི་ལས་ཇི་ལྟ་བ་བཞིན་དུ་ངག་གི་ལས་ཀྱང་དེ་བཞིན་དུ་རིག་པར་བྱའོ་༎
T06srabhu_u:1052	 atītān saṃskārān pratītyotpadyate manaḥ /  anāgatān, pratyutpannān saṃskārān pratītyotpadyate manaḥ /  tanmano 'bhīkṣṇaṃ pratyavekṣate,  “kiṃ nu vyābādhikaṃ me etan manaḥ” pūrvavat /  yāvan notpādayati,	T06D4036:23b-2	ཡིད་ནི་འདས་པའི་འདུ་བྱེད་ལ་བརྟེན་ཏེ་། སྐྱེ་ཞིང་ཡིད་ནི་མ་འོངས་པ་དང་། ད་ལྟར་བྱུང་བའི་འདུ་བྱེད་ལ་བརྟེན་ཏེ་།
T06srabhu_u:1060	 na pratisaṃharati,  anuprayacchati tanmanaskarma /  evam anena tan manaskarma pratyavekṣitaṃ bhavati,  supariśodhitaṃ,  yadutātītānāgatapratyutpanneṣv adhvasu /	T06D4036:23b-7	འདས་པ་དང་མ་འོངས་པ་དང་ད་ལྟར་བྱུང་བའི་དུས་རྣམས་སུ་ཡིད་ཀྱི་ལས་དེ་ལ་སོ་སོར་རྟོག་ཅིང་།
T06srabhu_u:1066	 atīte 'py adhvany anāgate 'pi pratyutpanne 'pi ye kecic (Śbh I 92)  chramaṇā vā,  brāhmaṇā vā,  kāyakarma,  vākkarma,  manaskarma pratyavekṣya pariśodhya,  pariśodhya,  sarve te evaṃ pratyavekṣya,  pariśodhya ca /	T06D4036:23b-11	ལུས་ཀྱི་ལས་དང་། ངག་གི་ལས་དང་ཡིད་ཀྱི་ལས་ལ་སོ་སོར་བརྟགས་ཤིང་ཡིད་ལ་ཡོངས་སུ་སྦྱངས་ལ་།
T06srabhu_u:1076	 yathoktaṃ bhagavatāyusmantaṃ rāhulam ārabhya /	T06D4036:23b-13	བཅོམ་ལྡན་འདས་ཀྱིས་ཀྱང་ཚེ་དང་ལྡན་པ་སྒྲ་གཅན་ཟིན་ལས་བརྩམས་ཏེ་།
T06srabhu_u:1077	 kāyakarmātha vākkarma,  manaskarma ca rāhula /  abhīkṣṇaṃ pratyavekṣasva,  smaran buddhānuśāsanam //	T06D4036:23b-14	སངས་རྒྱས་བསྟན་པ་དྲན་བྱེད་ན་༎ ལུས་ལས་དེ་བཞིན་ངག་ལས་དང་༎ ཡིད་ཀྱི་ལས་ལ་ཡང་ཡང་དུ་༎ སོ་སོར་རྟོགས་ཤིག་སྒྲ་གཅན་ཟིན་༎ དེ་ལ་ཁྱོད་ནི་སློབ་བྱེད་ན་༎ ལེགས་པ་སྡིག་མེད་ཁོ་ན་སྟེ་༎
T06srabhu_u:1081	 etac chrāmaṇakaṃ karma,	T06D4036:23b-19	དེ་ནི་དགེ་སྦྱོང་ལས་ཡིན་ཏེ་།
T06srabhu_u:104	 yat ta evādhigantāraḥ saddharmasya saddharmasākṣātkriyāyai bhavyāṃ pratibalatāṃ janānāṃ viditvā yathādhigatām evānulomikīm avavādānuśāsanīm anupravartayanti /	T06D4036:4b-20	དམ་པའི་ཆོས་རྟོགས་པ་གང་ཡིན་པ་དེ་ཉིད་ཀྱིས་སྐྱེ་བོ་རྣམས་ལ་དམ་པའི་ཆོས་མངོན་སུམ་དུ་བྱ་བའི་སྐལ་བ་དང་མཐུ་ཡོད་པར་རིག་ག་ནས་། ཇི་ལྟར་རྟོགས་པ་ཁོ་ན་དང་རྗེས་སུ་མཐུན་༄༥ཨ་༌་༎ པས་གདམས་ཤིང་རྗེས་སུ་བསྟན་པ་ལ་རྗེས་སུ་འཇུག་པར་བྱེད་པ་ཡིན་ཏེ་།
T06srabhu_u:1082	 atra śikṣasva rāhula /	T06D4036:23b-20	འདི་ལ་སློབས་ཤིག་སྒྲ་གཅན་ཟིན་༎
T06srabhu_u:1083	 atra te śikṣamāṇasya,  śreya eva na pāpakam //  tatra yad evaṃ vicinoti “tat kāyakarma,  vākkarma,  manaskarma kiṃ vyābādhikaṃ me” iti vistareṇa pūrvavad,  iyaṃ pratyavekṣaṇā,	T06D4036:23b-22	དེ་ལ་དེ་ལྟར་ཅི་བདག་གི་ལུས་ཀྱི་ལས་དང་། ངག་གི་ལས་དང་། ཡིད་ཀྱི་ལས་འདི་གནོད་པར་འགྱུར་བ་ཞིག་ཡིན་ནམ་ཞེས་སྔ་མ་བཞིན་དུ་རྒྱས་པར་རྣམ་པར་འབྱེད་པ་གང་ཡིན་པ་དེ་ནི་སོ་སོར་རྟོག་པ་ཡིན་ནོ་༎
T06srabhu_u:1089	 yat punar ekatyaṃ pratisaṃharati pratideśayaty ekatyam anuprayacchati /  tenaiva prītiprāmodyenāhorātrānuśikṣī bahulaṃ viharatīyam ucyate pariśodhanā //	T06D4036:23b-23	ལ་ལ་ལས་ཕྱིར་ལྡོག་ཅིང་སོ་སོར་འཆགས་པར་བྱེད་པ་དང་། ལ་ལའི་རྗེས་སུ་འཇུག་ཅིང་དགའ་བ་དང་། མཆོག་ཏུ་དགའ་བ་དེ་ཉིད་ཀྱིས་ཉིན་མཚན་དུ་རྗེས་སུ་སློབ་ཅིང་།
T06srabhu_u:1091	 tatraivaṃ pariśuddhasya śīlasaṃvarasya daśānuśaṃsā veditavyāḥ /	T06D4036:23b-24	ལན་མང་དུ་གནས་པར་བྱེད་པ་གང་ཡིན་པ་དེ་ནི་ཡོངས་སུ་སྤྱོད་པ་ཞེས་བྱའོ་༎ ༄༢༤ཨ་༌་༎ དེ་ལ་དེ་ལྟར་ཚུལ་ཁྲིམས་ཀྱི་སྡོམ་པ་ཡོངས་སུ་དག་པ་ལ་ཕན་ཡོན་བཅུ་ཡོད་པར་རིག་པར་བྱ་སྟེ་།
T06srabhu_u:1092	 katame daśa //	T06D4036:24a-1	བཅུ་གང་ཞེ་ན་།
T06srabhu_u:1093	 iha śīlavān puruṣapudgalaḥ śīlaviśuddhim ātmanaḥ pratyavekṣamāṇo 'vipratisāraṃ protilabhate /	T06D4036:24a-2	འདི་ལ་སྐྱེས་བུ་གང་དག་ཚུལ་ཁྲིམས་དང་ལྡན་པ་ནི་། བདག་ཉིད་ཀྱི་ཚུལ་ཁྲིམས་རྣམ་པར་དག་པ་ལ་སོ་སོར་རྟོག་པ་ན་འགྱོད་པ་མེད་པ་ཐོབ་པར་འགྱུར་རོ་༎
T06srabhu_u:105	 idam ucyate 'vasthitānāṃ dharmāṇām anupravartanam //	T06D4036:5a-2	དེ་ནི་ཆོས་གནས་པ་སྣ་ཚོགས་རྗེས་སུ་འཇུག་པ་ཞེས་བྱའོ་༎
T06srabhu_u:1094	 avipratisāriṇaḥ prāmodyaṃ pramuditacittasya prītir jāyate /	T06D4036:24a-4	འགྱོད་པ་མེད་ན་མཆོག་ཏུ་དགའ་བར་འགྱུར་རོ་༎ སེམས་མཆོག་ཏུ་དགའ་བ་ལ་དགའ་བ་སྐྱེའོ་༎ ཡིད་དགའ་བས་ལུས་ཤིན་ཏུ་སྦྱངས་བར་འགྱུར་རོ་༎
T06srabhu_u:1095	 prītamanasaḥ kāyaḥ praśrabhyate /  sa praśrabdhakāyaḥ sukhaṃ vedayate /	T06D4036:24a-7	ལུས་ཤིན་ཏུ་སྦྱངས་བས་བདེ་བ་མྱོང་བར་བྱེད་དོ་༎
T06srabhu_u:106	 parataḥ pratyanukampā katamā /	T06D4036:5a-3	གཞན་གྱི་ཕྱིར་རྗེས་སུ་སྙིང་བརྩེ་བར་བྱེད་པ་གང་ཞེ་ན་།
T06srabhu_u:1097	 sukhitasya cittaṃ samādhīyate samāhitacitto yathābhūtaṃ prajānāti /  yathābhūtaṃ paśyati /	T06D4036:24a-8	བདེ་བར་གྱུར་པའི་སེམས་མཉམ་པར་འཇོག་གོ་༎ སེམས་མཉམ་པར་གཞག་ན་ཡང་དག་པ་ཇི་ལྟ་བ་བཞིན་དུ་རབ་ཏུ་ཤེས་སོ་༎
T06srabhu_u:1099	 yathābhūtaṃ jānan paśyan nirvidyate nirviṇṇo virajyate,	T06D4036:24a-10	ཡང་དག་པ་ཇི་ལྟ་བ་བཞིན་དུ་རབ་ཏུ་མཐོང་ངོ་༎ ཡང་དག་པ་ཇི་ལྟ་བ་བཞིན་དུ་རབ་ཏུ་ཤེས་༎ ཡང་དག་པ་ཇི་ལྟ་བ་བཞིན་རབ་ཏུ་མཐོང་ན་སྐྱོ་བར་འགྱུར་རོ་༎ སྐྱོ་ན་འདོད་ཆགས་དང་བྲལ་བར་འགྱུར་རོ༎
T06srabhu_u:107	 para ucyante dāyakadānapatayah te yāni tasyānulomikāni jīvitopakaraṇāni taiḥ pratyanukampante, yaduta (Śbh I 16)  cīvarapiṇḍapātaśayanāsanaglānapratyayabhaiṣajyapariṣkārair,	T06D4036:5a-4	གཞན་ཞེས་བྱ་བ་ནི་སྦྱིན་པ་པོ་དང་སྦྱིན་བདག་རྣམས་ཏེ་། དེ་དག་གིས་འཚོ་བའི་ཡོ་བྱད་རྐྱེན་དུ་བབས་པ་འདི་ལྟ་སྟེ་། ཆོས་གོས་དང་། བསོད་སྙོམས་དང་། མལ་ཆ་དང་། སྟན་དང་། ནད་ཀྱི་གསོས་སྨན་དང་། ཡོ་བྱད་གང་ཡང་རུང་བ་དེ་དག་གི་ཕྱིར་རྗེ་སུ་སྙིང་བརྩེ་བར་བྱེད་པ་ཡིན་ཏེ་།
T06srabhu_u:1100	 virakto vimucyate,	T06D4036:24a-14	འདོད་ཆགས་དང་བྲལ་ན་རྣམ་པར་གྲོལ་བར་འགྱུར་རོ་༎
