src_segmentnr	src_original	tgt_segmentnr	tgt_original
T04sanss12u:428	 tatra pratītyasamutpādaḥ śālistambasūtre 'bhihitaḥ /  tatrâdhyātmikasya pratītyasamu-  [ Bendall ed p220 ---> ]  tpādasya	T04D3860:185b-5	དེ་ལ་ནང་གི་རྟེན་ཅིང་འབྲེལ་བར་འབྱུང་བ་རྒྱུ་དང་འབྲེལ་བར་འབྱུང་བ་གང་ཞེ་ན་། གང་འདི་མ་རིག་པའི་རྐྱེན་གྱིས་འདུ་བྱེད་རྣམས་།
T04sanss12u:435	 avidyā cen nâbhaviṣyan nâiva saṃskārāḥ prājñāsyanta /	T04D3860:185b-17	གལ་ཏེ་མ་རིག་པ་མ་བྱུང་ན་འདུ་བྱེད་རྣམས་ཀྱང་མི་མངོན་པ་ཞིག་གོ་༎
T04sanss12u:436	 evaṃ yāvad yadi jātir nâbhaviṣyan na jarāmaraṇaṃ prājñāsyata /	T04D3860:185b-18	དེ་བཞིན་དུ་སྐྱེ་བ་མ་བྱུང་དུ་ཟིན་ན་རྒ་ཤིའི་བར་དུ་མི་མངོན་པ་ཞིག་ན་།
T04sanss12u:437	 atha satyām avidyāyāṃ saṃskārāṇām abhinirvṛttir bhavati /	T04D3860:185b-19	འོན་ཀྱང་མ་རིག་པ་ཡོད་པ་ལས་འདུ་བྱེད་རྣམས་མངོན་པར་འགྲུབ་པར་འགྱུར་བ་ནས་།
T04sanss12u:438	 evaṃ yāvaj jātyāṃ satyāṃ jarāmaraṇasyâbhinirvṛttir bhavati /	T04D3860:185b-20	དེ་བཞིན་དུ་སྐྱེ་བ་ཡོད་པ་ལས་རྒ་ཤིའི་བར་དུ་མངོན་པར་འགྲུབ་པར་འགྱུར་རོ་༎
T04sanss12u:439	 tatrâvidyāyā nâivaṃ bhavati /  ahaṃ saṃskārān abhinirvartayāmîti /	T04D3860:185b-21	དེ་ལ་ཡང་མ་རིག་པ་ཡང་འདི་སྙམ་དུ་བདག་གིས་འདུ་བྱེད་རྣམས་མངོན་པར་སྒྲུབ་པོ་སྙམ་དུ་མི་སེམས་སོ་༎
T04sanss12u:441	 saṃskārāṇām apy evaṃ na bhavati /  vayam avidyayâbhinirvṛttêti /  evaṃ yāvaj jātyā nâivaṃ bhavati /  ahaṃ jarāmaraṇam abhinirvartayāmîti /	T04D3860:185b-22	འདུ་བྱེད་རྣམས་ཀྱང་འདི་སྙམ་དུ་བདག་ཅག་ནི་མ་རིག་པས་མངོན་པར་སྒྲུབ་པོ་སྙམ་དུ་མི་སེམས་པ་ནས་དེ་བཞིན་དུ་སྐྱེ་བ་ཡང་འདི་སྙམ་དུ་བདག་གིས་རྒ་ཤི་མངོན་པར་སྒྲུབ་པོ་སྙམ་དུ་མི་སེམས་ཤིང་།
T04sanss12u:445	 jarāmaraṇasyâpi nâivaṃ bhavati /  ahaṃ jātyā nirvṛttêti /	T04D3860:185b-23	རྒ་ཤི་ཡང་འདི་སྙམ་དུ་བདག་ནི་སྐྱེ་བས་མངོན་པར་བསྒྲུབས་སོ་སྙམ་དུ་མི་སེམས་པའི་བར་དུ་སྟེ་།
T04sanss12u:447	 atha ca satyām avidyāyāṃ saṃskārāṇām abhinirvṛttir bhavati prādurbhāvaḥ /	T04D3860:185b-24	འོན་ཀྱང་མ་རིག་པ་ཡོད་པ་ལས་འདུ་བྱེད་རྣམས་མངོན་པར་སྒྲུབ་པའི་འབྱུང་བར་འགྱུར་བ་ནས་།
T04sanss12u:448	 evaṃ yāvaj jātyāṃ satyāṃ jarāmaraṇasyâbhinirvṛttir bhavati prādurbhāvaḥ //	T04D3860:185b-25	དེ་བཞིན་དུ་སྐྱེ་བ་ཡོད་པ་ལས་རྒ་ཤིའི་བར་དུ་མངོན་པར་སྒྲུབ་ཅིང་འབྱུང་བར་འགྱུར་ཏེ་།
T04sanss12u:449	 evam ādhyātmikasya pratītyasamutpādasya hetûpanibandho draṣṭavyaḥ //	T04D3860:185b-26	དེ་ལྟར་ན་ནང་གི་རྟེན་ཅིང་འབྲེལ་བར་འབྱུང་བ་རྒྱུ་དང་འབྲེལ་བར་བལྟའོ་༎
T04sanss12u:450	 katham ādhyātmikasya pratītyasamutpādasya pratyayôpanibandho draṣṭavyêti /	T04D3860:186a-0	ནང་གི་རྟེན་ཅིང་འབྲེལ་བར་འབྱུང་བ་རྐྱེན་དང་༄༡༨༦ཨ་༌་༎ འབྲེལ་བར་ཇི་ལྟར་བ་ལྟ་ཞེ་ན་།
