src_segmentnr	src_original	tgt_segmentnr	tgt_original
T17O2MS163914CZ189790:10	brgyan/_/sku la mgo bo'i do shal can/_/phyag rgya drug gis rnam par brgyan/_/	K12D0369_H0385:254a-16	སྐུ་ལ་མགོ་བོའི་དོ་ཤལ་ཅན་༎ ཕྱག་རྒྱ་དྲུག་གིས་རྣམ་པར་བརྒྱན་༎
T17O2MS163914CZ189790:11	stag gi lpags pa gos su bsnams/_/phag mo yis ni sku la brgyan/_/zhal	K12D0369_H0385:254a-18	སྟག་གི་པགས་པ་གོས་སུ་མནབས་༎ ཕག་མོ་ཡིས་ནི་སྐུ་ལ་བརྒྱན་༎
T17O2MS163914CZ189790:12	gcig pa la bzhengs pa ste/_/g.yas pa ser la dud pa'i mdog_/g.yon pa	K12D0369_H0385:254a-20	ཞབས་གཅིག་པ་ནི་བཞེངས་པ་སྟེ་༎ ག-ཡས་པ་སེར་ལ་དུད་པའི་མདོག་། ག-ཡོན་པ་དམར་ལ་ལྗང་གུ་འོ་༎
T17O2MS163914CZ189790:14	dmar la ljang khu'o/_/steng gi zhal ni stag gdong ste/_/dkar zhing sprin mdog	K12D0369_H0385:254a-23	སྟེང་གི་ཞལ་ནི་རྟ་གདོང་སྟེ་༎ དཀར་ཞིང་སྤྲིན་མདོག་དྲག་ཅིང་འཛིགས་༎
T17O2MS163914CZ189790:15	drag cing 'jigs/_/rdo rje dril bu mnyam par ldan/_/lha mo'i mchu ni 'tshhir	K12D0369_H0385:254a-25	རྡོ་རྗེ་དྲིལ་བུ་མཉམ་པར་ལྡན་༎ ལྷ་མོ་མཆུ་ནི་འཚིར་བ་སྟེ་༎
T17O2MS163914CZ189790:16	ba ste/_/rgyal ba'i lpags pa gos su gon/_/da ki ma yi rigs 'dzin zhing /_/	K12D0369_H0385:254a-27	རྒྱལ་བའི་པགས་པ་གོས་སུ་མན་བས་༎ མཁའ་འགྲོ་མ་ཡི་རིགས་འཛིན་ཅིང་༎
T17O2MS163914CZ189790:17	thod pa dang ni kha tam 'dzin/_/rdo rje mtshhan gyis brgyan pa ste/_/zhags pa lcags kyu phyag na bsnams/_/cang te'u dang ni mgo bo 'dzin/_/gri gug	K12D0369_H0385:254a-29	ཐོད་པ་དང་ནི་ཁ་ཏབ༹འམ་འཛིན་༎ རྡོ་རྗེ་མཚན་གྱིས་བརྒྱན་པ་སྟེ་༎ ཞགས་པ་༄༢༥༤བ་ལྕགས་ཀྱུ་ཕྱག་ན་བསྣམས་༎ ཅང་ཏེའུ་དང་ནི་མགོ་བོ་འཛིན་༎
T17O2MS163914CZ189790:19	zhags pa de bzhin te/_/phyag ni bcu gnyis dag tu bshad/_/dkyil 'khor	K12D0369_H0385:254b-2	གྲི་གུག་ཞགས་པ་དེ་བཞིན་ཏེ་༎ ཕྱག་ནི་བཅུ་གཉིས་དག་ཏུ་བཤད་༎
T17O2MS163914CZ189790:20	dag ni thams cad kyang /_/zhabs gcig tu ni rnam par bsgom/_/glang po	K12D0369_H0385:254b-4	དཀྱིལ་འཁོར་དག་ནི་ཐམས་ཅད་ཀྱང་༎ ཞབས་གཅིག་ཏུ་ནི་རྣམ་པར་བསྒོམ་༎
T17O2MS163914CZ189790:21	be'u'i gdong dang ni/_/seng ge'i gdong yang de bzhin te/_/dang po khyi yi	K12D0369_H0385:254b-6	གླང་པོའི་གདོང་དང་བྱི་འུའི་གདོང་༎ སེངྒེའི་གདོང་ཡང་དེ་བཞིན་ཏེ་༎ དང་པོ་ཁྱི་ཡི་གདོང་ཡིན་ཏེ་༎
