src_segmentnr	src_original	tgt_segmentnr	tgt_original
GSP33brsvbh2u:1957	 sa punardvividho--bāhya ādhyātmikaśca /  tatra bāhyasya pratītyasamutpādasya hetūpanibandhaḥ--yadidaṃ bījādaṅkuro 'ṅkurātpatraṃ patrātkāṇḍaṃ kāṇḍānnālo nālādgarbho garbhācchūkaḥ śūkātpuṣpaṃ puṣpātphalamiti /	T24n1482_001:0958a21_15	其外因緣從因義。 何者？ 一切過去未來諸佛種智，同說如是，以從種生芽、從芽生葉、從葉生節、從節生莖、從莖生幹、從幹生枝、從枝生蕚、從蕚生花、從花生子。
GSP33brsvbh2u:1959	 asati bīje 'ṅkuro na bhavati,  yāvadasati puṣpe phalaṃ na bhavati /	T24n1482_001:0958a25_13	若無子則不生芽，如是無花則不生子。
GSP33brsvbh2u:1961	 sati tu bīje 'ṅkuro bhavati,  yāvat puṣpe sati phalamiti /	T24n1482_001:0958a26_10	有子故得生芽，如是有花故得生子。
GSP33brsvbh2u:1963	 tatra bījasya naivaṃ bhavati jñānamahamaṅkuraṃ nirvartayāmīti /  aṅkurasyāpi naivaṃ bhavati jñānamahaṃ bījena nirvartita iti /  evaṃ yāvatpuṣpasya naivaṃ bhavatyahaṃ phalaṃ nirvartayāmīti /  evaṃ phalasyāpi naivaṃ bhavatyahaṃ puṣpeṇābhinirvartitamiti /	T24n1482_001:0958a28_2	如此，子亦不言我能生芽、芽亦不言我能自生，如是一切法如理而安。
GSP33brsvbh2u:1967	 tasmādasatyapi caitanye bījādīnāmasatyapi cānyasminnadhiṣṭhātari kāryakāraṇabhāvaniyamo dṛśyate /  ukto hetūpanibandhaḥ /	T24n1482_001:0958a29_4	以是義故，外因緣從因義，應如是觀，此是觀因義。
GSP33brsvbh2u:1973	 samavāya iti yāvat /  vāyudhāturbījamabhinirharati yato 'ṅkuro bījānnirgacchati,	T24n1482_001:0958b02_1	水性者，能潤種子。 火性者，能熟種子。 風性者，能增長種子。
GSP33brsvbh2u:1979	 ākāśadhāturbījasyānāvaraṇakṛtyaṃ karoti,	T24n1482_001:0958b03_10	空性者，能為種子作無礙。
GSP33brsvbh2u:1980	 ṛturapi bījasya pariṇāmaṃ karoti,	T24n1482_001:0958b06_16	若離此緣則種子不生，如地性能受種子、水性能潤種子、火性能熟種子、風性能增長種子、空性能無礙種子，賴時節故種子增長，種子增長故生芽。 其地性者亦不言我能受種子、水性者亦不言我能潤種子、火性者亦不言我能熟種子、空性者亦不言我能為種子作無礙、種子亦不念言我藉此等緣能得增長。 若離此緣，種子則不能生芽。 其此芽亦非自作、亦非共作、亦非自在天作、亦非無因生，皆從地水火風空種子時節故生芽。 此外因緣應作五事觀察：
GSP33brsvbh2u:1983	 yāvadṛtornaivaṃ bhavatyahaṃ bījasya pariṇāmaṃ  karomīti /  aṅkurasyāpi naivaṃ bhavatyahamebhiḥ pratyayairnirvartita iti /	T24n1482_001:0958b19_16	是亦不然。 如是從花故生子，應如理安。
GSP33brsvbh2u:1986	 tathādhyātmikaḥ pratītyasamutpādo dvābhyāṃ kāraṇābhyāṃ bhavati hetūpanibandhataḥ pratyayopanibandhataśca /	T24n1482_001:0958b21_1	如是外因緣，應二種觀察。 如是內因緣義，亦應二種觀察：
GSP33brsvbh2u:1987	 tatrāsya hetūpanibandho yadidamavidyāpratyayāḥ saṃskārā yāvajjātipratyayaṃ jarāmaraṇādīti avidyā cennābhaviṣyannaiva saṃskārā ajaniṣyanta /	T24n1482_001:0958b22_3	一從因、二從緣。 其內緣從因義何也？ 所言無明緣行、行緣識、識緣名色、名色緣六入、六入緣觸、觸緣受、受緣愛、愛緣取、取緣有、有緣生、生緣老死憂悲苦惱，次第增長。
GSP33brsvbh2u:1989	 jātiścennābhaviṣyannaiva jarāmaraṇādaya utpatsyanta /	T24n1482_001:0958b29_2	若無無明則不生行，若無生則無老死，如是有無明故有行增長，如是有生故有老死增長。
GSP33brsvbh2u:1990	 tatrāvidyāyā naivaṃ bhavatyahaṃ saṃskārānabhinirvartayāmīti /  saṃskārāṇāmapi naivaṃ bhavati vayamavidyayā nirvartitā iti /	T24n1482_001:0958c02_12	其無明亦不念言我能造行、行亦不念言我為無明所造，乃至生亦不言我能造老死、老死亦不言我為生所造。
