src_segmentnr	src_original	tgt_segmentnr	tgt_original
K14sf259_sc:160	Wal_4.7 atha mārasya pāpīyasa etad abhavat parinirvāsyate śramaṇo gautama iti viditvā duḥkhī durmanā vipratisārī tatraivāṁtarhitaḥ / Section 5	T03n0191_007:0952a25_13	」時彼天魔聞佛語已，知不涅槃，心生懊惱，於是天魔慚恥而退。
K14sf259_sc:162	Wal_5.1 atha śakro devendro bhagavato vātābādhikaṁ glānyam utpannaṁ viditvā yasyā jaṁbvā nāmnā jaṁbudvīpaś ca prajñāyate tasyā nātidūre mahad dharītakīvanaṁ tato harītakīr varṇagandharasopetā ādāya yena bhagavāṁs tenopajagāma / upetya bhagavatpādau śirasā	T03n0191_007:0952a28_6	爾時帝釋天主遙知世尊體發風病，自天而下至贍部洲，去菩提樹不近不遠，有大訶梨勒林於中而住； 於此林中取得上好訶梨勒已，疾往佛所。
K14sf259_sc:165	vanditvaikānte asthād / Wal_5.2 ekāntasthitaḥ śakro devendro bhagavantam idam avocat / ihāhaṁ bhadaṁta bhagavato	T03n0191_007:0952b01_11	到佛所已，頭面著地，禮世尊足，禮已瞻仰住立一面，白言：
K14sf259_sc:167	vātābādhikaṁ glānyam utpannaṁ viditvā yasyā jambvā nāmnā jambudvīpaḥ prajñāyate tasyā nātidūre mahad dharītakīvanaṁ tato mayā harītakyo varṇagandharasopetā ānītās tā bhagavān	T03n0191_007:0952b01_15	「世尊！ 我知聖體小有風病，此贍部洲有訶梨勒，色妙馨香，可療斯恙，我今持來奉上世尊，唯願大慈納受而食。
K14sf259_sc:169	paribhuṅktāṁ tā bhagavatā paribhuktā vātaṁ cānulomayiṣyanti vātābādhikaṁ ca glānyaṁ praśamayiṣyanti / Wal_5.3 tā bhagavān paribhuktavāṁ bhagavatā paribhuktā vātaṁ cānulomayanti vātābādhikaṁ ca glānyaṁ praśamayanti tena bhagavataḥ kṣamaṇīyataraṁ cābhūd yāpanīyataraṁ ca /	T03n0191_007:0952b04_21	」世尊受已尋便服食，風病即除，體安如故。
K14sf259_sc:193	Section 7 Wal_7.1 atha bhagavān yathābhiramyaṁ mucalindasya nāgarājasya bhavane viḥrtya yena bodhimūlaṁ tenopajagāma / Wal_7.2 upetya prajñapta eva tṛṇasaṁstarake niṣaṇṇaḥ paryaṁkam ābhujya ṛjuṁ kāyaṁ praṇidhāya pratimukho smṛtim upasthāpya saptāham ekaparyaṁkenātināmayati idam evaṁ dvādaśāṅgaṁ pratītyasamutpādam anulomaṁ pratilomaṁ vyavalokayan /	T03n0191_007:0952b23_13	」爾時世尊說是伽陀答龍王已，即離彼處還來菩提樹下，結跏趺坐經七晝夜，入定觀察十二緣生，云何根本而因得生？ 所謂：
K14sf259_sc:198	Wal_7.3 yad utāsmin satīdaṁ bhavaty asyotpādād idam utpadyate yad utāvidyāpratyayāḥ saṁskārāḥ saṁskārapratyayaṁ vijñānaṁ vijñānapratyayaṁ nāmarūpam nāmarūpapratyayaṁ ṣaḍāyatanaṁ ṣaḍāyatanapratyayaḥ sparśaḥ sparśapratyayā vedanā vedanāpratyayā tṛṣṇā tṛṣṇāpratyayam upadānam upādānapratyayo bhavo bhavapratyayā jātir jātipratyayā jarāmaraṇaśokaparidevaduḥkhadaurmanasyopāyāsāḥ	T03n0191_007:0952b26_12	因於無明乃緣於行，行緣識，識緣名色，名色緣六入，六入緣觸，觸緣受，受緣愛，愛緣取，取緣有，有緣生，生緣老死憂悲苦惱；
K14sf259_sc:202	saṁbhavaṁty evam asya kevalasya mahato duḥkhaskandhasya samudayo bhavati /	T03n0191_007:0952b27_6	由如是因，得一大苦蘊集如是。
K14sf259_sc:204	saṁskāranirodhaḥ saṁskāranirodhād vijñānanirodho vijñānanirodhān nāmarūpanirodho nāmarūpanirodhāt ṣaḍāyatananirodhaḥ ṣaḍāyatananirodhāt sparśanirodhaḥ sparśanirodhād vedanānirodho vedanānirodhāt tṛṣṇānirodhas tṛṣṇānirodhād upādānanirodha upādānanirodhād bhavanirodho bhavanirodhāj jātinirodho jātinirodhāj jarāmaraṇaśokaparidevaduḥkhadaurmanasyopāyāsā	T03n0191_007:0952c02_15	無明滅即行滅，行滅即識滅，識滅即名色滅，名色滅即六入滅，六入滅即觸滅，觸滅即受滅，受滅即愛滅，愛滅即取滅，取滅即有滅，有滅即生滅，生滅即老死憂悲苦惱滅；
K14sf259_sc:208	nirudhyante evam asya kevalasya mahato duḥkhaskandhasya nirodho bhavati /	T03n0191_007:0952c03_9	解如是滅，則得一大苦蘊滅。
