src_segmentnr	src_original	tgt_segmentnr	tgt_original
T03D3808:271b-14	འདུས་མ་བྱས་པའི་ཕྱིར་སྐྱེ་བ་མེད་པའོ་༎ སྐྱེ་བ་མེད་པའི་ཕྱིར་འགག་པ་མེད་པའོ་༎ རང་བཞིན་གྱིས་དབེན་པའི་ཕྱིར་ཀུན་ནས་ཉོན་མོངས་པ་མེད་པའོ་༎	T07n0220c_444:0383c16_19	有為法、無為法無生無滅、無染無淨，以畢竟空、無際空故。
T03D3808:271b-20	བཅོམ་ལྡན་འདས་གལ་ཏེ་ཀུན་རྫོབ་ཀྱི་བདེན་པ་ཉེ་བར་བཟུང་སྟེ་འབྲས་བུ་རྣམ་པར་དགོད་པ་མཆིས་ཀྱི་ཞེས་བྱ་བ་ལ་སོགས་པས་འདི་སྐད་ཞུས་ཏེ་། གལ་ཏེ་ཡང་དག་པ་མ་ཡིན་པར་འབྲས་༄༢༧༢ཨ་༌་༎ བྱིས་པ་སོ་སོའི་སྐྱེ་བོ་ལ་སོགས་པ་ཡང་རྒྱུན་དུ་ཞུགས་པའི་འབྲས་བུ་ལ་སོགས་པར་ཅིའི་ཕྱིར་རྣམ་པར་མི་དགོད་ཅེས་བྱའོ་༎	T07n0220c_444:0383c20_3	「若依世俗，施設因果分位差別，不依勝義，則應一切愚夫異生亦有預流、一來、不還、阿羅漢果、獨覺菩提及佛無上正等菩提。
T03D3808:272a-11	གནས་བརྟན་རབ་འབྱོར་གྱིས་།	T07n0220c_444:0383c27_14	」具壽善現復白佛言：
T03D3808:272a-12	བཅོམ་ལྡན་འདས་ཅི་ལགས་ལམ་ལ་བསྒོམས་པས་འབྲས་བུ་འབྱུང་བར་འགྱུར་རམ་ཞེས་བྱ་བ་ལ་སོགས་པས་ཅི་ལམ་བསྒོམས་པའི་རྒྱུས་འབྲས་བུ་འབྱུང་བར་འགྱུར་རམ་།	T07n0220c_444:0383c28_3	「若修聖道，得聖果不？ 」佛言：
T03D3808:272a-13	འབྲས་བུ་ཐོབ་པར་འགྱུར་རམ་ཞེས་དེ་སྐད་ཞུས་ཏེ་། དེ་ལྟར་གྱུར་ན་དེ་ཡང་དོན་དམ་པ་ཉིད་དུ་འགྱུར་རོ་ཞེས་བྱའོ་༎	T07n0220c_444:0383c28_11	「不也！ 」具壽善現復白佛言： 「不修聖道，得聖果不？
T03D3808:272a-15	དེ་ནས་བཅོམ་ལྡན་འདས་ཀྱིས་།	T07n0220c_444:0383c29_11	」佛言：
T03D3808:272a-16	རབ་འབྱོར་དེ་ནི་མ་ཡིན་ཏེ་།	T07n0220c_444:0383c29_15	「不也！
T03D3808:272a-3	དེ་ནས་བཅོམ་ལྡན་འདས་ཀྱིས་།	T07n0220c_444:0383c20_9	」佛告善現：
T03D3808:272a-4	རབ་འབྱོར་ཅི་བྱིས་པ་སོ་སོའི་སྐྱེ་བོ་རྣམས་ཀྱིས་ཀུན་རྫོབ་ཀྱི་བདེན་པའམ་། དོན་དམ་པའི་བདེན་པ་ཤེས་སམ་ཞེས་བྱ་བ་ལ་སོགས་པས་འདི་སྐད་བཀའ་སྩལ་ཏེ་།	T07n0220c_444:0383c20_15	「於意云何？ 愚夫異生為如實覺世俗、勝義二諦理不？
T03D3808:272a-7	བྱིས་པ་སོ་སོའི་སྐྱེ་བོ་རྣམས་ལ་ནི་དེ་ཡོངས་སུ་ཤེས་པ་མེད་དེ་།	T07n0220c_444:0383c25_10	然諸愚夫異生不如實覺世俗、勝義故，無聖道、無修聖道，不可施設有諸聖果分位差別。
T03D3808:272a-8	དེའི་ཕྱིར་ལམ་སྒོམ་པ་ཡང་མེད་དོ་༎ དེ་བས་ན་དེ་དག་ལ་འབྲས་བུ་རྣམ་པར་དགོད་པ་ཡང་མི་བྱའོ་༎ འཕགས་པའི་གང་ཟག་རྣམས་ལ་ནི་ཡོངས་སུ་ཤེས་པ་ཡོད་པས་དེའི་ཕྱིར་དེ་དག་ཉིད་ལ་ལམ་དང་ལམ་མ་ཡིན་པ་དང་། འབྲས་བུ་རྣམ་པར་དགོད་པར་བྱའོ་༎	T07n0220c_444:0383c27_4	唯諸聖者能如實覺世俗、勝義故，有聖道、有修聖道，由斯得有聖果差別。
