src_segmentnr	src_original	tgt_segmentnr	tgt_original
T11dhkvadnu:1176	 tathā pratijñā-ādy-  04416 avayava-viparyayeṇa anupūrvīṃ pratipadyate, ānupūrvyā  04501 ca artham iti,	T11n1226u_001:2990	 tatraitasminakrama[?  sthite'vayavānāṃ pratijñādīnāṃ viparyayeṇābhidhānaṃ nigrahasthānaṃ |
T11dhkvadnu:1181	 04503 tad etad unmattasya unmatta-saṃvarṇanam iva prayoga-apeta-  04504 śabda-vad etad iti. yadi goṇī-śabdāt kakuda-ādimaty  śabda-anvākhyāna-prayatnena arthaṃ na paśyāmaḥ.	T11n1226u_001:3000	 tadetadunmattakasya vaiyākaraṇasyonmattakasaṃvarṇṇanamuttakenodyotakareṇa saṃvarṇṇanaṃ tathā hyeka unmatto dvitīyamunmattakaṃ samvarṇṇayati tathā bhūtametadapīti yāvat |  yadi conmattakasyodyotakarasyonmattakasya vaiyākaraṇasya samvarṇṇanaṃ |
T11dhkvadnu:1185	 04507 goṇī-śabdasya artha-pratipādane asāmarthyāt pratipādaka-  04508 vyutpatty-artham anvākhyānam iti cet,  nanu goṇī-śabdād api  04509 loke pratītir dṛṣṭā. satyaṃ dṛṣṭā,	T11n1226u_001:3002	 tathā hi śābdika eva tāvadunmattaḥ pramāṇaviruddhavattvābhidhāyitvāt |  tataḥ kutastatprakriyāyāḥ pramāṇacintāyā jñāpakatvamityabhipretaṃ |
T11dhkvadnu:1189	 na tu sākṣād ity uktam.  04510 uktam etan na punar yuktam,	T11n1226u_001:3004	 kathampunaḥ śābdikasyāyuktābhidhāyitvamityāha |  yadityādi subodhaṃ |
T11dhkvadnu:1191	 strī-śūdrāṇām ubhaya-pratīter  04511 abhāvāt. yaḥ khalu ubhayaṃ vetti śabdam apaśabdaṃ ca, sa	T11n1226u_001:3006	 strīśūdraśabdo mūrkhavacanaḥ |
T11dhkvadnu:1193	 04512 evaṃ pratipadyate. yas tu nakka-śabdaṃ mukka-śabdam eva  04513 vā vetti, na nāsā-śabdam,	T11n1226u_001:3007	 yastu nakkaśabdaṃ mukkaśabadameva nāsāparyāyamvetti |
T11dhkvadnu:1195	 sa katham apaśabdāc śabdaṃ pratipadya	T11n1226u_001:3008	 sa kathamapaśabdācchabdaṃ sādhuṃ pratipadyātaḥ sādhoḥ śabdādarthampratipadyeta |
T11dhkvadnu:1629	 06509 siddhāntam abhyupetyā-niyamāt kathā-prasaṅgo apasiddhāntaḥ.  06510 kasyacid arthasya tathābhāvaṃ pratijñāya pratijñātā-  06511 artha-viparyayāt kathā-prasaṅgaṃ kurvato apasiddhānto	T11n1226u_001:3788	 siddhāntamabhyupetyāniyamāt kathāprasaṅgo'pasiddhānta iti sūtraṃ siddhāntamabhyupetya pakṣaparigrahaṃ kṛtvā'niyamāt pūrvaprakṛtārthoparodhena śāstravyavasthāmanādṛtyeti yāat |  kathāprasaṅgo'rthāntaropavarṇanaṃ |  kasyacidarthasyeti dharmiṇo dharmāntaraṃ pratijñāya pratijñātārthaviparyayo virodhaḥ |  idaṃ udāharaṇena spaṣṭayati |
T11dhkvadnu:1632	 06512 vijñeyaḥ. yathā na sato vināśaḥ,  na asad utpadyata iti siddhāntam	T11n1226u_001:3792	 yathā na sato vastuno vināśo niranvayaḥ kevalaṃ tirobhāvamātraṃ bhavati nāsat kharaviṣāṇatulyamutpadyate |
T11dhkvadnu:1634	 06513 abhyupetya pakṣam avasthāpayati ekā prakṛtir  06514 vyaktasya, vikārāṇām anvaya-darśanāt. mṛd-anvayānāṃ śarāva-  06515 ādīnāṃ dṛṣṭam eka-prakṛtikatvam,	T11n1226u_001:3793	 kintarhyāvirbhāvataḥ |  sadevotpadyata ityevaṃ kāpilaḥ siddhāntavyavasthāmādarśya pakṣaṅkaroti |  ekā prakṛtirvyaktasyāvyaktalakṣaṇā |  atra hetumāha vikārāṇaṃ śabdādīnāmanvayadarśanāt |  mṛdanvayānāmityādidṛṣṭantaḥ |
T11dhkvadnu:1637	 tathā ca ayaṃ vyakta-  06601 bhedas sukha-duḥkha-moha-samanvito gṛhyate. tat sukha-ādibhir	T11n1226u_001:3799	 tathā cāyamityupanayanaḥ [?panayaḥ] |  sukhaduḥkhamohasamanvita iti sukhādimayatvaṃ darśayati |  darśitañca sukhādimayatvaṃ vyaktasya pūrvaṃ yathāsāṃkhyenābhimataṃ |  tattasmāt sukhādibhirekaprakṛtirityayaṃ vyaktabhedaḥ |
