src_segmentnr	src_original	tgt_segmentnr	tgt_original
K01vinv06_u:1640	 atha maṇḍūkapūrvī devaputro vaṇig iva labdhalābhaḥ śasyasampanna iva kārṣakaḥ śūra  iva vijitasaṃgrāmaḥ sarvarogaparimukta ivāturo yayā vibhūtyā bhagavatsakāśam āgatas  tayaiva vibhūtyā svabhavanaṃ gataḥ /	K01D0003-3_H0003-3:291b-18	དེ་ནས་སྔོན་སེང་གེ་ལྷའི་བུ་ཚོང་པ་ཁེ་སྤོགས་རྙེད་པ་ལྟ་བུ་དང་། ཞིང་པ་ལོ་ཏོག་འབྱོར་པ་ལྟ་བུ་དང་། དཔའ་བོ་ག-ཡུལ་ལས་རྣམ་པར་རྒྱལ་བ་ལྟ་བུ་དང་། ནད་པ་ནད་ཐམས་ཅད་ལས་ཡོངས་སུ་ཐར་པ་ལྟ་བུར་གྱུར་ཏེ་། ཆ་ལུགས་གང་གིས་བཅོམ་ལྡན་འདས་ཀྱི་སྤྱན་སྔར་འོངས་པའི་ཆ་ལུགས་དེ་ཉིད་ཀྱིས་རང་གི་གནས་སུ་སོང་ངོ་༎
K01vinv06_u:1643	 bhikṣavaḥ pūrvāpararātraṃ jāgarikāyogam anuyuktā viharanti /	K01D0003-3_H0003-3:292a-0	དགེ་སློང་དག་ནམ་གྱི་ཆ་སྟོད་དང་། ནམ་གྱི་ཆ་སྨད་ལ་མི་ཉལ་བར་སྦྱོར་བའི་རྗེས་སུ་བརྩོན་༄༢༩༢ཨ་༌༎
K01vinv06_u:1644	 tair dṛṣṭo bhagavato 'ntike udāro 'vabhāsaḥ /	K01D0003-3_H0003-3:292a-1	པར་གནས་པ་དེ་དག་གིས་བཅོམ་ལྡན་འདས་ཀྱི་སྤྱན་སྔར་སྣང་བ་རྒྱ་ཆེན་པོས་ཁྱབ་པར་གྱུར་པ་མཐོང་ངོ་༎
K01vinv06_u:1645	 yaṃ dṛṣṭvā saṃdigdhā bhagavantaṃ papracchuḥ /	K01D0003-3_H0003-3:292a-2	མཐོང་ནས་ཐེ་ཚོམ་ཟ་བའི་ཡིད་ཀྱིས་མཚན་མོ་ནམ་ནངས་པ་དང་། བཅོམ་ལྡན་འདས་ལ་ཞུས་པ་། བཅོམ་ལྡན་འདས་ཅི་ལགས་།
K01vinv06_u:1646	 kiṃ bhagavann imāṃ rātriṃ bhagavantaṃ darśanāya brahmā sahāṃpatiḥ śakro devendraś catvāro lokapālā upasaṃkrāntāḥ /	K01D0003-3_H0003-3:292a-4	མདང་སུམ་མི་མཇེད་ཀྱི་བདག་པོ་ཚངས་པའམ་། ལྷའི་དབང་པོ་བརྒྱ་བྱིན་ནམ་། འཇིག་རྟེན་སྐྱོང་བ་བཞིའམ་། ལྷའི་བུ་འབྱོར་བ་ཆེ་བ་མཐུ་ཆེ་བ་གཞན་ཞིག་། བཅོམ་ལྡན་འདས་ལ་ལྟ་བའི་སླད་དུ་ཉེ་བར་མཆིས་སམ་།
K01vinv06_u:1647	 na bhikṣavo brahmā sahāṃpatir na śakro devendro na catvāro lokapālā māṃ darśanāyopasaṃkrāntāḥ /	K01D0003-3_H0003-3:292a-10	དགེ་སློང་དག་མི་མཇེད་ཀྱི་བདག་པོ་ཚངས་པ་ང་ལ་བལྟ་བའི་ཕྱིར་ཉེ་བར་འོངས་པ་ཡང་མ་ཡིན་། ལྷའི་དབང་པོ་བརྒྱ་བྱིན་ཡང་མ་ཡིན་། འཇིག་རྟེན་སྐྱོང་བ་བཞི་ཡང་མ་ཡིན་།
K01vinv06_u:1650	 mamāntike cittam abhiprasādya kālagataś cāturmahārājikeṣu deveṣūpapannaḥ /  sa imāṃ rātriṃ matsakāśam upasaṃkrāntaḥ /	K01D0003-3_H0003-3:292a-16	དགེ་སློང་དག་དེ་དེ་ནས་ཤི་འཕོས་ཏེ་རྒྱལ་ཆེན་བཞི་བའི་ལྷ་རྣམས་ཀྱི་ནང་དུ་སྐྱེས་ནས་། དེ་མདང་སུམ་ངའི་གན་དུ་འོངས་ཏེ་།
K01vinv06_u:1652	 tasya mayā dharmo deśitaḥ /  dṛṣṭasatyaś ca svabhavanaṃ gata iti /	K01D0003-3_H0003-3:292a-18	ངས་དེ་ལ་ཆོས་བསྟན་ནས་དེས་བདེན་པ་མཐོང་སྟེ་རང་གི་གནས་སུ་སོང་ངོ་༎
K01vinv06_u:1654	 (MSV I 55)  bhikṣavaḥ saṃśayajātāḥ sarvasaṃśayacchettāraṃ buddhaṃ bhagavantaṃ papracchuḥ /	K01D0003-3_H0003-3:292a-19	དགེ་སློང་རྣམས་ཐེ་ཚོམ་སྐྱེས་ནས་ཐེ་ཚོམ་ཐམས་ཅད་གཅོད་པ་སངས་རྒྱས་བཅོམ་ལྡན་འདས་ལ་ཞུས་པ་།
K01vinv06_u:1656	 kiṃ bhadanta nandena gopālena paṃcaśataparivāreṇa karma kṛtaṃ yena gopālakeṣūpapanno bhagavataś ca śāsane pravrajya sarvakleśaprahāṇād arhatvaṃ (fol. 156r1 = GBM 6.980)	K01D0003-3_H0003-3:292b-0	བཙུན་པ་སྔོན་སེང་གེ་ལྷའི་བུས་༄༢༩༢བ་ལས་ཅི་བགྱིས་ན་། ལས་དེའི་རྣམ་པར་སྨིན་པས་སེང་གེ་རྣམས་ཀྱི་ནང་དུ་སྐྱེས་པར་གྱུར་། ལས་ཅི་བགྱིས་ན་ལས་དེའི་རྣམ་པར་སྨིན་པས་རྒྱལ་ཆེན་བཞི་པའི་ལྷ་རྣམས་ཀྱི་ནང་དུ་སྐྱེས་པར་གྱུར་། ལས་ཅི་བགྱིས་ན་ལས་དེའི་རྣམ་པར་སྨིན་པས་བདེན་པ་མཐོང་ནས་རང་གི་གནས་སུ་མཆིས་། བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ་། དགེ་སློང་དག་སྔོན་སེང་གེ་ལྷའི་བུ་ཉིད་ཀྱི་ལས་ཚོགས་རྙེད་པ་།
