src_segmentnr	src_original	tgt_segmentnr	tgt_original
K10ayuhparu:0	 Āps 1. bhagavāṃc chrāvastyāṃ viharati sma jetavane anāthapiṇḍadasyārāme. tatra bhagavān bhikṣūn āmantrayate sma. icchatha yūyaṃ bhikṣavaḥ satvānām (GBM 1707.1)  āyuḥparyantaṃ śrotuṃ. etasya bhagavāṃ kāla,	K10D0307_H0310:214a-6	བཅོམ་ལྡན་འདས་མཉན་ཡོད་ན་རྒྱལ་བུ་རྒྱལ་བྱེད་ཀྱི་ཚལ་མགོན་མེད་ཟས་སྦྱིན་གྱི་ཀུན་དགའ་ར་བ་ན་བཞུགས་སོ་༎ དེ་ནས་བཅོམ་ལྡན་འདས་ཀྱིས་དགེ་སློང་རྣམས་ལ་བཀའ་སྩལ་པ་། དགེ་སློང་དག་ཁྱེད་སེམས་ཅན་རྣམས་ཀྱི་ཚེའི་མཐའ་ཐོས་པར་འདོད་དམ་། བཅོམ་ལྡན་འདས་།
K10ayuhparu:10	 Āps 4. yāni bhikṣavo manuṣyāṇāṃ triṃśad rātriṃdivasāni tat pretānām (GBM 1707.4)  ekaṃ rātriṃdivasaṃ,	K10D0307_H0310:214b-2	དགེ་སློང་དག་། མི་རྣམས་ཀྱི་ཉིན་ཞག་སུམ་ཅུ་གང་ཡིན་པ་དེ་ཡི་དབ༹གས་རྣམས་ཀྱི་ཉིན་ཞག་གཅིག་གོ་།
K10ayuhparu:100	 + + prāptaḥ. aṣṭhamyām avasthāyāṃ sthaviro bhavati rājanyaḥ. navamyām avasthāyāṃ	K10D0307_H0310:216b-22	གནས་སྐབས་བརྒྱད་པ་ནི་རྒྱལ་པོས་བཀུར་ཞིང་རྒན་རབས་སུ་བཀུར་བ་ཡིན་ནོ་༎
K10ayuhparu:101	 vṛddho bhavati jarājīrṇaḥ. daśamyām avasthāyāṃ gatāyur bhavati maraṇaparāyaṇaḥ. varṣaśataṃ (GBM 1704.3)	K10D0307_H0310:217a-0	༄༢༡༧ཨ་༌༎ གནས་སྐབས་དགུ་པ་ནི་རྒས་ཤིང་འཁོགས་པ་སྟེ་རྒན་པོ་ཡིན་ནོ་༎ གནས་སྐབས་བཅུ་པ་ནི་ཚེའི་མཐར་ཐུག་པ་སྟེ་འཆིར་ཉེ་བ་ཡིན་ནོ་༎
K10ayuhparu:102	 khalu bhikṣavo jīvam iha daśāvasthāḥ pratyanubhavati.	K10D0307_H0310:217a-2	དགེ་སློང་དག་། ལོ་བརྒྱར་འཚོ་བས་གནས་སྐབས་བཅུ་པོ་དེ་དག་མྱོང་བར་འགྱུར་རོ་༎
K10ayuhparu:103	 Āps 15. varṣaśataṃ khalu bhikṣavo jīvan trīṇi ṛtuśatāni jīvati,	K10D0307_H0310:217a-4	དགེ་སློང་དག་། ལོ་བརྒྱར་འཚོ་བ་ནི་དུས་ཚིགས་སུམ་བརྒྱར་འཚོ་སྟེ་།
K10ayuhparu:104	 ṛtuśataṃ hemantānāṃ,  ṛtuśataṃ grīṣmāṇāṃ (GBM 1704.4)  ṛtuśataṃ varṣāṇām*. trīṇi ṛtuśatāni jīvan dvādaśa māsaśatāni jīvati,	K10D0307_H0310:217a-6	དགུན་གྱི་དུས་ཚིགས་བརྒྱ་དང་། དཔྱིད་ཀྱི་དུས་ཚིགས་བརྒྱ་དང་། དབྱར་གྱི་དུས་ཚིགས་བརྒྱ་རྣམས་སོ་༎ དུས་ཚིགས་སུམ་བརྒྱར་འཚོ་བ་ནི་ཟླ་བ་བཅུ་གཉིས་ཕྲག་བརྒྱར་འཚོ་བ་སྟེ་།
K10ayuhparu:107	 catvāri hemantānāṃ,  catvāri grīṣmāṇāṃ,	K10D0307_H0310:217a-8	དགུན་བཞི་དང་། དཔྱིད་བཞི་དང་། དབྱར་བཞི་རྣམས་སོ་༎
K10ayuhparu:109	 catvāri varṣāṇāṃ. dvādaśa māsaśatāni (GBM 1704.5)  jīvaṃ caturviṃśatim ardhamāsaśatāni jīvati,	K10D0307_H0310:217a-9	ཟླ་བ་བཅུ་གཉིས་ཕྲག་བརྒྱར་འཚོ་བ་ནི་ཟླ་བ་ཕྱེད་ཉིས་སྟོང་བཞི་བརྒྱར་འཚོ་སྟེ་།
K10ayuhparu:111	 aṣṭau hemantānām,  aṣṭau grīṣmāṇām,	K10D0307_H0310:217a-10	དགུན་བརྒྱད་དང་། དཔྱིད་བརྒྱད་དང་། དབྱར་བརྒྱད་རྣམས་སོ་༎
K10ayuhparu:113	 aṣṭau varṣāṇām*. caturviṃśatim ardhamāsaśatāni jīvaṃ ṣaṭtriṃśataṃ rātriṃdivasasahasrāṇi (GBM 1704.6)	K10D0307_H0310:217a-11	ཟླ་བ་ཕྱེད་ཉིས་སྟོང་བཞི་བརྒྱར་འཚོ་བ་ནི་། ཉིན་ཞག་སུམ་ཁྲི་དྲུག་སྟོང་དུ་འཚོ་སྟེ་།
K10ayuhparu:114	 jīvati dvādaśa hemantānāṃ,  dvādaśa grīṣṃāṇāṃ,	K10D0307_H0310:217a-13	དགུན་བཅུ་གཉིས་དང་། དཔྱིད་བཅུ་གཉིས་དང་། དབྱར་བཅུ་གཉིས་རྣམས་སོ་༎
K10ayuhparu:12	 tena rātriṃdivasena triṃśad rātrakeṇa māsena,	K10D0307_H0310:214b-4	ཉིན་ཞག་དེ་སུམ་ཅུ་ལ་ཟླ་བ་གཅིག་།
K10ayuhparu:13	 dvādaśa māsakena saṃvatsareṇa,	K10D0307_H0310:214b-5	ཟླ་བ་བཅུ་གཉིས་ལ་ལོ་གཅིག་སྟེ་།
