src_segmentnr	src_original	tgt_segmentnr	tgt_original
T04sanss08u:105	 tasyârthaṃ śokacitto 'haṃ krpaṇīyo bhayârditaḥ //	T16n0663_001:0337b16_0	諸佛世尊，　　有大慈悲，　　當證微誠， 哀受我悔。 以是因緣，　　生大憂苦，　　貧窮困乏、
T04sanss08u:106	 bhavāmi pāpakarmāṇāṃ satataṃ dīnamānasaḥ /	T16n0663_001:0337b19_0	愁熱驚懼、　　怖畏惡業、　　心常怯劣，
T04sanss08u:107	 yatra yatra cariṣyāmi na câsti me balaṃ kvacit //	T16n0663_001:0337b20_11	在在處處，　　暫無歡樂；
T04sanss08u:108	 sarve kāruṇikā buddhāḥ sarve bhayaharā jage /	T16n0663_001:0337b21_0	大悲世尊，　　能除眾生，　　一切怖畏，
T04sanss08u:109	 atyayaṃ pratigṛhṇantu mocayantu ca māṃ bhayāt //	T16n0663_001:0337b22_0	願當受我，　　誠心懺悔，　　令我恐懼， 悉得消除；
T04sanss08u:110	 kleśakarmaphalaṃ mahyaṃ pravāhayantu tathāgatāḥ /  snāpayantu ca māṃ buddhāḥ kāruṇyasaritôdakaiḥ //	T16n0663_001:0337b24_0	惟願現在，　　諸佛世尊，　　以大悲水， 洗除令淨。
T04sanss08u:112	 sarvaṃ pāpaṃ deśayāmi yat tu pūrvaṃ kṛtaṃ mayā /  yac câitarhi me pāpaṃ tat sarvaṃ deśayāmy aham //	T16n0663_001:0337b25_18	　　過去諸惡，　　今悉懺悔； 現所作罪，　　誠心發露；
T04sanss08u:114	 āyatyāṃ saṃvaram āpadye sarvaduṣkṛtakarmaṇām /	T16n0663_001:0337b27_4	　　所未作者，更不敢作；
T04sanss08u:115	 na chādayāmi tat pāpaṃ yad bhaven mama duṣkṛtam //	T16n0663_001:0337b27_11	　　已作之業； 　　不敢覆藏。
T04sanss08u:116	 trividhaṃ kāyikaṃ karma vacasā ca caturvidham /	T16n0663_001:0337b28_0	身業三種，　　口業有四，　　意三業行，
T04sanss08u:117	 manasā triprakāreṇa tat sarvaṃ deśayāmy aham //	T16n0663_001:0337b29_4	今悉懺悔；
T04sanss08u:118	 kāyakṛtaṃ vācakṛtaṃ manasā ca vicintitaṃ /  kṛtaṃ daśavidhaṃ karma tat sarvaṃ deśayāmy aham //	T16n0663_001:0337c01_11	　　身口所作，　　及以意思，十種惡業，　　一切懺悔。
T04sanss08u:64	 ye ca daśadiśi loke tiṣṭhanti dvipadôttamāḥ //	T16n0663_001:0337a03_0	在在處處，　　十方諸佛，　　現在世雄，
T04sanss08u:66	 yac ca me pāpakaṃ karma kṛtaṃ pūrvaṃ sudāruṇaṃ /	T16n0663_001:0337a04_0	兩足之尊，　　我本所作，　　惡不善業，
T04sanss08u:67	 tat sarvaṃ deśayiṣyāmi sthito daśabalâgrataḥ //  mātāpit-rn ajānatā buddhānām aprajānatā /	T16n0663_001:0337a05_4	今者懺悔： 　　諸十力前，　　不識諸佛、及父母恩；
T04sanss08u:69	 kuśalaṃ câprajānatā yat tu pāpaṃ kṛtaṃ mayā //	T16n0663_001:0337a06_18	　　不解善法、　　造作眾惡；
T04sanss08u:70	 aiśvaryamadamattena kulabhogamadena ca /	T16n0663_001:0337a07_11	自恃種姓、　　及諸財寶；
T04sanss08u:71	 tāruṇyamadamattena yat tu pāpaṃ kṛtaṃ mayā //	T16n0663_001:0337a08_4	　　盛年放逸、作諸惡行；
T04sanss08u:72	 duścintitaṃ duruktaṃ ca duṣkṛtenâpi karmaṇā /	T16n0663_001:0337a08_18	　　心念不善，　　口作惡業；
T04sanss08u:73	 anādīnavadarśinā yat tu pāpaṃ kṛtaṃ mayā //	T16n0663_001:0337a09_11	隨心所作，　　不見其過；
T04sanss08u:74	 bālabuddhipracāreṇâjñānâvṛtacetasā /  pāpamitravaśāc câiva kleśavyākulacetasā //	T16n0663_001:0337a10_18	　　凡夫愚行，無知闇覆，　　親近惡友，　　煩惱亂心；
T04sanss08u:78	 anāryajanasaṃsargair īrṣyāmātsaryahetunā /  śāṭhyadāridryadoṣeṇa yat tu pāpaṃ kṛtaṃ mayā //	T16n0663_001:0337a13_11	　　親近非聖，　　因生慳嫉，貧窮因緣，　　姦諂作惡；
T04sanss08u:80	 vyasanâgamakāle 'smin kāmānāṃ bhayahetunā /  anaiśvaryagatenâpi yat tu pāpaṃ kṛtaṃ mayā //	T16n0663_001:0337a14_18	　　繫屬於他，常有怖畏，　　不得自在，　　而造諸惡。
T04sanss08u:82	 calacittavaśenâiva kāmakrodhavaśena vā /  kṣutpipāsârditenâpi yat tu pāpaṃ kṛtaṃ mayā //	T16n0663_001:0337a15_0	貪欲恚癡，　　擾動其心，　　渴愛所逼，
T04sanss08u:85	 pānârthaṃ bhojanârthaṃ ca vastrârthaṃ strīṣu hetunā /  vicitraiḥ kleśasaṃtāpair yat tu pāpaṃ kṛtaṃ mayā //	T16n0663_001:0337a17_11	　　依因衣食，　　及以女色，諸結惱熱，　　造作眾惡；
T04sanss08u:87	 kāyavāṅmanasāṃ pāpaṃ tridhā duścaritaṃ cittaṃ /  yat kṛtam īdṛśai rūpais tat sarvaṃ deśayāmy aham //	T16n0663_001:0337a18_18	　　身口意惡，所集三業，　　如是眾罪，　　今悉懺悔。
T04sanss08u:89	 yat tu buddheṣu dharmeṣu śrāvakeṣu tathâiva ca /	T16n0663_001:0337a19_0	或不恭敬，　　佛法聖眾，　　如是眾罪，
T04sanss08u:91	 yat tu pratyekabuddheṣu bodhisatveṣu vā punaḥ /  agauravaṃ kṛtaṃ syād dhi tat srvaṃ deśayāmy aham //  [ Cambridge MS f79a ---> ]	T16n0663_001:0337a20_4	今悉懺悔。 　　或不恭敬，　　緣覺菩薩，如是眾罪，　　今悉懺悔。
T04sanss08u:95	 bhāṇakeṣv evânyeṣu guṇavatsu vā /  agauravaṃ kṛtaṃ syād dhi tat sarvaṃ deśayāmy aham //  saddharmaḥ pratikṣiptaḥ syād ajñānaṃ tena me sadā /	T16n0663_001:0337a22_4	　　以無智故，誹謗正法；
T04sanss08u:98	 mātāpitṛṣv agauravaṃ tat sarvaṃ deśayāmy aham //	T16n0663_001:0337a22_18	　　不知恭敬，　　父母尊長；
