src_segmentnr	src_original	tgt_segmentnr	tgt_original
K10udanav_u:uv_24.1_0	yac ca gāthā śatam bhāṣed anartha pada saṃhitam /	T54n2123_007:0067a15_0	雖誦千言　　不行何益　　不如一聞
K10udanav_u:uv_24.1_1	ekam artha padam śreyo yat śrutvā hy upaśāmyati //	T54n2123_007:0067a16_0	勤修得益　　雖誦千言　　句義不正 不如一要　　聞可滅意　　雖誦千言 不義何益　　不如一義　　聞行得度 雖誦千言　　不敬何益　　不如一行 欣樂奉修　　雖誦千言　　我心不滅
K10udanav_u:uv_24.2_0	yac ca gāthā śatam bhāṣed adharma pada saṃhitam /	T54n2123_007:0067a21_0	不如一句　　捨憍放逸　　雖誦千言
K10udanav_u:uv_24.2_1	ekam dharma padam śreyo yat śrutvā hy upaśāmyati //	T54n2123_007:0067a22_0	求名逾著　　不如一說　　棄執離著
K10udanav_u:uv_24.3_0	yac ca varṣa śatam jīved duhśīlo hy asamāhitaḥ /	T54n2123_007:0067a23_0	雖誦千言　　不欲除罪　　不如一文 去離生死　　雖誦千言　　色情逾固
K10udanav_u:uv_24.3_1	eka aham jīvitam śreyaḥ sadā śīlavataḥ śuceḥ // yac ca varṣa śatam jīved duṣprajño hy asamāhitaḥ /	T54n2123_007:0067a25_0	不如一解　　心境忘懷　　雖誦千言
K10udanav_u:uv_24.4_1	eka aham jīvitam śreyaḥ prājñasya dhyāyinaḥ sadā //	T54n2123_007:0067a26_0	不求出世　　不如一悟　　絕離三界
K10udanav_u:uv_24.5_0	yac ca varṣa śatam jīvet kusīdo hīna vīryavān /	T54n2123_007:0067a27_0	雖誦千言　　不存悲智　　不如一聽 自他兩利　　人壽百歲　　慳貪逾盛 不如一日　　割捨財色　　人壽百歲
K10udanav_u:uv_24.5_1	eka aham jīvitam śreyo vīryam ārabhato dṛḍham //	T54n2123_007:0067b01_0	樂不持戒　　不如一日　　淨心守戒
K10udanav_u:uv_24.6_0	yac ca varṣa śatam jīved apaśyann udaya vyayam /	T54n2123_007:0067b02_0	人壽百歲　　多忿不忍　　不如一日
