src_segmentnr	src_original	tgt_segmentnr	tgt_original
K05adsp70-u:190	 bhagavanāha:	K02D0008-11_H0009-11:391a-11	བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ༏་རབ་འབྱོར་།
K05adsp70-u:420	 parinirvṛtasya ca śarīreṣu śarīrapūjāḥ pravartante. tenaiva carddhyabhisaṃskāreṇa	K02D0008-11_H0009-11:435b-3	ཡོངས་སུ་མྱ་ངན་ལས་འདས་ནས་ཀྱང་རིང་བསྲེལ་ལ་རིང་བསྲེལ་གྱི་མཆོད་པ་མང་པོ་འབྱུང་བར་འགྱུར་རོ་༎
K05adsp70-u:421	 gatvā teṣāṃ buddhānāṃ bhagavatām antikād dharmaṃ śṛṇoti. so ca yathā śruto na jātu	K02D0008-11_H0009-11:435b-4	རྫུ་འཕྲུལ་མངོན་པར་འདུ་བྱ་བ་དེ་ཉིད་ཀྱིས་སངས་རྒྱས་བཅོམ་ལྡན་འདས་དེ་དག་གི་དྲུང་དུ་སོང་ཞིང་ཆོས་ཉན་ཏེ་།
K05adsp70-u:422	 vipranaśyati. yāvad anuttarāṃ samyaksaṃbodhim abhisaṃbuddhyate. sattvāṃś ca paripācayati	K02D0008-11_H0009-11:435b-5	ཇི་སྐད་དུ་ཐོས་པ་དེའང་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་མངོན་པར་རྫོགས་པར་སངས་རྒྱས་ཀྱི་བར་དུ་ནམ་ཡང་ཆུད་ཟ་བར་མི་འགྱུར་རོ་༎
K05adsp70-u:423	 buddhakṣetraṃ ca parigṛhṇāti sarvākārajñatāyā caran. evaṃ khalu subhūte [f. 271a]	K02D0008-11_H0009-11:435b-6	རྣམ་པ་ཐམས་ཅད་མཁྱེན་པ་ཉིད་ལ་སྤྱོད་ཅིང་སེམས་ཅན་རྣམས་ཀྱང་ཡོངས་སུ་སྨིན་པར་བྱེད་། སངས་རྒྱས་ཀྱི་ཞིང་ཡོངས་སུ་འཛིན་ཏོ་། རབ་འབྱོར་། དེ་ལྟར་ན་།
K05adsp70-u:424	 bodhisattvo mahāsattva kāyikena vīryeṇa samanvāgato vīryapāramitāṃ paripūrayati.	K02D0008-11_H0009-11:436a-0	བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་སྤྱོད་པའི་ཚེ་ཆོས་ཐམས་ཅད་མཚན་མ་མེད་པ་དང་། བྱེད་པ་མེད་པ་དང་། དམིགས་སུ་མེད་པ་དང་། འབྱུང་བ་མེད་པ་དང་། མངོན་པར་འདུ་བྱ་བ་མེད་པ་ལ་ལུས་ཀྱི་བརྩོན་༄༤༣༦ཨ་༌༎ འགྲུས་དང་ལྡན་པས་། བརྩོན་འགྲུས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཡོངས་སུ་རྫོགས་པར་བྱེད་དོ་༎༎ ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་བརྒྱ་པ་༎ བམ་པོ་ཉིས་བརྒྱ་དོན་བཞི་པ་༎
K05adsp70-u:425	 kathaṃ ca subhūte bodhisattvo mahāsattvaḥ caitasikena vīryeṇa samanvāgataḥ āryeṇa  anāsraveṇa mārgeṇa mārgaparyāpannena vīryapāramitāṃ paripūrayati?	K02D0008-11_H0009-11:436a-6	བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་སྤྱོད་པའི་ཚེ་ཆོས་ཐམས་ཅད་མཚན་མ་མེད་པ་དང་། བྱེད་པ་མེད་པ་དང་། དམིགས་སུ་མེད་པ་དང་། འབྱུང་བ་མེད་པ་དང་། མངོན་པར་འདུ་བྱ་བ་མེད་པ་ལ་མཚན་མ་དང་བྲལ་བའི་སེམས་ཀྱི་བརྩོན་འགྲུས་འཕགས་པ་ཟག་པ་མེད་པ་ལམ་གྱི་ཡན་ལག་ལམ་གྱི་ཁོངས་སུ་ཆུད་པ་དང་ལྡན་པས་བརྩོན་འགྲུས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཡོངས་སུ་རྫོགས་པར་བྱེད་པ་ཡིན
K05adsp70-u:427	 iha subhūte bodhisattvo mahāsattva prajñāpāramitāyāṃ caraṃś caitasikena vīryeṇa samanvāgataḥ	K02D0008-11_H0009-11:436a-7	ཞེ་ན་། རབ་འབྱོར་། འདི་ལ་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་སྤྱོད་པའི་ཚེ་ཆོས་ཐམས་ཅད་མཚན་མ་མེད་པ་དང་། བྱེད་པ་མེད་པ་དང་། དམིགས་སུ་མེད་པ་དང་། འབྱུང་བ་མེད་པ་དང་། མངོན་པར་འདུ་བྱ་བ་མེད་པ་ལ་མཚན་མ་དང་བྲལ་བའི་སེམས་ཀྱིས་སེམས་དང་པོ་བསྐྱེད་པ་ནས་ཉེ་བར་བཟུང་སྟེ་སེམས་ཀྱི་བརྩོན་འགྲུས་དང་ལྡན་པས་ལུས་ཀྱི་ལས་མི་དགེ་བའི་སྐབས་མི་འབྱེད་།
K05adsp70-u:428	 akuśalasya kāyakarmaṇo 'vakāśaṃ na dadāty akuśalasya vākkarmaṇo 'vakāsaṃ na dadāti.	K02D0008-11_H0009-11:436a-10	ངག་གི་ལས་མི་དགེ་བའི་སྐབས་མི་འབྱེད་།
K05adsp70-u:439	 ime pratyekabuddhaprabhāvitā ime mārgākārajñatāprabhāvitā ime sarvākārajñatāprabhāvitā	K02D0008-11_H0009-11:438a-18	རང་སངས་རྒྱས་ཉིད་ཀྱིས་བརྗོད་པ༏་འདི་དག་ནི་། ལམ་གྱི་རྣམ་པ་ཤེས་པ་ཉིད་ཀྱིས་བརྗོད་པ་། འདི་དག་ནི་། རྣམ་པ་ཐམས་ཅད་མཁྱེན་པ་ཉིད་ཀྱིས་བརྗོད་པ་ཞེས་བྱ་བར་ཡང་སྙེམས་པ་མེད་དོ་༎
