src_segmentnr	src_original	tgt_segmentnr	tgt_original
T04canprasu:6035	 atha khalu śāntamatirbodhisattvo bhagavantametadavocat- upaśama upaśama iti bhagavannucyate,	T11n0312_012:0732b21_13	」爾時寂慧菩薩摩訶薩前白佛言： 「世尊！ 如佛世尊說近止法。
T04canprasu:6036	 ka eṣa upaśamo nāma?  kasya copaśamādupaśama ityucyate?	T11n0312_012:0732b22_15	此以何義而名近止？ 此近止者何所從來？
T04canprasu:6038	 bhagavānāha- upaśama iti kulaputra (Pp_154)	T11n0312_012:0732b23_9	」佛言： 「善男子！
T04canprasu:6039	 ucyate, kleśopaśamasyaitadadhivacanam /  kleśopaśama iti saṃkalpavikalpaparikalpopaśamasyaitadadhivacanam /  saṃkalpavikalpaparikalpopaśama iti saṃjñāmanasikāropaśamasyaitadadhivacanam /  saṃjñāmanasikāropaśama iti viparyāsopaśamasyaitadadhivacanam /	T11n0312_012:0732b24_6	所說近止者，即是近止煩惱增語。 此近止煩惱，即是近止思惟分別遍計增語。 此近止思惟分別遍計，即是近止想作意增語。 此近止想作意，即是近止顛倒增語。
T04canprasu:6043	 viparyāsopaśama iti hetvārambaṇopaśamasyaitadadhivacanam /	T11n0312_012:0732b28_1	此近止顛倒，即是近止因所緣增語。
T04canprasu:6044	 hetvārambaṇopaśama iti avidyābhavatṛṣṇopaśamasyaitadadhivacanam /  avidyābhavatṛṣṇopaśama iti ahaṃkāramamakāropaśamasyaitadadhivacanam /  ahaṃkāramamakāropaśama iti ucchedaśāśvatadṛṣṭayupaśamasyaitadadhivacanam /	T11n0312_012:0732b28_19	此近止因所緣，即是近止無明有愛增語。 此近止無明有愛，即是近止我我所增語。 此近止我我所，即是近止名色增語。 此近止名色，即是近止斷常見增語。
T04canprasu:6047	 ucchedaśāśvatadṛṣṭayupaśama iti satkāyadṛṣṭayupaśamasyaitadadhivacanam iti śāntamate ye kecidārambaṇahetudṛṣṭisaṃyuktāḥ saṃkleśāḥ pravartante,	T11n0312_012:0732c03_8	此近止斷常見，即是近止有身見增語。 寂慧當知，若與所緣因見相應，即諸煩惱而亦隨轉，一切皆從有身見起。
T04canprasu:6049	 satkāyadṛṣṭayupaśamātsarvadṛṣṭayupaśama iti /  sarvadṛṣṭayupaśamātsarvapraṇidhānopaśama iti /  sarvaprāṇi dhānopaśamātsarvakleśopaśamaḥ /	T11n0312_012:0732c05_17	若能近止有身見者，即諸見止息。 若有身見近止，即一切願求亦止。 若有身見近止，即諸煩惱亦止。 寂慧！
T04canprasu:6052	 tadyathāpi nāma śāntamate vṛkṣasya mūle chinne sarvaśākhāpatraphalāni śuṣyanti,	T11n0312_012:0732c08_8	譬如大樹若斷其根，即枝葉莖幹而悉枯悴。
T04canprasu:6053	 evameva śāntamate satkāyadṛṣṭayupaśamātsarvakleśā upaśāmyante /	T11n0312_012:0732c09_9	此有身見亦復如是，若近止已，諸煩惱亦止。
T04canprasu:6054	 satkāyadṛṣṭau śāntamate aparijñātāyāṃ sarvopādānopakleśā utpadyante /	T11n0312_012:0732c11_1	寂慧當知，一切眾生始以不能覺了有身見故，即諸取煩惱隨逐而生。
T04canprasu:6055	 satkāyadṛṣṭiparijñāto 'pi sarvopādānopakleśā notpadyante na bādhante //	T11n0312_012:0732c12_5	若能覺了有身見者，即諸取煩惱不復隨生亦無所害。
