src_segmentnr	src_original	tgt_segmentnr	tgt_original
K14mhvastuu:26362	 yo jayeta sahasrāṇāṃ māse māse śataṃ śataṃ /	T04n0213_003:0789b21_0	雖復百歲中，　　山林祭火神，
K14mhvastuu:26364	 māse māse kuśāgreṇa bālo bhuṃjeya bhojanaṃ /	T04n0213_003:0789b23_0	從月至於月，　　愚者用飲食，
K14mhvastuu:26365	 na so buddhe prasādasya kalām arghati ṣoḍaśīṃ //	T04n0213_003:0789b24_13	彼人不信佛，　　十六不獲一。
K14mhvastuu:26367	 na so dharme prasādasya kalām arghati ṣoḍaśīṃ //	T04n0213_003:0789b26_13	彼於四分中，　　亦不獲其一。
K14mhvastuu:26368	 māse māse kuśāgreṇa bālo bhuṃjeya bhojanaṃ /	T04n0213_003:0789b27_0	從月至於月，　　愚者用飲食，
K14mhvastuu:26369	 na so saṃghe prasādasya kalām arghati ṣoḍaśīṃ //	T04n0213_003:0789b28_13	不生慈愍心，　　十六不及一。
K14mhvastuu:26370	 māse māse kuśāgreṇa bālo bhūmjeya bhojanaṃ /	T04n0213_003:0789b29_0	從月至於月，　　愚者用飲食，
K14mhvastuu:26371	 na so dhyānaprasādānāṃ kalām arghati ṣoḍaśīṃ //	T04n0213_003:0789c01_13	彼不知法數，　　十六不及一。
K14mhvastuu:26372	 māse māse kuśāgreṇa bālo bhuṃjeya bhojanaṃ /	T04n0213_003:0789c02_0	從月至於月，　　常行平等會，
K14mhvastuu:26373	 na so sampannaśīlānāṃ kalām arghati ṣoḍaśīṃ //	T04n0213_003:0789c03_13	彼人不信佛，　　十六不及一。
K14mhvastuu:26374	 māse māse kuśāgreṇa bālo bhuṃjeya bhojanaṃ /	T04n0213_003:0789c04_0	從月至於月，　　常行平等會，
K14mhvastuu:26375	 na so svākhyātadharmāṇāṃ kalām arghati ṣoḍaśīṃ //  yo ca varṣaśataṃ jīve agniparicaraṃ caret* /  patrāhāro chavāvāsī karonto vividhaṃ tapaṃ //	T04n0213_003:0789c05_13	彼人不信法，　　十六不及一。
