src_segmentnr	src_original	tgt_segmentnr	tgt_original
T07yabhkvyu:35760	 katham.  aṣṭau vimokṣāḥ.  katame 'ṣṭau.	K03D0009-3_H0010-3:131a-4	བརྒྱད་གང་ཞེ་ན་།
T07yabhkvyu:35763	 rūpī rūpāṇi paśyatīty ayaṃ prathamo vimokṣaḥ.	K03D0009-3_H0010-3:131a-5	རབ་འབྱོར་། འདི་ལ་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་གཟུགས་ཅན་གྱིས་གཟུགས་རྣམས་མཐོང་བ་འདི་ནི་རྣམ་པར་ཐར་པ་དང་པོའོ་༎
T07yabhkvyu:35764	 adhyātmam arūpasaṃjñī bahirdhā rūpāṇi [Tib.355a] paśyatīty ayaṃ dvitīyo vimokṣaḥ.	K03D0009-3_H0010-3:131a-6	ནང་གཟུགས་མེད་པའི་འདུ་ཤེས་དང་ལྡན་པས་། ཕྱི་རོལ་གྱི་གཟུགས་རྣམས་མཐོང་བ་འདི་ནི་རྣམ་པར་ཐར་པ་གཉིས་པའོ་༎
T07yabhkvyu:35765	 śubhaṃ vimokṣaṃ kāyena sākṣātkṛtvopasaṃpadya viharatīty ayaṃ tṛtīyo vimokṣaḥ.	K03D0009-3_H0010-3:131a-8	བཟང་བར་མོས་པ་འདི་ནི་རྣམ་པར་ཐར་པ་གསུམ་པའོ་༎
T07yabhkvyu:35766	 sarvaśo rūpasaṃjñānāṃ samatikramāt pratighasaṃjñānām astaṃgamāt nānātvasaṃjñānām amanasikārād anantam ākāśam anantam ākāśam ity ākāśānantyāyatanam upasaṃpadya viharati.	K03D0009-3_H0010-3:131a-9	དེ་རྣམ་པ་ཐམས་ཅད་དུ་གཟུགས་ཀྱི་འདུ་ཤེས་ལས་ཡང་དག་པར་འདས་ཏེ་། ཐོགས་པའི་འདུ་ཤེས་རྣམས་ནུབ་པར་གྱུར་ཅིང་སྣ་ཚོགས་ཀྱི་འདུ་ཤེས་ཡིད་ལ་མི་བྱེད་པས་ནམ་མཁའ་མཐའ་ཡས་སོ་ཞེས་ཏེ་།
T07yabhkvyu:35767	 tadyathā devā ākāśānantyāyatanopagāḥ.  ayaṃ caturtho vimokṣaḥ.	K03D0009-3_H0010-3:131a-11	ནམ་མཁའ་མཐའ་ཡས་སྐྱེ་མཆེད་ལ་ཉེ་བར་བསྒྲུབས་ཏེ་གནས་པ་འདི་ནི་རྣམ་པར་ཐར་པ་བཞི་པའོ་༎
T07yabhkvyu:35769	 punar aparaṃ sarvaśa ākāśānantyāyatanaṃ samatikramyānaṃtaṃ vijñānam anaṃtaṃ vijñānam iti vijñānānantyāyatanam upasaṃpadya viharati.	K03D0009-3_H0010-3:131a-12	དེ་རྣམ་པ་ཐམས་ཅད་དུ་ནམ་མཁའ་མཐའ་ཡས་སྐྱེ་མཆེད་ལས་ཡང་དག་པར་འདས་ཏེ་། རྣམ་པར་ཤེས་པ་མཐའ་ཡས་སོ་ཞེས་ཏེ་།
T07yabhkvyu:35770	 tadyathā devā vijñānānaṃtyāyatanopagāḥ.  ayaṃ paṃcamo vimokṣaḥ.	K03D0009-3_H0010-3:131a-14	རྣམ་ཤེས་མཐའ་ཡས་སྐྱེ་མཆེད་ལ་ཉེ་བར་བསྒྲུབས་ཏེ་གནས་པ་འདི་ནི་རྣམ་པར་ཐར་པ་ལྔ་པའོ་༎
T07yabhkvyu:35772	 punar aparaṃ sarvaśo vijñānānaṃtyāyatanaṃ samatikramya nāsti kiṃcid ity ākiṃcanyāyatanam upasaṃpadya viharati.	K03D0009-3_H0010-3:131a-15	དེ་རྣམ་པ་ཐམས་ཅད་དུ་རྣམ་ཤེས་མཐའ་ཡས་སྐྱེ་མཆེད་ལས་ཡང་དག་པར་འདས་ཏེ་།
T07yabhkvyu:35773	 tadyathā devā ākiṃcanyāyatanopagāḥ.  ayaṃ ṣaṣṭo vimokṣaḥ.	K03D0009-3_H0010-3:131b-0	ཅུང་ཟད་མ་ཡོད་དོ་ཞེས་ཅུང་ཟད་མེད་པའི་༄༡༣༡བ་སྐྱེ་མཆེད་ལ་ཉེ་བར་བསྒྲུབས་ཏེ་གནས་པ་འདི་ནི་རྣམ་པར་ཐར་པ་དྲུག་པའོ་༎
