src_segmentnr	src_original	tgt_segmentnr	tgt_original
T02D1803:83a-11	བཅོམ་ལྡན་འདས་ཀྱིས་བསྟན་དུ་གསོལ་། བདེ་བར་གཤེགས་པ་བསྟན་དུ་གསོལ་། དེ་སྐད་ཅེས་གསོལ་པ་དང་། བཅོམ་ལྡན་འདས་ཀྱིས་ཚེ་དང་ལྡན་པ་རབ་འབྱོར་ལ་འདི་སྐད་ཅེས་བཀའ་སྩལ་ཏོ་༎	T07n0220d_564:0910c11_8	」佛告善現：
T02D1803:83a-16	རབ་འབྱོར་གྱིས་གསོལ་པ་།	T07n0220d_564:0910c12_11	」善現對曰：
T02D1803:83a-17	བཅོམ་ལྡན་འདས་དེ་དེ་བཞིན་ནོ་༎ བདེ་བར་གཤེགས་པ་དེ་དེ་བཞིན་ཏེ་།	T07n0220d_564:0910c12_15	「如是！ 世尊！
T02D1803:83a-20	བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ་།	T07n0220d_564:0910c12_24	」佛告善現：
T02D1803:83a-21	རབ་འབྱོར་དེ་ཇི་སྙམ་དུ་སེམས་།	T07n0220d_564:0910c13_5	「於意云何？
T02D1803:83a-22	འོན་ཀྱང་ངར་འཛིན་པ་དང་། ང་ཡིར་འཛིན་པ་སྟོང་པ་ཡིན་མོད་།	T07n0220d_564:0910c13_19	有情所執我及我所空、遠離不？
T02D1803:83a-23	རབ་འབྱོར་གྱིས་གསོལ་པ་།	T07n0220d_564:0910c14_3	」善現對曰：
T02D1803:83a-24	བཅོམ་ལྡན་འདས་སྟོང་པ་ལགས་སོ་༎ བདེ་བར་གཤེགས་པ་སྟོང་པ་ལགས་སོ་༎	T07n0220d_564:0910c14_7	「如是！ 世尊！
T02D1803:83a-26	བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ་།	T07n0220d_564:0910c14_16	」佛告善現：
T02D1803:83a-27	རབ་འབྱོར་དེ་ཇི་སྙམ་དུ་སེམས་ངར་འཛིན་པ་དང་། ང་ཡིར་འཛིན་པས་སེམས་ཅན་རྣམས་འཁོར་བ་ན་འཁོར་རམ་།	T07n0220d_564:0910c14_22	「於意云何？ 豈不有情由我、我所流轉生死？
T02D1803:83a-28	རབ་འབྱོར་གྱིས་གསོལ་པ་།	T07n0220d_564:0910c15_18	」善現對曰：
T02D1803:83a-29	བཅོམ་ལྡན་འདས་དེ་དེ་བཞིན་ནོ་༎	T07n0220d_564:0910c15_22	「如是！ 世尊！
T02D1803:82b-24	བཅོམ་ལྡན་འདས་གལ་ཏེ་ཆོས་ཐམས་ཅད་དབེན་པ་དང་སྟོང་པ་ལགས་ན་། བཅོམ་ལྡན་འདས་ཇི་ལྟར་ན་སེམས་ཅན་རྣམས་ཀྱི་ཀུན་ནས་ཉོན་མོངས་པ་གདའ་བར་འགྱུར་། ཇི་ལྟར་རྣམ་པར་༄༨༣ཨ་༌་༎ བྱང་བར་འགྱུར་།	T07n0220d_551:0840b06_6	「若一切法皆空、遠離，云何有情可得施設有染有淨？
T02D1803:83a-4	བཅོམ་ལྡན་འདས་སྟོང་པ་ནི་ཀུན་ནས་ཉོན་མོངས་པར་ཡང་མི་འགྱུར་། རྣམ་པར་བྱང་བར་ཡང་མི་འགྱུར་རོ་༎	T07n0220d_551:0840b07_2	非空、遠離法可說有染有淨。
T02D1803:83a-10	བཅོམ་ལྡན་འདས་བཤད་པ་དེའི་དོན་ཇི་ལྟ་བུར་འཚལ་བར་བགྱི་། བཅོམ་ལྡན་འདས་ཀྱིས་བསྟན་དུ་གསོལ་། བདེ་བར་གཤེགས་པ་བསྟན་དུ་གསོལ་།	T07n0220d_551:0840b09_2	世尊！ 云何令我解佛所說甚深義趣？
T02D1803:83a-6	བཅོམ་ལྡན་འདས་དབེན་པའམ་སྟོང་པ་ཉིད་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་མངོན་པར་རྫོགས་པར་འཚང་མི་རྒྱལ་། བཅོམ་ལྡན་འདས་དབེན་པ་དང་། སྟོང་པ་ཉིད་ལས་གུད་ན་ཆོས་གང་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་མངོན་པར་རྫོགས་པར་སངས་རྒྱས་པའམ་། མངོན་པར་རྫོགས་པར་འཚང་རྒྱ་བའམ་།	T07n0220d_551:0840b07_5	世尊！ 非空、遠離能證無上正等菩提，非離空、遠離有別法可得能證無上正等菩提。
T02D1803:83a-13	དེ་སྐད་ཅེས་གསོལ་པ་དང་། བཅོམ་ལྡན་འདས་ཀྱིས་ཚེ་དང་ལྡན་པ་རབ་འབྱོར་ལ་འདི་སྐད་ཅེས་བཀའ་སྩལ་ཏོ་༎	T07n0220d_551:0840b10_1	」佛告善現：
T02D1803:83a-14	རབ་འབྱོར་དེ་ཇི་སྙམ་དུ་སེམས་།	T07n0220d_551:0840b10_7	「於意云何？
T02D1803:83a-15	སེམས་ཅན་རྣམས་ནི་ཡུན་རིང་པོ་ནས་ངར་འཛིན་པ་དང་། ང་ཡིར་འཛིན་པ་ལ་སྤྱོད་དམ་།	T07n0220d_551:0840b11_2	有情長夜有我、我所，心執我、我所不？
T02D1803:83a-16	རབ་འབྱོར་གྱིས་གསོལ་པ་།	T07n0220d_551:0840b11_8	」善現答言：
T02D1803:83a-17	བཅོམ་ལྡན་འདས་དེ་དེ་བཞིན་ནོ་༎	T07n0220d_551:0840b11_12	「如是！ 世尊！
T02D1803:83a-18	བདེ་བར་གཤེགས་པ་དེ་དེ་བཞིན་ཏེ་།	T07n0220d_551:0840b11_18	如是！ 善逝！
