src_segmentnr	src_original	tgt_segmentnr	tgt_original
K03psp_4u:3931	 tatra khalu bhagavān āyuṣmantaṃ subhūtim āmantrayate sma:	T07n0220d_562:0900b27_20	」爾時，世尊讚善現曰：
K03psp_4u:3932	 sādhu sādhu subhūte pratibhāntu te subhūte yathāpīdaṃ buddhānubhāvena,	T07n0220d_562:0900b28_1	「善哉！ 善哉！ 汝今乃能為諸菩薩善說法要。 汝之所說承佛威神，一切如來隨喜汝說。
K03psp_4u:3933	 evaṃ khalu subhūte bodhisattvo mahāsattvaḥ sarvadharmatathatāyāṃ prabhāvyamānāyāṃ  yasya bodhisattvasya mahāsattvasya cittan nāvalīyate na saṃlīyate na vipratisārī  bhavati mānasaṃ nottrasyati na saṃtrasyati na saṃtrāsam āpadyate,  niryāsyaty ayaṃ bodhisattvo mahāsattvo 'nuttarāyāṃ samyaksaṃbodhau.	T07n0220d_562:0900c03_12	若諸菩薩於法真如無差別相深生信解，聞說如是諸法真如，不驚、不怖亦不沈沒，是諸菩薩疾證無上正等菩提，定無退轉。
K03psp_4u:3937	 atha khalv āyuṣmāñ śāriputro bhagavantam etad avocat:	T07n0220d_562:0900c04_2	」時，舍利子便白佛言：
K03psp_4u:3938	 katamayā bhagavan bodhyā niryāsyati bodhisattvo mahāsattvaḥ?	T07n0220d_562:0900c05_1	「若諸菩薩成就此法，定證無上正等覺耶？
K03psp_4u:3941	 atha khalv āyuṣmān subhūtir bhagavantam etad avocat:	T07n0220d_562:0900c06_19	」爾時，善現便白佛言：
K03psp_4u:3942	 niryātukāmena bhagavan bodhisattvena mahāsattvenānuttarāyāṃ samyaksaṃbodhau kathaṃ sthātavyam?	T07n0220d_562:0900c07_12	「若諸菩薩欲證菩提，應云何住？ 應云何學？
K03psp_4u:3943	 bhagavān āha:	T07n0220d_562:0900c08_2	」佛告善現：
K03psp_4u:3944	 iha subhūte bodhisattvena mahāsattvenānuttarāṃ samyaksaṃbodhim abhisaṃboddhukāmena sattvānām antike samacittatāyāṃ sthātavyaṃ,	T07n0220d_562:0900c11_15	「若諸菩薩欲證菩提，於諸有情應平等住，謂於彼類應起等心、慈心、悲心、喜心、捨心、不異心、謙下心、利益心、安樂心、無瞋惱心、如父母心，亦以此心應與其語。
K03psp_4u:4689	 sa khalu punaḥ subhūte bodhisattvo mahāsattva evaṃ sthitaḥ svakāyāṃ bhūmāv,  aparapratyayaḥ svakāyāṃ bhūmāv,  anavamardanīyaḥ svakāyāṃ bhūmau. tat kasya hetoḥ?	T07n0220d_562:0902c08_3	不安住自地，不隨他緣，於自地法無能壞者。 「所以者何？
K03psp_4u:4692	 tathā hi subhūte 'vinivartanīyo bodhisattvo mahāsattva evaṃ sthito 'saṃhāryeṇa jñānena samanvāgato bhavati.	T07n0220d_562:0902c10_1	是諸菩薩成就無動無退轉智，一切惡緣不能傾動，其心堅固踰於金剛。
