src_segmentnr	src_original	tgt_segmentnr	tgt_original
K10divyav_u:26	 001.014. katame pañca?	T14n0550_001:0865c12_16	何等為五？
K10divyav_u:27	 raktaṃ puruṣaṃ jānāti,  viraktaṃ jānāti/	T14n0550_001:0865c13_6	一者、能知人所愛樂； 二者、能知人不愛樂；
K10divyav_u:29	 001.015. kālaṃ jānāti,  ṛtuṃ jānāti/	T14n0550_001:0865c14_1	三者、知時； 四者、能知時中微細；
K10divyav_u:31	 001.015. garbhamavakrāntaṃ jānāti/	T14n0550_001:0865c14_21	五者、能知入胎藏事。
K10divyav_u:32	 001.016. yasya sakāśād garbhamavakrāmati taṃ jānāti/  001.017. saceddārako bhavati,  dakṣiṇaṃ kukṣiṃ niśritya tiṣṭhati/  001.017. saceddārikā bhavati,  vāmaṃ kukṣiṃ niśritya tiṣṭhati/	T14n0550_001:0865c17_7	入胎藏事者，謂入胎時能知所生是男是女，若是男者於胎藏中依右而住，若是女者於胎藏中依左而住。
K10divyav_u:38	 001.018. sā āttamanāttamanāḥ svāmina ārocayati--diṣṭyā āryaputra vardhasva/	T14n0550_001:0865c18_2	是時，其妻心生歡喜，謂夫主言：
K10divyav_u:39	 001.018. āpannasattvāsmi saṃvṛttā/  001.020. jāto me syānnāvajātaḥ/  001.021. kṛtyāni me kurvīt/  001.021. bhṛtaḥ pratibibhṛyāt/  001.021. dāyādyaṃ pratipadyeta/  001.021. kulavaṃśo me cirasthitiko bhaviṣyati/	T14n0550_001:0865c20_1	「君應當知，我觀于今所懷聖子，胎藏分位漸增成長，依右而住，其後當生決定是男。
K10divyav_u:48	 001.022. asmākaṃ cāpyatītakālagatānāmalpaṃ vā prabhūtaṃ vā dānāni dattvā puṇyāni kṛtvā dakṣiṇāmādeśayiṣyati--idaṃ tayoryatratatropapannayorgacchatoranugacchatviti/	T14n0550_001:0865c20_12	」夫主聞已，加復欣悅。 時商主妻其身輕舉，乃舒右臂，即作是言： 「我久時中希求子息，願見子面，今所懷子，若生未生我今宜應營作福事。 」即召主執： 「聚以珍財隨力行施，令我種族久住昌盛。 何以故？ 我於前世，若少若多隨行布施作福事已，於今生中施名不墜，亦復生生隨逐不失。
K10divyav_u:49	 001.024. āpannasattvāṃ ca tāṃ viditvā upariprasādatalagatāmayantritāṃ dhārayati śīte	T14n0550_001:0865c28_10	」爾時，商主之妻胎藏漸成，預知其相，處于高閣安隱之所，善養護之。
K10divyav_u:50	 śītopakaraṇairuṣṇa uṣṇopakaraṇairvaidyaprajñaptairāhārair nātitiktair nātyamlair	T14n0550_001:0866a02_2	寒即隨寒而妙資養，熱即隨熱而妙資養，方藥攝治飲食順度，苦醋甘辛鹹淡之味悉無過極，六味調勻離諸愆失。
