src_segmentnr	src_original	tgt_segmentnr	tgt_original
T07yabhkvyu:13876	 na biṃbasaṃtānabhūtaṃ pratibimbam.  ādarśasaṃbaddhatvāt.  ādarśarūpavat.	T07D4091:135b-5	གཟུགས་ལ་ནི་གཟུགས་བརྙན་གྱི་རྒྱུན་དུ་གྱུར་པ་མེད་ཀྱི་མེ་ལོང་གི་རྒྱུན་ལ་ཡོད་པའི་ཕྱིར་རོ་༏
T07yabhkvyu:13879	 sahabhāvāc ca.  bimbasamānakālarūpāntaravat.  tad evaṃ yathā maraṇabhavasyopapattibhavaḥ saṃtānabhūtaḥ.	T07D4091:135b-6	། ཅིག་ཅར་དུ་ཡོད་པའི་ཕྱིར་འཆི་བ་དང་སྐྱེ་བའི་སྲིད་པ་ཇི་ལྟ་བ་བཞིན་དུ་ནི་མ་ཡིན་ནོ་༎
T07yabhkvyu:13882	 naivaṃ bimbasya pratibimbakam iti.  sādhanānanvitaḥ pratibimbakadṛṣṭāntaḥ.  vrīhisaṃtānapaścāttararūpadṛṣṭāntas tu svasaṃtānapūrvarūpasaṃtānabhūta iti.  tasmād asāmyaṃ dṛṣṭāntasya pratibiṃbasya ceti.	T07D4091:135b-7	རྒྱུན་ལ་རྒྱུན་མི་འཆད་པར་ཡུལ་གཞན་དག་ཏུ་འབྱུང་བར་བརྗོད་གྱི་རྒྱུན་མ་ཡིན་པ་ནི་མ་ཡིན་པས་གཟུགས་བརྙན་གྱི་དཔེ་ནི་འདྲ་བ་མ་ཡིན་ནོ་༎
T07yabhkvyu:13886	 dvayodayād	T07D4091:135b-8	གཉིས་ལས་འབྱུང་ཕྱིར་།
T07yabhkvyu:13888	 dvayenodayo dvayodayaḥ.  tasmād bimbāc cādarśāc cety arthaḥ.  yat pradhānaṃ kāraṇam ādarśādi.  tad āśrityotpadyate pratibimbaṃ.	T07D4091:135b-9	གཟུགས་དང་མེ་ལོང་དང་རྒྱུ་གཉིས་ལས་གཟུགས་བརྙན་འབྱུང་བར་འགྱུར་བ་ལ་།
T07yabhkvyu:15792	 tena saṃprayuktas tasya vā saṃsparśasyādhivacanasaṃsparśaḥ.	T07D4091:141b-19	དེ་ནི་ལྷག་མ་ལ་དམིགས་པས་དེའི་ཚིག་བླ་དགས་ཀྱི་རེག་པ་ཞེས་བྱའོ་ཞེས་གྲག་གོ་༎ ཡང་རེག་པ་དྲུག་པོ་དེ་དག་ཉིད་གསུམ་དུ་འགྱུར་ཏེ་།
T07yabhkvyu:15793	 tena cāyaṃ dvitīyaḥ saṃsparśaḥ saṃprayogaprabhāvita ity ucyate.  (III.31) vidyāvidyetarasparśā  iti.  vidyāvidyetaraś ca vidyāvidyetare.	T07D4091:141b-21	རིག་དང་མ་རིག་དང་གཞན་རེག་། རིག་པའི་རེག་པ་དང་། མ་རིག་པའི་རེག་པ་དང་། དེ་གཉིས་ལས་གཞན་པ་རིག་པ་ཡང་མ་ཡིན་མ་རིག་པ་ཡང་མ་ཡིན་པའི་རེག་པའོ་༎
T07yabhkvyu:15801	 vidyety anāsravā prajñā.	T07D4091:141b-24	རིག་པའི་རེག་པ་ནི་ཟག་པ་མེད་པའི་རེག་པའོ་༎
T07yabhkvyu:15802	 avidyā kliṣṭam ajñānam.	T07D4091:141b-25	མ་རིག་པའི་རེག་པ་ནི་ཉོན་མོངས་པ་ཅན་གྱི་རེག་པ་སྟེ་།
T07yabhkvyu:15803	 naivavidyānāvidyā yā kuśalasāsravā yā cānivṛtāvyākṛtā prajñā.  [Tib.296a] tatsaṃprayuktā ete yathākramaṃ saṃsparśā veditavyāḥ.	T07D4091:141b-26	རིག་པ་དང་མ་རིག་པ་དང་ལྡན་པའི་ཕྱིར་རོ་༎ ལྷག་མ་ནི་གཉི་ག་དང་མཚུངས་པར་མི་ལྡན་པའི་ཕྱིར་རིག་པ་ཡང་མ་ཡིན་མ་རིག་པ་ཡང་མ་ཡིན་པའི་རེག་པའོ་༎ ལྷག་མ་ཡང་གང་ཞིག་ཅེ་ན་། དགེ་བ་ཟག་པ་དང་བཅས་པ་དང་མ་བསྒྲིབས་ལ་ལུང་དུ་མ་བསྟན་པའོ་༎
