src_segmentnr	src_original	tgt_segmentnr	tgt_original
K08kasyparu:10	 katame catvāraḥ yaduta agauravo bhavati dharme ca dharmabhāṇake ca /  dharmamātsaraḥ  1 ca bhavati / dharmācāryamuṣṭiñ ca karoti dharmakāmānañ ca pudgalānāṃ dharmāntarāyaṃ karoti /  vicchandayati  2 vikṣipati / na deśayati /	T16n0659_007:0276b07_10	何謂為四？ 於佛正法無尊重心，亦不恭敬是說法者； 慳嫉正法，設有人來求正法者而不為說；
K08kasyparu:1026	 śvāno yathā leṣṭuna  5 trāsyamāno anudhāvate leṣṭu na yena kṣiptaṃ em ev' ih' eke śramaṇā dvijā vā  rūpādibhītā vanavāsam āśritā / //  fol. 56r (KP-SI P/2)	T16n0659_007:0280b26_14	從天上墮，終不得脫於三惡道——所謂地獄、畜生、餓鬼——是名沙門如狗逐塊。
K08kasyparu:1036	 4 ākruṣṭa nākrośati tāḍitas tathā na paṃsitaḥ  5 paṃsayate ca kecit* na bhaṇḍito bhaṇḍayate tathānyā na roṣito roṣayate ca sūrataḥ 5 ādhyātma cittaṃ pratipakṣataś  fol. 56v (KP-SI P/2)	T16n0659_007:0280b29_8	若有沙門為人所罵而不加報，打害、瞋毀亦不報之，但自內責、求伏於心，作如是觀： 『罵者是誰？
K08kasyparu:1040	 na śvānatulya kathito jinena / 6 //   108 tadyathāpi nāma  2 kāśyapa kuśalo aśvadamakasūto /  yatra yatra pṛthivīpradeśe aśva skhalati /  utkuṃbhati vā khaḍuṃkakriyā vā karoti /	T16n0659_007:0280c01_12	打者、害者、毀者、瞋者亦復是誰？ 』是名沙門不如於彼逐塊癡狗。
K08kasyparu:105	 fol. 6v (KP-SI P/2)  1 kāśyapa dharmaiḥ samanvāgato bodhisatvaḥ aparihāṇadharmo bhavati viśeṣagāmitāyai :	T16n0659_007:0276c05_17	具有四法，菩薩摩訶薩生生世世增長善根，轉勝明淨，不復退失。
K08kasyparu:1050	 yathāśvasūta kuśalo bhaveta skhalitaṃ ca aśvaṃ samabhigraheti /	T16n0659_007:0280c03_4	如調馬師，馬若𢤱悷即為制伏；
K08kasyparu:1052	 1 yogī tathā cittavikāra dṛṣṭvā tathā nigṛhṇāti yathā na kupyati / //	T16n0659_007:0280c04_3	行者亦爾，隨心所向則能收攝，不令放逸。
K08kasyparu:1053	  109 tadyathāpi nāma kāśyapa galagraha sarvendriyāṇāṃ  2 graho bhavati jīvitendriyasyoparodhe vartate /	T16n0659_007:0280c04_8	「善男子！ 譬如有人咽喉閉塞則能斷命；
K08kasyparu:1055	 evam eva kāśyapa sarvadṛṣṭigatānām ātmagrāho dharmajīvitendriyasyoparodhena	T16n0659_007:0280c05_8	如是，善男子！ 一切諸見，唯有我見則能斷於智慧命根。
K08kasyparu:1059	  110 tadyathāpi nāma kāśyapa puruṣo yato yataḥ	T16n0659_007:0280c07_3	譬如有人隨所縛處而求解脫；
K08kasyparu:1066	 2 evaṃ yahiṃ sajjati mūḍhacittaṃ tatas tato yogina mocanīyam* //	T16n0659_007:0280c07_19	隨心所著當應求解。
K08kasyparu:1067	  111 dvāv imau kāśyapa pravrajitasyākāśapaligodhau /	T16n0659_007:0280c08_2	「善男子！ 出家之人則有二種不淨污心。
K08kasyparu:1068	 3 katamau dvau /	T16n0659_007:0280c09_1	何謂為二？
K08kasyparu:107	 katamaiś caturbhiḥ suśrutaṃ	T16n0659_007:0276c06_2	何謂為四？
K08kasyparu:108	 2 paryeṣate na duśrutaṃ /  yaduta ṣaṭpāramitābodhisatvapiṭakaparyeṣṭi śvasadṛśaś ca bhavati nirmānatayā	T16n0659_007:0276c07_17	捨離一切不淨之法，勤求一切清淨正法，夫正法者，所謂六波羅蜜菩薩法藏； 於諸眾生心無憍慢，猶若家犬；
K08kasyparu:110	 3 sarvasatveṣu dharmalābhasaṃtuṣṭaś ca bhavati /  sarvamithyājīvaparivarjitaḥ āryavaṃśasaṃtuṣṭaḥ nāpatāyā	T16n0659_007:0276c10_1	如法受施而自知量，捨離一切諸邪慢等，安心知足住於聖種；
K08kasyparu:1110	 2 katamau dvau /	T16n0659_007:0280c17_1	何謂為二？
K08kasyparu:1111	 paradoṣapratyavekṣanatā ca svadoṣapraticchādanatā cetīme kāśyapa dvau pravrajitasya vraṇau	T16n0659_007:0280c17_17	一者、求顯他過，二者、自覆其罪。
K08kasyparu:1112	 3 tatredam ucyate 6 //  vṛṇute ca svakā doṣā pari doṣāś ca vīkṣate /  viṣāgnitulyo dvāv etau vraṇau tyajyau parīkṣakaiḥ //  4  117 dvāv imau kāśyapa pravrajitasya paridāghau katamau dvau /  yaduta sakaṣāyasya ca kāṣāyadhāraṇaṃ śīlavantā guṇavantā  5 cāntikād upasthānaparicaryāsvīkaraṇaṃ cetīme kāśyapa dvau pravrajitasya paridāghau /	T16n0659_007:0280c18_4	「又，出家人二種燒熱。
K08kasyparu:112	 4 cāpatyā na parāṃś codayati /  na ca doṣāntaraskhalitagaveṣī bhavati /	T16n0659_007:0276c10_15	不說他人罪過虛實，不求人短。
K08kasyparu:1128	 5 glānye ukte jinenāpratipudgalena //   119 dvāv imau kāśyapa pravrajitasya acikitsauo gailānyau /	T16n0659_007:0280c20_2	「又，出家人有二種病。
K08kasyparu:1130	 katamau dvau /	T16n0659_007:0280c20_7	何謂為二？
