src_segmentnr	src_original	tgt_segmentnr	tgt_original
K12vjviddhu:10	 siddhānāñcāvināśanakaraṃ [sarvakāmapradānakaraṃ] sarvasattvānāṃ rakṣaṇakaraṃ śāntikaṃ	K12D0750=D0949_H0693:285b-9	མ་གྲུབ་པ་རྣམས་གྲུབ་པར་བྱེད་པ་། གྲུབ་པ་རྣམས་ཆུད་མི་ཟ་བར་བྱེད་པ་། འདོད་པ་ཐམས་ཅད་རབ་ཏུ་སྦྱིན་པ་། སེམས་ཅན་ཐམས་ཅད་སྲུང་བ་། ཞི་བ་། རྒྱས་པ་།
K12vjviddhu:11	 pauṣṭikaṃ sarvasattvānāñca stambhanakaraṃ sarvasattvānāṃ ca mohanakaram imaṃ mantraṃ  mahāvalaṃ buddhānubhāvena yakṣendro vajrapāṇiḥ pratyabhāṣat /	K12D0750=D0949_H0693:285b-14	སེམས་ཅན་ཐམས་ཅད་རངས་པར་བྱེད་པ་། རྨུགས་པར་བྱེད་པའི་གསང་སྔགས་ཀྱི་མཐུ་ཆེན་པོ་འདི་སངས་རྒྱས་ཀྱི་མཐུས་ལག་ན་རྡོ་རྗེས་རབ་ཏུ་སྨྲས་སོ་༎
K12vjviddhu:13	 om namo ratnatrayāya /  namaścaṇḍavajrapāṇaye /	K12D0750=D0949_H0693:285b-16	ན་མོ་རཏན་ཏྲ་ཡའ་ཡ་། ན་མ་ཤཙནད་བཛྲ་པའ་ན་ཡེ་།
K12vjviddhu:15	 mahāyakṣasenāpataye /	K12D0750=D0949_H0693:285b-18	མ་ཧའ་ཡཀཤ་སེ་ནའ་པ་ཏ་ཡེ་།
K12vjviddhu:16	 tadyathā - om truṭa truṭa troṭaya troṭaya sphuṭa sphuṭa sphoṭaya sphoṭaya ghurṇa ghurṇa ghurṇāpaya (Vvdh_162)	K12D0750=D0949_H0693:285b-19	ཏདྱ་ཐའ་། ཨཨོམ་ཏྲ་ཏ་ཏྲ་ཏ་། ཏྲོ་ཏ་ཡ་ཏྲོ་ཏ་ཡ་། སཕུ་ཏ་སཕུ་ཏ་། སཕོ་ཏ་ཡ་སཕོ་ཏ་ཡ༏་གྷའུརནའ་གྷའུརནའ་། གྷའུརནནའ་པ་ཡ་གྷའུརནའ་པ་ཡ་།
K12vjviddhu:17	 ghurṇāpaya sarvasattvānāṃ vibodhaya vibodhaya sambodhaya sambodhaya bhrama bhrama	K12D0750=D0949_H0693:285b-24	སརྦ་སཏབ༹་ན་།
K12vjviddhu:2	 om namo bhagavatyai āryavajravidāraṇāyai /  evaṃ mayā śrutamekasmin samaye bhagavān vajreṣu viharati sma /  sarvaśarīraṃ vajramayamadhiṣṭhāya vajrapāṇiśca buddhānubhāvena vajrasamādhiṃ samāpannaḥ /	K12D0750=D0949_H0693:285a-5	འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་གཅིག་ན་། བཅོམ་ལྡན་འདས་རྡོ་རྗེ་ལ་བཞུགས་ཏེ་། སངས་རྒྱས་ཀྱིས་མཐུས་ལག་ན་རྡོ་རྗེས་ལུས་ཐམས་ཅད་རྡོ་རྗེར་བྱིན་གྱིས་བརླབས་ནས་རྡོ་རྗེའི་ཏིང་ངེ་འཛིན་ལ་སྙོམས་པར་ཞུགས་སོ་༎
K12vjviddhu:5	 tato vajrapāṇiḥ [sarva]buddhānubhāvena sarvabuddhādhiṣṭhānaṃ [sarvabodhisattvādhiṣṭhā]nañca mahākrodhasambhūtaṃ vajrasāramabhāṣate sma /  acchedyamabhedyaṃ satyaṃ dṛḍhaṃ sthiraṃ sarvatrāpratihataṃ sarvatrāparājitaṃ sarvasattvavidrāvaṇakaraṃ	K12D0750=D0949_H0693:285a-8	དེ་ནས་ལག་ན་རྡོ་རྗེ་སངས་རྒྱས་ཀྱི་མཐུ་དང་། སངས་རྒྱས་ཀྱི་བྱིན་གྱི་རླབས་དང་། བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ཀྱི་བྱིན་གྱི་རླབས་ཀྱིས་རྡོ་རྗེ་ཁྲོ་བོ་ལས་བྱུང་བ་རྡོ་རྗེ་སྙིང་པོས་རབ་ཏུ་སྨྲས་ཏེ་། མི་ཐུབ་པ་། མི་ཆོད་པ་། མི་ཤིགས་པ་། བདེན་པ་། སྲ་བ་། བརྟན་པ་། ཐམས་ཅད་དུ་ཐོགས་པ་མེད་པ་། ཐམས་ཅད་དུ་མ་ཕམ་པ་།
K12vjviddhu:7	 sarvasattvotsādanakaraṃ sarvavidyācchedanakaraṃ sarvavidyāstambhanakaraṃ sarvakarmavidhvaṃsanakaraṃ	K12D0750=D0949_H0693:285a-15	སེམས་ཅན་ཐམས་ཅད་སྐྲག་པར་བྱེད་པ་། སེམས་ཅན་ཐམས་ཅད་འཇིལ་བར་བྱེད་པ་། རིག་༄༢༨༥བ་སྔགས་ཐམས་ཅད་གཅོད་པར་བྱེད་པ་། རིག་སྔགས་ཐམས་ཅད་གནོན་པར་བྱེད་པ་། ལས་ཐམས་ཅད་འཇོམས་པར་བྱེད་པ་། གཞན་གྱི་ལས་ཐམས་ཅད་འཇིག་པར་བྱེད་པ་།
K12vjviddhu:8	 sarvakarmavidrāvaṇakaraṃ sarvagrahotsādanakaraṃ sarvagrahavimokṣaṇakaraṃ sarvabhūtākarṣaṇakaraṃ	K12D0750=D0949_H0693:285b-4	གདོན་ཐམས་ཅད་བརླག་པར་བྱེད་པ་། གདོན་ཐམས་ཅད་ལས་ཐར་པར་བྱེད་པ་། འབྱུང་པོ་ཐམས་ཅད་འགུགས་པར་བྱེད་པ་། འབྱུང་པོ་ཐམས་ཅད་ཚར་གཅོད་པ་།
K12vjviddhu:9	 [sarvabhūtanigrahaṇakaraṃ] sarvavidyāmantrakarmaparāyaṇakaraṃ asiddhānāṃ siddhakaraṃ	K12D0750=D0949_H0693:285b-8	རིག་སྔགས་ཀྱི་ལས་ཐམས་ཅད་བྱེད་དུ་འཇུག་པ་།
