src_segmentnr	src_original	tgt_segmentnr	tgt_original
K01D0001-3_H0001-3:166b-10	གླང་པོ་ཆེ་དང་། རྟ་དང་། རྔ་མོ་དང་། བོང་བུ་དང་། དྲེའུ་རྣམས་ནི་། རྒྱལ་པོ་ལ་དབུལ་བར་བྱའོ་༎	T54n2125_004:0230c01_11	若甲鎧之類，亦入國王家。
K01D0001-3_H0001-3:166b-12	བ་ལང་དང་། མ་ཧེ་དང་། ར་དང་། ལུག་རྣམས་ནི་། ཕྱོགས་བཞིའི་དགེ་སློང་གི་དགེ་འདུན་གྱི་ཕྱིར་སྤྱིར་གཞག་སྟེ་། མི་བགོའོ་༎ འཐབ་སྟན་དང་། གོ་ཆ་དང་། གཞན་ཡང་། རྒྱལ་པོ་ལ་འོས་པ་གང་ཡིན་པ་དེ་ཐམས་ཅད་ནི་།	T54n2125_004:0230c03_4	雜兵刃等，可打作針錐刀子及錫杖頭，行與現前僧伽縱不普遍從大者行。
K01D0001-3_H0001-3:166b-20	ཚོན་རྩི་ཆེན་པོ་གང་ཀུས་དང་། མཚལ་དང་། མཐིང་ཤིང་ལ་སོགས་པ་དེ་དག་ནི་། སྐུའི་གཟུགས་བརྙན་གྱི་དྲི་གཙང་ཁང་དུ་གཞག་པར་བྱའོ་༎ ཐོད་ལེ་ཀོར་དང་། བཙག་དང་། རམས་ནི་། དགེ་འདུན་གྱིས་བགོ་བར་བྱའོ་༎	T54n2125_004:0230c04_14	若上彩色又黃朱碧青綠等物，應入佛堂擬供像用。 白土赤土及下青色，現前應分。
K01D0001-3_H0001-3:166b-24	ཆང་ནི་། ཡོངས་བླུགས་ལས་དོང་དུ་གཞུག་པར་བྱ་སྟེ་། ཚར་གྱུར་ན་ལོངས་སྤྱད་པར་བྱའོ་༎	T54n2125_004:0230c06_10	若酒欲酸，可埋於地，待成醋已僧應食之。
K01D0001-3_H0001-3:166b-26	ཚར་མ་གྱུར་ན་དོར་བར་བྱའོ་༎	T54n2125_004:0230c07_6	若現是酒，應可傾棄，不合酤賣。 佛言：
K01D0001-3_H0001-3:166b-27	དགེ་སློང་དག་།	T54n2125_004:0230c07_15	「汝諸苾芻！
K01D0001-3_H0001-3:166b-7	དགེ་འདུན་གྱིས་མི་བསྒྱུར་ཏེ་། ཅི་རིགས་པ་ཞིག་བླངས་ནས་ཅི་བདེ་བར་གཏང་བར་བྱའོ་༎ རྐང་བཞི་པ་རྣམས་ལས་།	T54n2125_004:0230b28_19	牛羊入四方僧，不應分也。
K01D0001-3_H0001-3:167a-0	ང་༄༡༦༧ཨ་༌༎ སྟོན་པ་ཡིན་པར་ཁས་ལེན་པ་རྣམས་ཀྱི་ཆང་མི་སྦྱིན་ཞིང་། ཐ་ན་རཙབ༹་མཆོག་གིས་ཀྱང་མི་བཏུང་ངོ་༎	T54n2125_004:0230c09_7	若有依我出家，不得將酒與他及以自飲，乃至不合茅尖渧酒瀝置口中。
K01D0001-3_H0001-3:167a-10	ཆོས་ཀྱི་གང་ཡིན་པ་དེས་ནི་། སངས་རྒྱས་ཀྱི་གསུང་བྲི་བར་བྱའོ་༎ སེང་གེའི་ཁྲི་བརྒྱན་པར་བྱའོ་༎	T54n2125_004:0230c15_3	法物可書佛經并料理師子座，入僧者現前應分。
K01D0001-3_H0001-3:167a-13	དགེ་འདུན་གྱི་གང་ཡིན་པ་དེ་ནི་། དགེ་སློང་རྣམས་ཀྱིས་བགོ་བར་བྱའོ་༎	T54n2125_004:0230c16_4	若寶等所成床榻之屬，應須出賣，現前應分。 木所成者，入四方僧伽。
K01D0001-3_H0001-3:167a-15	གླེགས་བམ་རྣམས་ལས་སངས་རྒྱས་ཀྱི་གསུང་རབ་ཀྱི་གླེགས་བམ་རྣམས་ནི་། མི་བགོ་བར་ཕྱོགས་བཞིའི་དགེ་སློང་གི་དགེ་འདུན་གྱི་ཆེད་དུ་སྤྱིར་མཛོད་དུ་བཞུགས་པར་བྱའོ་༎	T54n2125_004:0230c18_3	所有經典章疏皆不應分，當納經藏四方僧共讀。
K01D0001-3_H0001-3:167a-17	ཕྱི་རོལ་པའི་བསྟན་བཅོས་ཀྱི་གླེགས་བམ་རྣམས་ནི་། བཙོངས་ལ་བགོ་བར་བྱའོ་༎ ཆགས་རྒྱ་ནི་།	T54n2125_004:0230c18_14	其外書賣之，現前應分。
K01D0001-3_H0001-3:167a-20	མྱུར་དུ་འགྲུབ་པར་ནུས་པ་གང་ཡིན་པ་དེ་ནི་། རྫས་འགེད་པའི་ཚེ་དགེ་སློང་རྣམས་ཀྱིས་བགོ་བར་བྱའོ་༎	T54n2125_004:0230c19_14	所有券契之物，若能早索得者，即可分之；
K01D0001-3_H0001-3:167a-22	མི་ནུས་པ་གང་ཡིན་པ་དེ་ནི་། ཕྱོགས་བཞིའི་དགེ་སློང་གི་དགེ་འདུན་གྱི་ཆེད་དུ་སྤྱིར་མཛོད་དུ་གཞག་པར་བྱའོ་༎	T54n2125_004:0230c20_16	如不能者，券當貯庫，後時索得充四方僧用。
K01D0001-3_H0001-3:167a-24	གསེར་དང་། དབྱིག་དང་། གཞན་ཡང་རྡུངས་སུ་བྱས་པ་དང་། རྡུངས་སུ་མ་བྱས་པ་གང་ཡིན་པ་དེ་ནི་།	T54n2125_004:0230c21_17	若諸金銀及成未成器貝齒諸錢，並分為三分：
K01D0001-3_H0001-3:167a-3	ནད་ཁང་རུང་བར་གཞག་པར་བྱ་ཞིང་། དེ་ནས་དགེ་སློང་རྣམས་ཀྱིས་ལོངས་སྤྱད་པར་བྱའོ་༎	T54n2125_004:0230c12_15	諸有雜藥之屬，應安淨庫以供病者隨意通用。
K01D0001-3_H0001-3:167a-5	རིན་པོ་ཆེ་རྣམས་ལས་མུ་ཏིག་མ་གཏོགས་པར་ནོར་བུ་དང་། བེཨེ་དའུརྱ་དང་། དུང་ག-ཡས་སུ་འཁྱིལ་བ་ལ་སོགས་པ་ནི་། ཆ་གཉིས་སུ་བྱས་ཏེ་།	T54n2125_004:0230c13_9	諸有珍寶珠玉，分為二分：
K01D0001-3_H0001-3:167a-7	གཅིག་ནི་། ཆོས་ལའོ་༎ གཅིག་ཤོས་ནི་། དགེ་འདུན་ལའོ་༎	T54n2125_004:0230c13_19	一分入法、一分入僧。
