src_segmentnr	src_original	tgt_segmentnr	tgt_original
K12Dx_H0662:486a-12	སྤྱན་རས་གཟིགས་དབང་ཐུགས་རྗེ་ཆེ་ལ་ཕྱག་འཚལ་ལོ་༎ བདག་གིས་སེམས་ཅན་ཐམས་ཅད་མྱུར་དུ་སྒྲོལ་བར་ཤོག་། སྤྱན་རས་གཟིགས་དབང་ཐུགས་རྗེ་ཆེ་ལ་ཕྱག་འཚལ་ལོ་༎	T20n1064_001:0115c04_0	南無大悲觀世音　　願我速度一切眾
K12Dx_H0662:486a-15	བདག་གིས་ཐབས་མཁས་པ་དག་མྱུར་དུ་ཐོབ་པར་ཤོག་། སྤྱན་རས་གཟིགས་དབང་ཐུགས་རྗེ་ཆེ་ལ་ཕྱག་འཚལ་ལོ་༎	T20n1064_001:0115c05_0	南無大悲觀世音　　願我早得善方便 南無大悲觀世音　　願我速乘般若船
K12Dx_H0662:486a-17	བདག་གི་མྱུར་དུ་ཤེས་རབ་གྲུ་ཡིས་སྒྲོལ་བར་ཤོག་། སྤྱན་རས་གཟིགས་དབང་ཐུགས་རྗེ་ཆེ་ལ་ཕྱག་འཚལ་ལོ་༎ བདག་ནི་མྱུར་དུ་སྡུག་བསྔལ་མཚོ་ལས་འདའ་བར་ཤོག་།	T20n1064_001:0115c07_0	南無大悲觀世音　　願我早得越苦海
K12Dx_H0662:486a-20	སྤྱན་རས་གཟིགས་དབང་ཐུགས་རྗེ་ཆེ་ལ་ཕྱག་འཚལ་ལོ་༎ བདག་ནི་མྱུར་དུ་ཚུལ་ཁྲིམས་རྐང་གི་ལམ་ཐོབ་ཤོག་།	T20n1064_001:0115c08_0	南無大悲觀世音　　願我速得戒定道
K12Dx_H0662:486a-8	སྤྱན་རས་གཟིགས་དབང་ཕྱུག་ཐུགས་རྗེ་ཆེན་པོ་ལ་ཕྱག་འཚལ་ལོ་༎ བདག་གིས་ཆོས་རྣམས་ཐམས་ཅད་མྱུར་དུ་རྟོགས་པར་ཤོག་། སྤྱན་རས་གཟིགས་དབང་ཐུགས་རྗེ་ཆེ་ལ་ཕྱག་འཚལ་ལོ་༎ བདག་གིས་ཡེ་ཤེས་མིག་ནི་མྱུར་དུ་ཐོབ་པར་ཤོག་།	T20n1064_001:0115c02_0	南無大悲觀世音　　願我速知一切法 南無大悲觀世音　　願我早得智慧眼
K12Dx_H0662:486b-0	སྤྱན་རས་༄༤༨༦བ་གཟིགས་དབང་ཐུགས་རྗེ་ཆེ་ལ་ཕྱག་འཚལ་ལོ་༎ བདག་ནི་མྱུར་དུ་མྱ་ངན་འདའ་བའི་རི་འཛེག་ཤོག་། སྤྱན་རས་གཟིགས་དབང་ཐུགས་རྗེ་ཆེ་ལ་ཕྱག་འཚལ་ལོ་༎ བདག་ནི་མྱུར་དུ་འདུས་མ་བྱས་ཀྱི་ཁྱིམ་ཕྱིན་ཤོག་།	T20n1064_001:0115c09_0	南無大悲觀世音　　願我早登涅槃山 南無大悲觀世音　　願我速會無為舍
K12Dx_H0662:486b-10	སེམས་ཅན་དམྱལ་བར་བདག་སོང་ན་༎ སེམས་ཅན་དམྱལ་བ་རང་སྐམས་ཤོག་།	T20n1064_001:0115c14_0	我若向地獄　　地獄自枯竭
K12Dx_H0662:486b-12	བདག་ནི་ཡི་དབ༹གས་གནས་སོང་ན་༎ བཀྲེས་སྐོམ་དག་ནི་འགྲངས་པར་ཤོག་།	T20n1064_001:0115c15_0	我若向餓鬼　　餓鬼自飽滿
K12Dx_H0662:486b-14	བདག་ནི་ལྷ་མིན་གནས་སོང་ན་༎ ངན་སེམས་རང་ཉིད་དུལ་བར་ཤོག་།	T20n1064_001:0115c16_0	我若向修羅　　惡心自調伏
K12Dx_H0662:486b-16	བདག་ནི་དུད་འགྲོ་གནས་སོང་ན་༎ རང་ཉིད་ཤེས་རབ་ཆེ་ཐོབ་ཤོག་།	T20n1064_001:0115c17_0	我若向畜生　　自得大智慧
K12Dx_H0662:486b-18	དེ་སྐད་དུ་སྨོན་ལམ་བཏབ་ནས་སེམས་རྩེ་གཅིག་ཏུ་བདག་གི་མིང་ནས་འདོན་ཅིང་རྗེས་སུ་དྲན་པར་བགྱིའོ་༎	T20n1064_001:0115c18_4	發是願已。 至心稱念我之名字。
K12Dx_H0662:486b-19	གཞན་ཡང་བདག་གི་སྟོན་པ་དེ་བཞིན་གཤེགས་པ་འོད་དཔག་མེད་ཀྱི་མཚན་འདོན་ཅིང་།	T20n1064_001:0115c19_7	亦應專念我本師阿彌陀如來。
K12Dx_H0662:486b-20	དེ་ནས་གཟུངས་འདི་ལན་ཅིག་གམ་ལན་བདུན་གྱི་བར་དུ་བཏོན་ན་།	T20n1064_001:0115c20_1	然後即當誦此陀羅尼神呪。 一宿誦滿五遍。
K12Dx_H0662:486b-21	བསྐལ་པ་འབུམ་ཕྲག་བརྒྱ་སྟོང་ཇི་སྙེད་འཁོར་བར་འགྱུར་པའི་ཁ་ན་མ་ཐོ་བའི་ལྕི་བ་རྣམས་བསལ་ཅིང་འབྱང་བར་འགྱུར་ལགས་སོ་༎	T20n1064_001:0115c21_3	除滅身中百千萬億劫生死重罪。
K12Dx_H0662:486b-22	གལ་ཏེ་ཐུགས་རྗེ་ཆེན་པོ་འདི་འདོན་ཅིང་འཆང་ན་འཆི་བའི་དུས་ཀྱི་ཚེ་།	T20n1064_001:0115c23_16	世尊若諸人天。 誦持大悲章句者。
K12Dx_H0662:486b-4	སྤྱན་རས་གཟིགས་དབང་ཐུགས་རྗེ་ཆེ་ལ་ཕྱག་འཚལ་ལོ་༎ བདག་ནི་མྱུར་དུ་ཆོས་ཉིད་སྐུ་དང་མཚུངས་པར་ཤོག་།	T20n1064_001:0115c11_0	南無大悲觀世音　　願我早同法性身
K12Dx_H0662:486b-6	བདག་ནི་རལ་གྲིའི་རི་འཛེག་ན་༎ རལ་གྲིའི་རི་ནི་རང་སྙིལ་ཤོག་།	T20n1064_001:0115c12_0	我若向刀山　　刀山自摧折
