src_segmentnr	src_original	tgt_segmentnr	tgt_original
K14amoghapu:57	 saptavārān amoghapāśahṛdayam anālāpataḥ āvartayet* tasya bhagavan dṛṣṭa eva dharmā viṃśatir anuśaṃsāḥ pratikāṃkṣitavyāḥ /  katame viṃśati?	T46n1955_002:1000c01_28	專心持誦神呪七遍。 不雜異語。 當知是人現世定得二十種勝利云何二十。
K14amoghapu:59	 yaduta rogāś cāsya kāye notpatsyante /	T46n1955_002:1000c02_14	一者身無眾病安隱快樂。
K14amoghapu:60	 utpannāś cāsya rogāḥ karmavaśena śīghraṃ prasamaṃ yāsyanti /	T46n1955_002:1000c02_29	二者由先業力雖有病生而速除愈。
K14amoghapu:61	 snigdhamanojñaślakṣṇagātraś ca bhaviṣyati /	T46n1955_002:1000c02_44	三者身體柔軟皮膚光澤面目鮮明。
K14amoghapu:62	 bahujanapriyaś ca bhaviṣyati /	T46n1955_002:1000c03_4	四者眾人愛敬。
K14amoghapu:63	 guhyārthapratilambhaś cāsya bhaviṣyanti /	T46n1955_002:1000c03_11	五者密護諸根。 六者多獲財寶隨意受用。
K14amoghapu:64	 utpannāś cāsyārthaṃ na caurā pratimocayanti /  agninā dahyate /  nodakena hrīyate /  na rājā śaknoti manasāpahartum* /	T46n1955_002:1000c03_37	七者所有財寶王賊水火不能侵損。
K14amoghapu:68	 karmāntāś cāsya sphītā bhaviṣyanti /	T46n1955_002:1000c04_1	八者所作事業皆善成辦。
K14amoghapu:69	 nāśaninodakabhayaṃ bhaviṣyati /  na vātavṛṣṭibhayaṃ bhaviṣyati /	T46n1955_002:1000c04_16	九者所有種植不畏惡龍霜雹風雨。 十者若有稼穡災橫所侵。
K14amoghapu:71	 saptavārān amoghapāśahṛdayena bhasmodakaṃ vā parijapya digvidig adha ūrdhvaś ca kṣetrasya bandho dātavyaḥ /	T46n1955_002:1000c04_37	持誦神呪加持灰或水。 經七遍已於其田中。 八方結界上下散灑。
K14amoghapu:72	 sarvopadravopaśamiṣyati /	T46n1955_002:1000c05_15	災橫爾時皆即除滅。
K14amoghapu:73	 na caujohārā ojo 'pahartuṃ śaknuvanti /	T46n1955_002:1000c05_34	十一者不為一切暴惡鬼神羅剎等吸奪精氣。
K14amoghapu:74	 sarvasattvānāṃ ca priyo bhaviṣyati mana-āpaś ca bhaviṣyati /	T46n1955_002:1000c05_46	十二者一切有情見聞歡喜。
K14amoghapu:75	 na cāsya śatrubhayaṃ bhaviṣyati /  utpannaś cāsya śatrubhayaṃ śīghraṃ praśamaṃ yāsyati /	T46n1955_002:1000c06_7	愛樂尊重常無厭足。 十三者常不怖畏一切怨讐。
K14amoghapu:84	 maraṇakāle āryāvalokiteśvaro bhikṣurūpeṇa saṃmukhaṃ darśanaṃ dāsyati /	T46n1955_002:1001c21_45	一者臨命終時見觀自在菩薩。 作苾芻相來現其前歡喜慰喻。
K14amoghapu:85	 sukhena kālaṃ kariṣyati /	T46n1955_002:1001c22_21	二者安隱命終無諸苦痛。
K14amoghapu:86	 na bhrāntadṛṣṭir (AphSū 163)  bhaviṣyati /	T46n1955_002:1001c22_36	三者將捨命時眼不反戴口無欠呿。
K14amoghapu:88	 na hastavikṣepaṃ kariṣyati /	T46n1955_002:1001c22_45	手絕紛擾足離舒捲。
K14amoghapu:89	 na pādavikṣepaṃ noccāraṃ na prasrāvaṃ na cārūḍhaḥ kālaṃ kariṣyati /	T46n1955_002:1001c23_6	不泄便利無顛墮床。
K14amoghapu:90	 supratiṣṭhitasmṛtir bhaviṣyati /	T46n1955_002:1001c23_21	四者將捨命時住正憶念意無亂想。
K14amoghapu:91	 nādhomukhaḥ kālaṃ kariṣyati /  maraṇakāle 'kṣayapratibhānaṃ cāsya bhaviṣyati /	T46n1955_002:1001c23_32	五者當命終時不覆面死。
