src_segmentnr	src_original	tgt_segmentnr	tgt_original
K10sukhvysu:100	 aparimitam āyuḥpramāṇaṃ /  tena kāraṇena sa tathāgato 'mitāyur nāmocyate /	T12n0366_001:0347a27_9	彼佛光明無量，照十方國無所障礙，是故號為阿彌陀。
K10sukhvysu:108	 tasya ca śāriputra tathāgatasyāprameyaḥ śrāvakasaṃgho yeṣāṃ na sukaraṃ  pramāṇam ākhyātuṃ śuddhānām arhatāṃ /	T12n0366_001:0347b01_3	又舍利弗！ 彼佛有無量無邊聲聞弟子，皆阿羅漢，非是算數之所能知；
K10sukhvysu:110	 evaṃrūpaiḥ śāriputra  buddhakṣetraguṇavyūhaiḥ  samalaṃkṛtaṃ tadbuddhakṣetraṃ //9//	T12n0366_001:0347b02_19	諸菩薩，亦復如是。 舍利弗！ 彼佛國土成就如是功德莊嚴。
K10sukhvysu:113	 punar aparaṃ śāriputra ye 'mitāyuṣas tathāgatasya buddhakṣetre sattvā	T12n0366_001:0347b04_5	「又舍利弗！ 極樂國土眾生生者，皆是阿鞞跋致。
K10sukhvysu:114	 upapannāḥ śuddhā bodhisattvā avinivartanīyā ekajātipratibaddhās  teṣāṃ śāriputra bodhisattvānāṃ na sukaraṃ pramāṇam ākhyātum  anyatrāprameyāsaṃkhyeyā  iti saṃkhyāṃ gacchaṃti //	T12n0366_001:0347b07_2	其中多有一生補處，其數甚多，非是算數所能知之，但可以無量無邊阿僧祇劫說。
K10sukhvysu:118	 tatra khalu punaḥ śāriputra	T12n0366_001:0347b07_6	舍利弗！
K10sukhvysu:119	 buddhakṣetre sattvaiḥ praṇidhānaṃ kartavyaṃ /	T12n0366_001:0347b08_2	眾生聞者，應當發願，願生彼國。
K10sukhvysu:120	 tat kasmād dhetoḥ /	T12n0366_001:0347b08_7	所以者何？
K10sukhvysu:121	 yatra hi nāma  tathārūpaiḥ satpuruṣaiḥ saha samavadhānaṃ bhavati /	T12n0366_001:0347b09_2	得與如是諸上善人俱會一處。
K10sukhvysu:124	 śāriputra kuśalamūlenāmitāyuṣas tathāgatasya buddhakṣetre sattvā upapadyaṃte /	T12n0366_001:0347b09_7	「舍利弗！ 不可以少善根福德因緣得生彼國。
K10sukhvysu:125	 yaḥ kaścic chāriputra kulaputro vā kuladuhitā vā tasya  bhagavato 'mitāyuṣas tathāgatasya nāmadheyaṃ śroṣyati śrutvā ca manasikariṣyati  ekarātraṃ vā dvirātraṃ vā trirātraṃ vā catūrātraṃ vā  paṃcarātraṃ vā ṣaḍrātraṃ vā saptarātraṃ vāvikṣiptacitto manasikariṣyati	T12n0366_001:0347b10_7	舍利弗！ 若有善男子、善女人，聞說阿彌陀佛，執持名號，若一日、若二日、若三日、若四日、若五日、若六日、若七日，一心不亂。
K10sukhvysu:129	 yadā sa kulaputro vā kuladuhitā vā kālaṃ kariṣyati tasya kālaṃ  kurvataḥ so 'mitāyus tathāgataḥ śrāvakasaṃghaparivṛto bodhisattvagaṇapuraskṛtaḥ	T12n0366_001:0347b14_4	其人臨命終時，阿彌陀佛與諸聖眾，現在其前。
K10sukhvysu:131	 purataḥ sthāsyati so 'viparyastacittaḥ kālaṃ kariṣyati ca(4) /  sa kālaṃ krtvā tasyaivāmitāyuṣas tathāgatasya buddhakṣetre sukhāvatyāṃ  lokadhātāv upapatsyate /	T12n0366_001:0347b15_8	是人終時，心不顛倒，即得往生阿彌陀佛極樂國土。
K10sukhvysu:134	 tasmāt tarhi śāriputra idam arthavaśam saṃpaśyamāna	T12n0366_001:0347b15_12	舍利弗！ 我見是利，故說此言。
K10sukhvysu:135	 evaṃ vadāmi satkṛtya kulaputreṇa vā kuladuhitrā vā tatra buddhakṣetre  cittapraṇidhānaṃ kartavyaṃ //10//	T12n0366_001:0347b17_4	若有眾生聞是說者，應當發願生彼國土。
K10sukhvysu:137	 tadyathāpi nāma śāriputra aham etarhi tāṃ parikīrtayāmi evam eva	T12n0366_001:0347b18_4	「舍利弗！ 如我今者，讚歎阿彌陀佛不可思議功德；
K10sukhvysu:138	 śāriputra pūrvasyāṃ diśy akṣobhyo nāma tathāgato merudhvajo nāma  tathāgato mahāmerur nāma tathāgato meruprabhāso nāma tathāgato  maṃjudhvajo nāma tathāgata evaṃpramukhāḥ śāriputra pūrvasyāṃ diśi  gaṃgānadīvālukopamā buddhā bhagavaṃtaḥ svakasvakāni buddhakṣetrāṇi  jihveṃdriyeṇa saṃcchādayitvā nirveṭhanaṃ kurvaṃti /	T12n0366_001:0347b22_7	東方亦有阿閦鞞佛、須彌相佛、大須彌佛、須彌光佛、妙音佛，如是等恒河沙數諸佛，各於其國出廣長舌相，遍覆三千大千世界，說誠實言：
K10sukhvysu:14	 bodhisattvenānikṣiptadhureṇa  ca bodhisattvena /  etaiś cānyaiś ca saṃbahulair bodhisattvair  mahāsattvaiḥ /  śakreṇa ca devānām iṃdreṇa brahmaṇā ca sahāṃpatinā /  etaiś cānyaiś ca saṃbahulair devaputranayutaśatasahasraiḥ //1//	T12n0366_001:0346c09_3	長老舍利弗、摩訶目乾連、摩訶迦葉、摩訶迦栴延、摩訶拘絺羅、離婆多、周梨槃陀迦、難陀、阿難陀、羅睺羅、憍梵波提、賓頭盧頗羅墮、迦留陀夷、摩訶劫賓那、薄俱羅、阿㝹樓馱，如是等諸大弟子，并諸菩薩摩訶薩——文殊師利法王子、阿逸多菩薩、乾陀訶提菩薩、常精進菩薩——與如是等諸大菩薩，及釋提桓因等無量諸天大眾俱。
