src_segmentnr	src_original	tgt_segmentnr	tgt_original
K01vinsutru:2520	 Vin_2.1538 / nānena dānapatīnāṃ vihāre deyatvasya noktatā [26b3] navasya bhikṣave niddeyatvena /	T08D4106-2:171a-13	དགེ་སློང་དག་དགེ་འདུན་ལ་སྣོད་སྤྱད་བརྙན་ཏམ་སློང་ན་སྣོད་སྤྱད་བྲུབས་པས་སྣོད་སྤྱད་སར་པ་དག་ཡོད་པ་ཉིད་ནི་གཏན་སྦྱིན་པར་བྱའོ་༎ སྣོད་སྦྱང་ཀྱེ་ཆེད་དུ་མཛོད་ཁང་བསྐོར་བར་བྱའོ་༎
K01vinsutru:2521	 Vin_2.1539 / bhāṇḍārthe layanasaniyojanaṃ /  Vin_2.1540 / pṛthaktvena mṛttāmrabhāṇḍikayor nikṣepaḥ /	T08D4106-2:171a-15	ས་དང་ཟངས་མའི་སྣོད་སྤྱད་དག་སོ་སོར་གཞག་པར་བྱའོ་༎
K01vinsutru:2523	 Vin_2.1541 / upasthāpanaṃ pānīyasya /	T08D4106-2:171a-16	དེའི་དགེ་འདུན་གྱི་ཆུ་ཉེ་བར་གཞག་པར་བྱའོ་༎
K01vinsutru:2524	 Vin_2.1542 / na yatra kvacana sthāpanam* /	T08D4106-2:171a-17	ཆུ་དེ་གར་བབ་བབ་ཏུ་མི་གཞག་གོ་༎
K01vinsutru:2525	 Vin_2.1543 / maṇḍapasya tadarthaṃ karaṇaṃ /	T08D4106-2:171a-18	དེའི་ཆེད་དུ་ཆུ་ཁང་བྱའོ་༎
K01vinsutru:2526	 Vin_2.1544 / dakṣiṇapaścime vihārasya pārśve bhyantarataḥ /	T08D4106-2:171a-19	ཆུ་ཁང་ནི་གཙུག་ལག་ཁང་གི་རྒྱབ་ལོགས་དང་རྒྱབ་ཀྱི་ག-ཡས་ལོགས་ཀྱི་མཚམས་སམ་ལྷོ་ནུབ་ཀྱི་མཚམས་སུ་བྱའོ་༎
K01vinsutru:2527	 Vin_2.1546 / vaṃśrasya ca pariśrāvaṇasthāpanārthaṃ /  Vin_2.1547 / kāṣṭha(m)mañjikāsu sthāpanaṃ /  Vin_2.1548 / iṣṭakapiṇḍikāyām vā /	T08D4106-2:171a-20	ཆུ་ཁང་དེ་ལ་སྐར་ཁུང་གདོད་པ་དང་། སོ་ཕག་གི་གཅལ་དགྲམ་པ་དང་། ཆུ་ཁུང་གདོད་པ་དང་། སྒོ་གདོད་པ་དང་། སྒེ་གླེགས་དང་ཡང་མིག་གཞུག་པར་བྱའོ་༎
K01vinsutru:2530	 Vin_2.1549 / ādhārakeṣu /  Vin_2.1550 / caukyaṃ pānīyabhāṇḍam āpāribhogokārthāt kuryāt* /	T08D4106-2:171a-21	ཆུ་ཁུང་དེའི་ནང་དུ་ཆུ་ཚགས་གཞག་པའི་ཕྱིར་གདང་བུ་བྱའོ་༎
K01vinsutru:2534	 Vin_2.1553 / nākalpikair enad hastacīvaraiś cārayet* /  Vin_2.1554 / [26b5] kālena kālam udakabhāṇḍānām antaḥśocanam* /	T08D4106-2:171b-1	དགེ་འདུན་གྱི་དང་གང་ཟག་གི་དང་རང་དང་གཞན་གྱི་ཆུ་སྣོད་ནི་ཁྲུས་ཆུའི་ཆེད་ཀྱི་བར་ཡན་ཆད་ཀྱང་གཙང་སྦྲ་བྱའོ་༎
K01vinsutru:1898	 // [iti] vitaṇḍanā // 10 //  **(Vin_2,4,11) anuparatāvacchedane /  Vin_2.988 / chedayen navaka[19a4]rmiko vṛkṣaṃ stūpasaṃghārtham /	T08D4106-2:51a-15	དགེ་སློང་ལག་གི་བླས་མཆོད་རྟེན་དང་། ཆོས་དང་། དགེ་འདུན་གྱི་དོན་དུ་ཤིང་ལྗོན་པ་དག་གཅད་པར་བྱའོ་༎
