src_segmentnr	src_original	tgt_segmentnr	tgt_original
K12n2990u_001:14	 bajrādhipenaca bodhisatvena mahāsatvena ||  bajrālaṁkāre ṇaca bodhisatvena mahāsatvena ||  jyoti bajreṇaca bodhisatvena mahāsatvena ||	T21n1303_001:0421b01_3	金剛明菩薩金剛敷菩薩。
K12n2990u_001:18	 avalokiteśvare ṇaca bodhisatvena mahāsatvena ||	T21n1303_001:0421b01_14	觀自在菩薩普觀世菩薩。
K12n2990u_001:19	 lokaśriyānaca bodhisatvena mahāsatvena ||  padmaketu nāṁca bodhisatvena mahāsatvena ratnaketunāṁca bodhisatvena mahāsatvena ||  bikaśita baktrenaca bodhisatvena mahāsatvena ||  mañjuśriyāṇaca bodhisatvena mahāsatvena ||  maitreyena ṇaca nāma bodhisatvena mahāsatvena ||	T21n1303_001:0421b02_5	吉祥菩薩蓮華幢菩薩。 蓮華藏菩薩蓮華目菩薩。 慈氏菩薩文殊師利法王子菩薩摩訶薩。
K12n2990u_001:24	 evaṁpramukhai mahābodhisatba śatasahasrai sārddhaṁ parivṛtaḥ puraskṛto bhagabān dharma paryyāyaṁ deśa yamtisma ||	T21n1303_001:0421b04_8	如是等諸大菩薩恭敬圍遶。
K12n2990u_001:25	 ādaukalyāṇaṁ madhyekalyāṇaṁ paryya basāne kalyāṇaṁ svarthasuvyañjanaṁ kebalaṁ paripūrṇaṁ pariśuddhaṁ paryyabadātaṁ brahmacaryyaṁ saṁprakāśayatisma	T21n1303_001:0421b05_1	佛為說法初善中善後善。 其義深遠其語巧妙。 純一無雜具足清白莊嚴如意。
K12n2990u_001:39	 debatā cāpsarāścabai kinnarāśca mahoragāḥ ||  yakṣāśca rākṣasāścaiba mānuṣāścaiba amānuṣāḥ ||	T21n1303_001:0421b17_13	及天龍夜叉乾闥婆阿脩羅迦樓羅緊那羅摩睺羅伽人非人等。
K12n2990u_001:41	 samayantica krūddhāśca mahānugrahatejasā ||  pūjāteṣāṁ prabakṣāmi mantrāścāpi yathākramaṁ ||	T21n1303_001:0421b18_2	應以最上閼伽。 及音樂等。 依法加持一一供養。 令彼歡喜滅除諸惡。
K12n2990u_001:43	 athakhalu bhagabān śākyamunistathāgato rhantyasamyaksaṁbuddhaḥ svahṛdayāt karūṇā bikrīḍitaṁnāma raśmijāla muccāryya grahāṇāṁ mūddhiṁ prabeśayatiśma	T21n1303_001:0421b19_12	時釋迦牟尼佛。 於自心中出大光明。 名慈悲光。 入諸宿曜頂。
K12n2990u_001:44	 athatatkṣaṇā debate sarbegrahā ādityā dayotthāyā bhagabanta śākyamuni samyaksaṁbuddhena taddeśa yantu bhagabaṁstā dṛśaṁ dharmaparyyāya sāmagrī bhūtasya dharmabhānakasya rakṣākuryāma;	T21n1303_001:0421b21_6	剎那之間一切宿曜及日月等。 即從座起頭面禮足。 右膝著地合掌恭敬白佛言。 世尊如來應正等覺。
K12n2990u_001:45	 guptiparitrāṇaṁ parigrahaṁ paripālanaṁ śāntisvastyayana daṇḍa parihāraṁ;  śastraparihāraṁ biṣadūṣaṇaṁ,  śīmāvandhaṁ,  dharaṇībandhañca kuryyāmaḥ ||	T21n1303_001:0421b23_7	願賜攝受為說正法。 我等若聞擁護有情令無災害。 所有禁縛刀劍毒蟲一切不害。
K12n2990u_001:6	 rāhu ketubhiraṣṭāviṁ śati nakṣatrādibhistūyamāno mahāvajra samayā laṁkāra byūhonāmabyu tthāyā dhisthānādhiṣṭite siṁhāsane biharatisma ||	T21n1303_001:0421a26_4	如是等二十七曜恭敬圍遶。 此大金剛三昧莊嚴道場。
K12n2990u_001:7	 anekai rbodhisatva śatasahasraiḥsārdhdaṁ ||	T21n1303_001:0421a27_8	復有無數千菩薩摩訶薩眾。
K12n2990u_001:8	 tadyathā ||  bajrapāṇināca bodhisatvena mahāsatvena ||  bajrasenenaca bodhisatvena mahāsatvena ||  bajrabināyakenaca bodhisatvena mahāsatvena ||  bajracāpa hasṭenaca bodhisatvena mahāsatvena ||	T21n1303_001:0421a28_5	其名曰金剛手菩薩金剛忿怒菩薩。 金剛軍菩薩金剛播尼菩薩。 金剛主菩薩金剛莊嚴菩薩。
