src_segmentnr	src_original	tgt_segmentnr	tgt_original
T03D3807-2:106a-10	རྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བ་ནི་འདུ་འཕྲོད་ཀྱི་མཚན་ཉིད་དེ་ཞེས་བྱ་བ་ནི་རྒྱུ་དང་རྐྱེན་རྣམས་འདུས་ཤིང་ཚོགས་པ་ལས་འབྲས་བུ་འགྲུབ་པའི་ཕྱིར་རོ་༎	T04n2980u_001:3881	 yaḥ pratītyasamutpādaḥ sa sāmagrīsvalakṣaṇaḥ || 6.204
T03D3807-2:106a-11	སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ནི་ཡོངས་སུ་གཏོང་པའི་མཚན་ཉིད་དེ་ཞེས་བྱ་བ་ནི་། ཆོས་དང་ཟང་ཟིང་གི་སྦྱིན་པ་རྣམས་ཆོས་དང་ཟང་ཟིང་འདོད་པ་རྣམས་ལ་ཡོངས་སུ་གཏོང་པའི་ཕྱིར་རོ་༎ ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ནི་གདུང་བ་མེད་པའི་མཚན་ཉིད་དེ་ཞེས་བྱ་བ་ནི་སྲོག་གཅོད་པ་ལ་སོགས་པ་སྤངས་ཏེ་། ཚུལ་ཁྲིམས་དང་ལྡན་ན་བདག་ཉིད་ཀྱང་ཚེ་འདི་དང་ཕྱི་མ་གཉིས་ཀ་ལ་། ལུས་དང་སེམས་གདུང་ཞིང་མི་བདེ་བ་མེད་པ་དང་། སེམས་ཅན་ཕ་རོལ་ལ་ཡང་གནོད་པ་དང་གདུང་བ་མེད་པའི་ཕྱིར་རོ་༎	T04n2980u_001:3888	 dānapāramitā tyāgaḥ śīlaṁ cādāhalakṣaṇam |
T03D3807-2:106a-16	བཟོད་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ནི་འཁྲུགས་པ་མེད་པའི་མཚན་ཉིད་དེ་ཞེས་བྱ་བ་ནི་། བཟོད་པ་དང་ལྡན་ན་བདག་དང་ཕ་རོལ་གཉིས་ཀའི་སེམས་འཁྲུགས་པ་མེད་པའི་ཕྱིར་རོ་༎ བརྩོན་འགྲུས་ཀྱི་ཕ་རོལ་༄༡༠༦བ་ཏུ་ཕྱིན་པ་ནི་ཐུབ་པ་མེད་པའི་མཚན་ཉིད་དེ་ཞེས་བྱ་བ་ནི་བརྩོན་འགྲུས་ཀྱི་གོ་བགོས་ནས་། བདུད་དང་བར་དུ་གཅོད་པ་རྣམས་ཀྱིས་ཟིལ་གྱིས་མི་ནོན་ཅིང་མི་ཐུབ་པའི་ཕྱིར་རོ་༎	T04n2980u_001:3892	 akopalakṣaṇā kṣāntiḥ vīryasya tv anavadyatā || 6.205
T03D3807-2:106a-9	སྐྱེ་མཆེད་རྣམས་ནི་འབྱུང་བའི་སྒོའི་མཚན་ཉིད་དེ་ཞེས་བྱ་བ་ནི་སྐྱེ་མཆེད་བཅུ་གཉིས་ལ་བརྟེན་ནས་རྣམ་པར་ཤེས་པ་དྲུག་འབྱུང་བའི་ཕྱིར་རོ་༎	T04n2980u_001:3877	 āyadvāratayoktāni buddhair āyatanāni ca |
T03D3807-2:106b-2	བསམ་གཏན་གྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ནི་ཡང་དག་པར་སྡུད་པའི་མཚན་ཉིད་དེ་ཞེས་བྱ་བ་ནི་སེམས་མཉམ་པར་གཞག་ན་ཡང་དག་པའི་དོན་རྟོགས་ཤིང་སྡུད་པ་དང་། བསམ་གཏན་གྱི་འབྲས་བུ་རྫུ་འཕྲུལ་ལ་སོགས་པས་སེམས་ཅན་རྣམས་ཡིད་ཆེས་ཤིང་འདུ་བའི་ཕྱིར་རོ་༎ ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ནི་ཆགས་པ་མེད་པའི་མཚན་ཉིད་དེ་ཞེས་བྱ་བ་ནི་ཤེས་རབ་ཀྱིས་ཆོས་ཐམས་ཅད་དངོས་པོ་མེད་པར་རྟོགས་ན་། དངོས་པོ་གང་ལ་ཡང་ཆགས་པར་མི་འགྱུར་བའི་ཕྱིར་རོ་༎	T04n2980u_001:3899	 saṁgrahalakṣaṇaṁ dhyānaṁ prajñā cāsaṅgalakṣaṇā |
T03D3807-2:106b-5	བསམ་གཏན་བཞི་དང་། ཚད་མེད་པ་བཞི་དང་། གཟུགས་མེད་པའི་སྙོམས་པར་འཇུག་པ་བཞི་དག་ནི་མི་འཁྲུགས་པའི་མཚན་ཉིད་དེ་ཞེས་བྱ་བ་ནི་བསམ་གཏན་དང་། ཚད་མེད་པ་དང་། སྙོམས་པར་འཇུག་པ་འདི་དག་སེམས་མཉམ་པར་གཞག་ཅིང་ཕྲ་བའི་ཕྱིར་འདོད་པ་དང་། རྣམ་པར་རྟོག་པ་ལ་སོགས་པས་སེམས་མི་འཁྲུགས་པའི་ཕྱིར་རོ་༎	T04n2980u_001:3904	 idam || 6.206  dhyānāni cāpramāṇāni ye cārūpyāś tathā pare |  akopalakṣaṇā eta uktāḥ samyakprajānatā || 6.207
T03D3807-2:106b-7	བྱང་ཆུབ་ཀྱི་ཕྱོགས་ཀྱི་ཆོས་སུམ་ཅུ་རྩ་བདུན་འབྱུང་བའི་མཚན་ཉིད་དེ་ཞེས་བྱ་བ་ནི་དྲན་པ་ཉེ་བར་གཞག་པ་བཞི་དང་། ཡང་དག་པར་སྤོང་བ་བཞི་དང་། རྫུ་འཕྲུལ་གྱི་རྐང་པ་བཞི་དང་། དབང་པོ་ལྔ་དང་། སྟོབས་ལྔ་དང་། བྱང་ཆུབ་ཀྱི་ཡན་ལག་བདུན་དང་། འཕགས་པའི་ལམ་ཡན་ལག་བརྒྱད་པ་རྣམས་ནི་འཁོར་བ་ནས་འབྱུང་བར་བྱེད་པའི་ཕྱིར་རོ་༎	T04n2980u_001:3922	 saptatriṁśad bodhipakṣyā nairyāṇikasvalakṣaṇāḥ |
T03D3807-2:106b-9	རྣམ་པར་ཐར་པའི་སྒོ་སྟོང་པ་ཉིད་ནི་དབེན་པའི་མཚན་ཉིད་དེ་ཞེས་བྱ་བ་ནི་གཟུང་བ་དང་འཛིན་པའི་དངོས་པོ་ཐམས་ཅད་དང་བྲལ་ཏེ་དབེན་པའི་ཕྱིར་རོ་༎ རྣམ་པར་ཐར་པའི་སྒོ་མཚན་མ་མེད་པ་ནི་ཞི་བའི་མཚན་ཉིད་དེ་ཞེས་བྱ་བ་ནི་མཚན་མར་རྣམ་པར་རྟོག་པ་ཐམས་ཅད་སྤངས་ཏེ་ཞི་བའི་ཕྱིར་རོ་༎ རྣམ་པར་ཐར་པའི་སྒོ་སྨོན་པ་མེད་པ་ནི་སྡུག་བསྔལ་སེལ་བའི་མཚན་ཉིད་དེ་ཞེས་བྱ་བ་ནི་། ཆོས་ཐམས་ཅད་སྟོང་པ་ཉིད་དང་མཚན་མ་མེད་པར་རྟོགས་ན་དངོས་པོ་གང་ཡང་བཙལ་ཞིང་ཡོངས་སུ་ཐོབ་པར་བྱ་བའི་ཕྱིར་སྨོན་ཅིང་འབད་མི་དགོས་པས་འདོད་པ་མི་རྙེད་པའི་སྡུག་བསྔལ་མེད་པའི་ཕྱིར་༄༡༠༧ཨ་༌་༎ རོ་༏་རྣམ་པར་ཐར་པའི་སྒོ་རྣམས་ནི་འགྲེལ་པའི་མཚན་ཉིད་དེ་ཞེས་བྱ་བ་ནི་རྣམ་པར་ཐར་པ་བརྒྱད་རྣམས་བསྒོམ་པ་ནི་། འདོད་ཆགས་ལ་སོགས་པའི་ཉོན་མོངས་པ་རྣམས་ལས་གྲོལ་བར་འགྱུར་བའི་ཕྱིར་རོ་༎	T04n2980u_001:3926	 śūnyatāyā viviktatvaṁ lakṣaṇaṁ nopalambhanāt || 6.208  śāntatā tv animittasya duḥkhāmohas tu lakṣaṇam |
T03D3807-2:107a-11	བྱམས་པ་ཆེན་པོ་ནི་ཕན་པར་བསྒྲུབ་པའི་མཚན་ཉིད་དེ་ཞེས་བྱ་བ་ནི་སེམས་ཅན་ཐམས་ཅད་ལ་འཇིག་རྟེན་དང་འཇིག་རྟེན་ལས་འདས་པའི་ཕན་པ་དང་བདེ་བ་ཐོབ་པར་བྱེད་པའི་ཕྱིར་རོ་༎ སྙིང་རྗེ་ཆེན་པོ་ནི་སྐྱོབ་པའི་མཚན་ཉིད་དེ་ཞེས་བྱ་བ་ནི་སྡུག་བསྔལ་དང་མི་བདེ་བ་སྣ་ཚོགས་ལས་སྐྱོབ་པའི་ཕྱིར་རོ་༎	T04n2980u_001:3959	 jagaddhitopasaṁhāro mahāmaitrī nirucyate || 6.211  mahākṛpā paritrāṇaṁ duḥkhināṁ muditā khalu |  prāmodyalakṣaṇopekṣā jñeyāsaṁkīrṇalakṣaṇā || 6.212
T03D3807-2:107a-8	སོ་སོ་ཡང་དག་པར་རིག་པ་རྣམས་ནི་ཡོངས་སུ་མི་ཆོད་པའི་མཚན་ཉིད་དེ་ཞེས་བྱ་བ་ནི་། ཆོས་དང་། དོན་དང་། ངེས་པའི་ཚིག་དང་། སྤོབས་པ་སོ་སོ་ཡང་དག་པར་རིག་པ་རྣམས་ནི་། བདུད་དང་ཕས་ཀྱི་རྒོལ་བ་རྣམས་ཀྱིས་ཟིལ་གྱིས་མི་ནོན་ཅིང་བར་མ་ཆོད་པའི་ཕྱིར་རོ་༎	T04n2980u_001:3944	 suviniścitarūpāṇi balāni kathitāni ca |  supratiṣṭhitarūpāṇi vaiśāradyāni tāyinaḥ || 6.210  pratibhānādyanācchedalakṣaṇāḥ pratisaṁvidaḥ |
