src_segmentnr	src_original	tgt_segmentnr	tgt_original
K14sf259_sc:471	Section 16 Wal_16.1 tena khalu samayena bārāṇasyāṁ yaśo ’grakulikaputraḥ prativasati divādivam eva strīmayena tūryeṇa krīḍitvā ramitvā paricārya	T07D4094-1:85b-13	དེའི་ཚེ་བའ་ར་ན་སའི་ན་གྲགས་པ་མཆོག་གི་རིགས་ཀྱི་བུ་ཞིག་ཡོད་དེ་། ཉིན་པར་བུད་མེད་ཀྱི་རོལ་མོ་རྩེ་ཞིང་དགའ་ལ་ཡོངས་སུ་སྤྱོད་པ་ལུས་ཆད་ཅིང་ལུས་ངལ་ཏེ་ལུས་ལྕི་བར་གྱུར་པས་གཉིད་ལོག་པར་གྱུར་ཏོ་༎
K14sf259_sc:473	Wal_16.2 śrāntakāyaḥ prāgbhārakāyaḥ pratiyaty’ eva middham avakrāntaḥ / tā api striyaḥ śrāntakāyāḥ klāṁtakāyāḥ prāgbhārakāyāḥ pratiyaty’ eva middham avakrāntāḥ /	T07D4094-1:85b-15	བུད་མེད་དེ་དག་ཀྱང་ལུས་ཆད་ཅིང་ལུས་ངལ་ཏེ་ལུས་ལྕི་བར་གྱུར་པས་གཉིད་ལོག་པར་གྱུར་ཏོ་༎
K14sf259_sc:474	Wal_16.3 adrākṣīd yaśo ’grakulikaputraḥ sarātram eva svapnapratibuddhaḥ sarvās tāḥ striyo vilolikā vinagnikā vikesikā vikṣiptabhujā nagnā pralapantyaḥ /	T07D4094-1:86a-0	གྲགས་པ་མཆོག་གི་༄༨༦ཨ་༌་༎ རིགས་ཀྱི་བུས་བུད་མེད་དེ་དག་སྒྲེན་མོར་ཁ་ཆུ་འཛག་པ་སྐྲ་གྲོལ་བ་ལག་པ་དག་ག-ཡེངས་པ་གཞན་དང་གཞན་གྱི་བརྡོལ་སྨྲས་བྱེད་པ་དག་མཐོང་ནས་།
K14sf259_sc:475	Wal_16.4 dṛṣṭvā ca punaḥ svake antaḥpure śmaśānasaṁjñā avakrāntā / atha yaśo ’grakulikaputro	T07D4094-1:86a-2	བཙུན་མོའི་འཁོར་དེ་དག་ལ་དུར་ཁྲོད་ཀྱི་འདུ་ཤེས་བྱུང་བར་འགྱུར་ཏེ་།
K14sf259_sc:476	mahāśayanād avatīrya śatasāhasraṁ maṇipādukāyugaṁ prāvaritvā yenāntaḥpuradvāraṁ tenopajagāma	T07D4094-1:86a-3	དེ་ནས་རིགས་ཀྱི་བུ་གྲགས་པ་གཞོན་ནུ་མལ་སྟན་ཆེན་པོ་ལས་བབས་ཏེ་། བརྒྱ་སྟོང་རི་བའི་མཆིལ་ལྷམ་གཉིས་གོན་ནས་བཙུན་མོའི་གྲོང་གི་སྒོ་ཁང་གང་ན་བ་དེར་ཉེ་བར་སོང་སྟེ་། ཉེ་བར་སོང་ནས་།
K14sf259_sc:477	upetyāpasvaram akārṣīt / upadruto ’smy upasṛṣṭo ’smi māriṣā iti / tasyāmanuṣyā dvāraṁ	T07D4094-1:86a-6	ཀྱེ་གྲོགས་པོ་དག་བདག་ནི་རབ་ཏུ་གཙེས་སོ་༎ བདག་ནི་ཉེ་བར་གཙེས་སོ་ཞེས་འོ་དོད་བོས་པས་མི་མ་ཡིན་པ་རྣམས་ཀྱིས་སྒོ་ཕྱེ་ནས་སྒྲ་མི་ཐོས་པར་བྱས་སོ་༎
K14sf259_sc:479	Wal_16.5 atha yaśo ’grakulikaputro yena niveśanadvāraṁ tenopajagāma upetyāpasvaram akārṣīt /	T07D4094-1:86a-10	དེ་ནས་རིགས་ཀྱི་བུ་གྲགས་པ་གཞོན་ནུ་གྲོང་ཁྱེར་གྱི་སྒོ་གང་ན་བ་དེར་ཉེ་བར་སོང་སྟེ་། ཉེ་བར་སོང་ནས་།
K14sf259_sc:480	upadruto ’smy upasṛṣṭo ’smi māriṣā iti / tasyāmanuṣyā dvāraṁ vivṛṇvanti śabdaṁ cāntardhāpayanti /	T07D4094-1:86a-12	ཀྱེ་གྲོགས་པོ་དག་བདག་ནི་རབ་ཏུ་གཙེས་སོ་༎ བདག་ནི་ཉེ་བར་གཙེས་སོ་ཞེས་འོ་དོད་བོས་པ་དེ་མི་མ་ཡིན་པ་རྣམས་ཀྱིས་སྒོ་ཕྱེ་སྟེ་སྒྲ་མི་ཐོས་པར་བྱས་སོ་༎
K14sf259_sc:482	Wal_16.7 atha yaśo ’grakulikaputro yena nadyā bārakāyās tīraṁ tenopajagāma /	T07D4094-1:86a-14	དེ་ནས་རིགས་ཀྱི་བུ་གྲགས་པ་གཞོན་ནུ་ཆུ་བོ་སྒྲིབ་མེད་ཀྱི་འགྲམ་གང་ན་བ་དེར་ཉེ་བར་སོང་ངོ་༎
K14sf259_sc:483	Wal_16.8 tena khalu samayena bhagavān nadyā bārakāyās tīre bahir vihārasyābhyavakāśe caṁkrame	T07D4094-1:86a-15	དེའི་ཚེ་ན་བཅོམ་ལྡན་འདས་ཆུ་བོ་སྒྲིབ་མེད་ཀྱི་འགྲམ་།
