src_segmentnr	src_original	tgt_segmentnr	tgt_original
T03bsa051_u:138	 [6] tyāgaḥ sevā ca mitrāṇāṃ saddharmālambanaiṣaṇā /	T03D3786:4a-0	གཏོང་དང་བཤེས་གཉེན་༄༤ཨ་༌་༎
T03bsa051_u:139	 sadā naiṣkramyacittatvaṃ buddhakāyagatā spṛhā // 1-49 //  [7] dharmasya deśanā satyaṃ daśamaṃ vākyamiṣyate /  jñeyaṃ ca parikarmaiṣāṃ svabhāvānupalambhataḥ // 1-50 //  'daśadhā' iti daśavidhena /  taccāśayādi //	T03D3786:4a-1	བསྟེན་པ་དང་༎ དམ་ཆོས་དམིགས་པ་ཚོལ་བ་དང་༎ རྟག་ཏུ་ངེས་འབྱུང་སེམས་ཉིད་དང་༎ སངས་རྒྱས་སྐུར་འདོད་དགའ་བ་དང་༎ ཆོས་སྟོན་པ་དང་བདེན་པ་ཡི་༎
T03bsa051_u:155	 [8] śīlaṃ kṛtajñatā kṣāntiḥ prāmodyaṃ mahatī kṛpā /	T03D3786:4a-5	ཚུལ་ཁྲིམས་བྱས་པ་གཟོ་དང་བཟོད་༎ རབ་ཏུ་དགའ་དང་སྙིང་བརྩེ་ཆེ་༎
T03bsa051_u:156	 gauravaṃ guruśuśrūṣā vīryaṃ dānādike 'ṣṭamam // 1-51 //	T03D3786:4a-7	བཀུར་སྟི་བླ་མ་ལ་གུས་ཉན་༎ བརྒྱད་པ་སྤྱིན་ལ་སོགས་ལ་བརྩོན་༎
T03bsa051_u:162	 'dānādike ' iti pāramitāsu /  'aṣṭama' grahaṇādaṣṭāveva parikarmāṇi dvitīyāyām /  [9] atṛptatā śrute dānaṃ dharmasya ca nirāmiṣam /  buddhakṣetrasya saṃśuddhiḥ saṃsāroparikheditā // 1-52 //  [10] hrīrapatrāpyamityetat pañcadhāmananātmakam /	T03D3786:4a-10	ཟང་ཟིང་མེད་པར་ཆོས་སྦྱིན་དང་༎ སངས་རྒྱས་ཞིང་ཀུན་སྦྱོང་བ་དང་༎ འཁོར་བས་ཡོངས་སུ་མི་སྐྱོ་དང་༎ ངོ་ཚ་ཁྲེལ་ཡོད་ཅེས་བྱ་བ་༎
T03bsa051_u:173	 [11] śikṣāya aparityāgaḥ kāmānāṃ vijugupsanam /  nirvitsarvāstisaṃtyāgā[vana]valīna[tvān]pekṣate // 1-54 //  vanasya ('vānāśā)  araṇyavāsastatkāryatvāt /  'tuṣṭiḥ' santuṣṭiḥ /  'dhuta' guṇa 'saṃlekhasya' 'sevanaṃ' anutsargaḥ /  'nirvitsarvāstisaṃtyāgau' iti nirvedaḥ sarvasatāṃ tyāgaśca /	T03D3786:4a-12	ངས་གནས་འདོད་ཆུང་ཆོག་ཤེས་དང་༎ སྦྱངས་པ་ཡང་དག་སྡོམ་བསྟེན་དང་༎ བསླབ་པ་ཡོངས་སུ་མི་གཏོང་དང་༎ འདོད་པ་རྣམས་ལ་སྨོད་པ་དང་༎ མྱ་ངན་འདས་དང་བདོག་ཀུན་གཏོང་༎
T03bsa051_u:186	 [12] saṃstavaṃ kulamātsarya sthānaṃ saṅgaṇikāvaham /	T03D3786:4a-14	འདྲིས་དང་ཁྱིམ་ལ་འཁྲེན་པ་དང་༎ འདུ་འཛིར་གྱུར་པའི་གནས་དང་ནི་༎
T03bsa051_u:187	 ātmotkarṣaparāvajñe karmamārgān daśāśubhān // 1-55 //  [13] mānaṃ stambhaṃ viparyāsaṃ vimatiṃ kleśamarṣaṇam /	T03D3786:4a-15	བདག་བསྟོད་གཞན་ལ་བརྙས་པ་དང་༎ མི་དགེའི་ལས་ཀྱི་ལམ་བཅུ་དང་༎ རློམ་པས་ཁེངས་དང་ཕྱིན་ཅི་ལོག་། བློ་ངན་དང་ནི་ཉོན་མོངས་བཟོད་༎
T03bsa051_u:202	 [14] dānaśīlakṣamāvīryadhyānaprajñā prapūrakaḥ /	T03D3786:4a-18	སྦྱིན་དང་ཚུལ་ཁྲིམས་བཟོད་བརྩོན་འགྲུས་༎ བསམ་གཏན་ཤེས་རབ་རབ་རྫོགས་པས་༎
T03bsa051_u:207	 śrāvakaspṛhāyāḥ pratyekabuddhaspṛhāyāḥ parita(tra)  sanacittasya ca parivarjaka iti trayaḥ /	T03D3786:4a-21	དགའ་དང་སྐྲག་པའི་སེམས་སྤངས་པ་༎
T03bsa051_u:209	 yācitasyānabalīnacittatā,  sarvasvatyāge 'pyadaurmanasya,  daurbalyepi na yācakānāṃ kṣepa iti trayaḥ /	T03D3786:4a-22	བསླངས་ན་མི་ཞུམ་བདོག་པ་ཀུན་༎ བཏང་ཡང་མི་དགའ་མེད་པ་དང་༎ དབུལ་ཡང་སློང་བ་མི་སྤོད་བས་༎
T03bsa051_u:212	 ebhirdvādaśabhirdharmaiḥ ṣaṣṭhiṃ bhūmiṃ prāpnoti /  [16] ātmasattvagraho jīvapudgalocchedaśāśvate /  nimittahetvoḥ skandheṣu dhātuṣvāyataneṣu ca // 1-59 //	T03D3786:4a-24	ས་ནི་དྲུག་པ་ཡང་དག་འཐོབ་༎ བདག་དང་སེམས་ཅན་འཛིན་པ་དང་༎ སྲོག་དང་གང་ཟག་ཆད་རྟག་དང་༎ མཚན་མ་རྒྱུ་དང་ཕུང་པོ་དང་༎ ཁམས་དང་སྐྱེ་མཆེད་དག་དང་ནི་༎
T03bsa051_u:215	 [17] traidhātuke pratiṣṭhānaṃ saktirālīnacittatā /  ratnatritayaśīleṣu taddṛṣṭyabhiniveśitā // 1-60 //	T03D3786:4a-26	ཁམས་གསུམ་པོ་ལ་གནས་དང་ཆགས་༎ སེམས་ནི་ཀུན་ཏུ་ཞུམ་པ་དང་༎ དཀོན་མཆོག་གསུམ་དང་ཚུལ་ཁྲིམས་ལ་༎
T03bsa051_u:217	 [18] śūnyatayāṃ viśā(ṣā)  daśca tadvirodhaśca viṃśatiḥ /	T03D3786:4a-28	དེར་ལྟ་བ་ཡི་མངོན་ཞེན་དང་༎ སྟོང་པ་ཉིད་ལ་རྩོད་པ་དང་༎ དེ་དང་འགལ་བའི་ཉེས་པ་ནི་༎
T03bsa051_u:219	 kalaṅkā yasya vicchinnāḥ saptamīmetyasau bhuvam // 1-61 //	T03D3786:4a-29	ཉི་ཤུ་གང་ལ་རྣམ་ཆད་པ་༎ དེ་ཡིས་ས་ནི་བདུན་པ་འཐོབ་༎
T03bsa051_u:220	 [19] trivimokṣamukhajñānaṃ trimaṇḍalaviśuddhitā /  karuṇā mananā dharmasamataikanayajñatā // 1-62 //	T03D3786:4b-0	རྣམ་ཐར་སྒོ་༄༤བ་གསུམ་ཤེས་པ་དང་༎ འཁོར་གསུམ་རྣམ་པར་དག་ཉིད་དང་༎ སྙིང་རྗེ་དང་ནི་རློམ་མེད་དང་༎ ཆོས་མཉམ་ཉིད་དང་ཚུལ་གཅིག་ཤེས་༎
T03bsa051_u:265	 [trimaṇḍalaviśuddhitā /  karuṇā /  mananā] /  sarvadharmasamatādarśanam /  bhūtanayaprativedhaḥ /	T03D3786:4b-0	རྣམ་ཐར་སྒོ་༄༤བ་གསུམ་ཤེས་པ་དང་༎ འཁོར་གསུམ་རྣམ་པར་དག་ཉིད་དང་༎ སྙིང་རྗེ་དང་ནི་རློམ་མེད་དང་༎ ཆོས་མཉམ་ཉིད་དང་ཚུལ་གཅིག་ཤེས་༎
T03bsa051_u:270	 anutpādakṣāntijñānam /  ekanayanirdeśaḥ /	T03D3786:4b-1	མི་སྐྱེ་བ་དང་བཟོད་ཤེས་དང་༎ ཆོས་རྣམས་པ་གཅིག་ཏུ་སྟོན་༎
T03bsa051_u:272	 sarvadharmāṇāṃ kalpanāsamuddhātaḥ /  saṃjñādṛṣṭivivartaḥ /  kleśavivartaḥ /	T03D3786:4b-2	རྟོག་པ་ཀུན་ཏུ་འཇོམས་པ་དང་༎ འདུ་ཤེས་ལྟ་དང་ཉོན་མོངས་སྤོང་༏
T03bsa051_u:275	 śamathanidhyaptiḥ /  vipaśyanākauśalyam /  dātucittatā /	T03D3786:4b-3	། ཞི་གནས་ངེས་པར་སེམས་པ་དང་༎ ལྷག་མཐོང་ལ་ནི་མཁས་པ་དང་༎ སེམས་དུལ་བ་དང་ཐམས་ཅད་ལ་༎
T03bsa051_u:278	 anunayasyābhūmiḥ /  yathecchakṣetragamanam /  tatra cabuddhaparṣanmaṇḍe[svātmabhāva]darśanamiti //	T03D3786:4b-4	ཐོགས་པ་མེད་པའི་ཡེ་ཤེས་དང་༎ ཆགས་པའི་ས་མིན་གར་འདོད་པར་༎ ཞིང་གཞན་དུ་ནི་མཉམ་འགྲོ་དང་༎ ཀུན་ཏུ་བདག་གི་ངོ་བོ་ནི་༎
T03bsa051_u:281	 [23] [sarvasattvamanojñāna] mabhijñākrīḍanaṃ śubhā /  pariśuddhetyarthaḥ /  'aṣṭādhā' iti vacanāt āṣṭaveva parikarmāṇyaṣṭamyām /  tadyathā /  sarvasattvacittānupraveśaḥ /  abhijñācittā [nukriḍanam / ] /  buddhakṣetraniṣpādanam /	T03D3786:4b-6	སྟོན་པ་ཉིད་དང་ཉི་ཤུའོ་༎ སེམས་ཅན་ཀུན་ཡིད་ཤེས་པ་དང་༎ མངོན་པར་ཤེས་པས་བརྩེ་བ་དང་༎ སངས་རྒྱས་ཞིང་བཟང་སྒྲུབ་པ་དང་༎ ཡོངས་སུ་བརྟག་ཕྱིར་སངས་རྒྱས་བརྟེན་༎
T03bsa051_u:305	 devādirutajñānam /  paripūrṇaṃ pratibhānam /  garbhāvakrāntisampat /  kulasaṃpat /  jātisaṃpat /	T03D3786:4b-10	སྨོན་ལམ་དག་ནི་མཐའ་ཡས་དང་༎ ལྷ་ལ་སོགས་པའི་སྐད་ཤེས་དང་༎ སྤོབས་པ་ཆུ་བོ་ལྟ་བུ་དང་༎ མངལ་དུ་འཇུག་པ་མཆོག་དང་ནི་༎
T03bsa051_u:310	 gotrasaṃpat /  parivārasaṃpat /  janmasaṃpat /	T03D3786:4b-11	རིགས་དང་རུས་དང་ཆོ་འབྲང་དང་༎ འཁོར་དང་སྐྱེ་བ་དག་དང་ནི་༎
T03bsa051_u:313	 naiṣkramyasaṃpat /  bodhivṛkṣasaṃpat /  guṇapūrisampacca /	T03D3786:4b-12	ངེས་འབྱུང་བྱང་ཆུབ་ཤིང་རྣམས་དང་༎ ཡོན་ཏན་བུན་སུམ་ཚོགས་པ་ཡིན་༎
T03bsa051_u:316	 [27] navabhūmīratikramya buddhabhūmau pratiṣṭhate /  yena jñānena sā jñeyā daśamī bodhisattvabhūḥ // 1-70 //  'navabhūmīḥ' iti gotrādibhūmiḥ /  tatra gotrabhūmiḥ nirvāṇagotrakāṇam /  aṣṭamakabhūmiḥ śrotaāpattiphalapratipannakasya /	T03D3786:4b-13	ས་དགུ་འདས་ནས་ཡེ་ཤེས་ནི་༎
T03bsa051_u:327	 saiva ṣaḍvidhā pratyekabuddhasya /  bodhisattvabhūmiḥ bodhisattvasya /  pūrvoktā navabhūmayaḥ /  etā navabhūmīratikramya yena jñānena bodhisattvo buddhabhūmau pratiṣṭhito bhavati sā daśami bodhisattvabhūmiḥ /  iti bhūmisambharaḥ /	T03D3786:4b-15	དེ་ནི་བྱང་ཆུབ་སེམས་དཔའི་ས་༎ བཅུ་པ་ཡིན་པར་ཤེས་པར་བྱ་༎
T03bsa051_u:332	 prati[pakṣa]madhikṛtya śāstram-  [28] pratipakṣo 'ṣṭadhā jñeyo darśanābhyāsamārgayoḥ /  grāhyagrāhavikalpānāmaṣṭānāmupaśāntaye // 1-71 //	T03D3786:4b-17	མཐོང་དང་སྒོམ་པའི་ལམ་དག་ལ་༎ གཟུང་དང་འཛིན་པའི་རྣམ་རྟོག་རྣམས་༎ ཉེ་བར་ཞི་བར་བྱ་བའི་ཕྱིར་༎
T03bsa051_u:3970	 ekaprakṛtikaṃ jñānaṃ dharmāṇāṃ saṅgavarjanam // 3-5 //	T03D3786:6a-34	ཆོས་རྣམས་རང་བཞིན་གཅིག་པར་ནི་༎ ཤེས་པས་ཆགས་པ་སྦོང་བ་ཡིན༎
T03bsa051_u:3971	 [68] dṛṣṭādipratiṣedhena tasyā durbodhatoditā /	T03D3786:6a-36	མཐོང་བ་ལ་སོགས་བཀག་པ་ཡིས་༎ དེ་ནི་རྟོགས་པར་དཀའ་བར་བཤད་༎
T03bsa051_u:3972	 rūpādibhiravijñānāttadacintyatvamiṣyate // 3-6 //  'vivekād' iti viviktatvāt /	T03D3786:6a-38	གཟུགས་ལ་སོགས་པར་མི་ཤེས་ཕྱིར་༎ དེ་ནི་བསམ་མི་ཁྱབ་པར་འདོད་༎
T03bsa051_u:3979	 ataḥ śāstram-  [69] evaṃ kṛtvā yathokto vai jñeyaḥ sarvajñatānaye /  ayaṃ vibhāgo niḥśeṣo vipakṣapratipakṣayoḥ // 3-7 //  'yathoktaṃ' iti /  yathokto vibhāgaḥ 'sarvajñatānaye ' /  sarvo 'yaṃ 'vipakṣapratipakṣayoḥ' veditavyaḥ /  tathā hi /  saṅga upalambho vikalpaḥ /	T03D3786:6a-41	མི་མཐུན་གཉེན་པོའི་ཕྱོགས་དག་གི་། རྣམ་པར་དབྱེ་བ་མ་ལུས་པ་༎
T03bsa051_u:3992	 [70] rūpādau tadanityādau tadapūriprapūrayoḥ /	T03D3786:6b-1	གཟུགས་སོགས་དེ་མི་རྟག་སོགས་དང་༎ དེ་མ་རྫོགས་དང་རབ་རྫོགས་དང་༎ དེ་ལ་ཆགས་པ་མེད་ཉིད་ལ་༎
