src_segmentnr	src_original	tgt_segmentnr	tgt_original
K10D0181_H0182:59a-16	ཚེ་དང་ལྡན་པ་གང་པོ་། དེ་བཞིན་དུ་གལ་ཏེ་ཉན་ཐོས་དཔག་ཏུ་མེད་པ་རྣམས་ཀྱིས་བྱང་ཆུབ་སེམས་དཔའ་ཚུལ་ཁྲིམས་༄༥༩བ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་འདོམས་ཤིང་རྗེས་སུ་སྟོན་ན་། ཇི་ལྟ་ཇི་ལྟར་ཉན་ཐོས་དཔག་ཏུ་མེད་པ་རྣམས་བྱང་ཆུབ་སེམས་དཔའ་ལ་འདོམས་ཤིང་རྗེས་སུ་སྟོན་པ་དེ་ལྟ་དེ་ལྟར་།	T07n0220k_584:1024a08_9	如是菩薩無量聲聞教誡教授，令勤修學菩薩淨戒波羅蜜多，迴向趣求一切智智，而此菩薩若時若時無量聲聞教誡教授，令勤修學菩薩淨戒波羅蜜多，迴向趣求一切智智，爾時爾時菩薩淨戒波羅蜜多漸次增長；
K10D0181_H0182:59b-2	བྱང་ཆུབ་སེམས་དཔའི་ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྣམ་པར་འཕེལ་ལོ་༎ ཇི་ལྟ་ཇི་ལྟར་བྱང་ཆུབ་སེམས་དཔའི་ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྣམ་པར་འཕེལ་པ་དེ་ལྟ་དེ་ལྟར་བྱང་ཆུབ་སེམས་དཔས་འདི་ལྟ་སྟེ་།	T07n0220k_584:1024a10_4	若時若時菩薩淨戒波羅蜜多漸次增長，爾時爾時普勝一切聲聞、獨覺。
K10D0181_H0182:59b-4	ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཐམས་ཅད་མཁྱེན་པ་ཉིད་དུ་ཡོངས་སུ་བསྔོ་བས་ཉན་ཐོས་ཐམས་ཅད་ཟིལ་གྱིས་གནོན་ཅིང་སྣང་བར་བྱས་ནས་། ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་གནས་ཏེ་། འདི་ལྟ་སྟེ་། ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྣམ་པ་ཐམས་ཅད་མཁྱེན་པ་ཉིད་དུ་ཡོངས་སུ་བསྔོ་བས་གང་དག་དེ་ལ་འདོམས་ཤིང་རྗེས་སུ་སྟོན་པ་དེ་དག་ཀྱང་ཟིལ་གྱིས་གནོན་ཏོ༏་༏ཚེ་དང་ལྡན་པ་གང་པོ་།	T07n0220k_584:1024a12_1	菩薩淨戒波羅蜜多轉明轉盛，漸次鄰近本所願求一切智智，由斯普勝聲聞、獨覺。 「又，滿慈子！
K10D0181_H0182:59b-8	དཔེར་ན་། མི་ལ་ལ་མེ་ཆུང་དུའི་ནང་དུ་རཙབ༹་དང་། ཤིང་དང་། ལྕི་བ་རྣམས་འཇུག་ན་། དེ་ཇི་ལྟ་ཇི་ལྟར་འཇུག་པ་དེ་ལྟ་དེ་ལྟར་དེའི་རྒྱུ་ལས་མེ་དེ་མཆེད་པར་འགྱུར་རོ༏་༏ཇི་ལྟ་ཇི་ལྟར་མེ་དེ་མཆེད་པ་དེ་ལྟ་དེ་ལྟར་མེའི་ཕུང་པོ་དེ་ཤིན་ཏུ་ཆེ་བར་འགྱུར་ཏེ་།	T07n0220k_584:1024a13_17	譬如有人持小火㷮燒乾草木，若時若時火依草木，爾時爾時火漸增長；
K10D0181_H0182:59a-5	དེ་བཞིན་དུ་གལ་ཏེ་ཉན་ཐོས་དཔག་ཏུ་མེད་པས་། བྱང་ཆུབ་སེམས་དཔའ་ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་འདོམས་ཤིང་རྗེས་སུ་སྟོན་པ་དེ་ལྟ་དེ་ལྟར་བྱང་ཆུབ་སེམས་དཔའ་ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཤིན་ཏུ་ཡོངས་སུ་དག་པར་འགྱུར་ཏེ་། དེ་ལྟ་དེ་ལྟར་བྱང་ཆུབ་སེམས་དཔས་ནི་ཉན་ཐོས་རྣམས་ཟིལ་གྱིས་གནོན་ཅིང་སྣང་བར་བྱེད་དེ་།	T07n0220k_584:1023c13_1	如吠琉璃若時若時匠者瑩拭，爾時爾時光色轉淨。 如是菩薩若時若時諸聲聞眾教誡教授，令勤修學菩薩淨戒波羅蜜多，迴向趣求一切智智，爾時爾時菩薩淨戒波羅蜜多轉得明淨； 若時若時菩薩淨戒波羅蜜多轉得明淨，爾時爾時轉勝一切聲聞乘人所有功德，由彼功德迴向涅槃，不能趣求一切智智。
K10D0181_H0182:59a-9	ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཐམས་ཅད་མཁྱེན་པ་ཉིད་དུ་ཡོངས་སུ་བསྔོ་བས་། དེ་དག་ཐམས་ཅད་ཟིལ་གྱིས་གནོན་ཏོ་༎ བྱང་ཆུབ་སེམས་དཔའི་ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ནི་ཉིན་གཅིག་བཞིན་དུ་རྣམ་པར་འཕེལ་ལོ་༎ དེ་དག་ནི་ཚུལ་ཁྲིམས་དེ་ཙམ་ཉི་ཚེ་དང་ལྡན་པ་ཡིན་ནོ་༎	T07n0220k_584:1024a01_4	若時若時菩薩淨戒波羅蜜多轉得明淨，爾時爾時轉勝一切聲聞乘人所有功德，由彼功德迴向涅槃，不能趣求一切智智，而此菩薩由諸聲聞教誡教授，所修種種功德善根晝夜增長。
K10D0181_H0182:59a-14	དཔེར་ན་། མི་ཞིག་གིས་ཤིང་བསྐྱེད་ལ་། ཤིང་བསྐྱེད་ནས་དུས་དུས་སུ་བྱི་དོར་བྱེད་ཅིང་ཆུས་བྲན་ན་ཇི་ལྟ་ཇི་ལྟར་བྱི་དོར་བྱེད་ཅིང་ཆུས་བྲན་པ་དེ་ལྟ་དེ་ལྟར་ཆུ་ཞེང་དང་། འཕང་དུ་སྐྱེ་བར་འགྱུར་རོ་༎	T07n0220k_584:1024a03_10	如人種樹隨時溉灌守護修理，若時若時溉灌此樹守護修理，爾時爾時其樹增長量漸高大。
K10D0181_H0182:60a-0	དེ་བཞིན་དུ་གལ་ཏེ་ཉན་ཐོས་དཔག་ཏུ་མེད་པས་བྱང་ཆུབ་སེམས་དཔའ་ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་འདོམས་ཤིང་༄༦༠ཨ་༌༎ ཇི་ལྟ་ཇི་ལྟར་ཉན་ཐོས་དཔག་ཏུ་མེད་པས་བྱང་ཆུབ་སེམས་དཔའ་ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་འདོམས་ཤིང་རྗེས་སུ་སྟོན་པ་དེ་ལྟ་དེ་ལྟར་། འདི་ལྟ་སྟེ་། ཐམས་ཅད་མཁྱེན་པ་ཉིད་དུ་ཡོངས་སུ་བསྔོ་བའི་ཕྱིར་།	T07n0220k_584:1024a20_14	如是菩薩無量聲聞教誡教授，令勤修學菩薩淨戒波羅蜜多，迴向趣求一切智智，而此菩薩若時若時無量聲聞教誡教授，令勤修學菩薩淨戒波羅蜜多，迴向趣求一切智智，爾時爾時菩薩淨戒波羅蜜多漸次明盛；
K10D0181_H0182:60a-10	དཔེར་ན་། མི་ཞིག་གིས་གསེར་གྱི་འབྱུང་ཁུང་ནས་གསེར་བླངས་ཏེ་། དེས་གསེར་དེ་བླངས་ནས་བདག་ཉིད་ཀྱང་བཙོངས་ལ་། གསེར་དེའང་བཙོངས་ན་། དེས་གསེར་དེ་བཙོངས་པའི་རིན་ནི་ཆེས་ཆེ་བ་ཡིན་གྱི་། གང་གིས་གསེར་བླངས་པའི་མི་དེའི་ནི་མ་ཡིན་ནོ་༎	T07n0220k_584:1024a25_9	譬如有人銷礦出金出已轉賣，所得價直貴賣彼人多百千倍。
K10D0181_H0182:60a-15	ཚེ་དང་ལྡན་པ་གང་པོ་། དེ་བཞིན་དུ་ཇི་ལྟ་ཇི་ལྟར་ཉན་ཐོས་དཔག་ཏུ་མེད་པ་དག་གིས་བྱང་ཆུབ་སེམས་དཔའ་ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་འདོམས་ཤིང་རྗེས་སུ་སྟོན་པ་དེ་ལྟ་དེ་ལྟར་བྱང་ཆུབ་སེམས་དཔའི་ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དཔག་ཏུ་མེད་ཅིང་ཆེས་རིན་ཐང་མེད་པར་འགྱུར་ཏེ་། ༄༦༠བ་བྱང་ཆུབ་སེམས་དཔའ་དེ་ལ་ཉན་ཐོས་དེ་དག་གིས་ཚུལ་ཁྲིམས་ཀྱིས་ཀྱང་ཟིལ་གྱིས་ནོན་པར་མི་འགྱུར་ལ་། བྱང་ཆུབ་སེམས་དཔའ་ནི་ཉན་ཐོས་དེ་དག་ཚུལ་ཁྲིམས་ཀྱིས་ཟིལ་གྱིས་གནོན་པར་འགྱུར་ཏེ་།	T07n0220k_584:1024b01_2	如是菩薩若時若時無量聲聞教誡教授，令勤修學菩薩淨戒波羅蜜多，迴向趣求一切智智，爾時爾時菩薩淨戒波羅蜜多勝彼聲聞所有功德多百千倍，由彼功德迴向涅槃，不能趣求一切智智；
