src_segmentnr	src_original	tgt_segmentnr	tgt_original
K09bsu014_u:1334	 tatra yaḥ kuśalamūlasya sattvebhya utsargo buddhajñānaṃ paryeṣamāṇasya,	T85n2820_012:1204b21_15	華嚴經華嚴經菩薩以求佛道所修善根與一切眾生。
K09bsu014_u:1335	 iyamasya dānapāramitā /	T85n2820_012:1204b22_3	是檀波羅蜜。
K09bsu014_u:1336	 yaḥ praśamaḥ sarvakleśaparidāhānām,	T85n2820_012:1204b22_11	能滅一切煩惱熱。
K09bsu014_u:1337	 iyamasya śīlapāramitā /	T85n2820_012:1204b22_17	是尸波羅蜜。
K09bsu014_u:1338	 yā kṛpāmaitrīpūrvagamā sarvasattveṣu kṣāntiḥ,	T85n2820_012:1204b23_2	慈悲為首。 於一切眾生心無所傷。
K09bsu014_u:1339	 iyamasya kṣāntipāramitā /	T85n2820_012:1204b23_19	是羼提波羅蜜。
K09bsu014_u:1340	 ya uttarottarakuśaladharmātṛptatayārambhaḥ parākramaḥ,	T85n2820_012:1204b24_6	求善根無厭足。
K09bsu014_u:1341	 iyamasya vīryapāramitā /	T85n2820_012:1204b24_14	是毘梨耶波羅蜜。
K09bsu014_u:1342	 yā vipratisāryavisṛtamārgatā sarvajñajñānābhimukhatā,	T85n2820_012:1204b25_6	修道心不散常向一切智。
K09bsu014_u:1343	 iyamasya dhyānapāramitā /	T85n2820_012:1204b25_12	是禪波羅蜜。
K09bsu014_u:1344	 yā sarvadharmāṇāṃ prakṛtyanutpādābhimukhī kṣāntiḥ,	T85n2820_012:1204b25_19	忍諸法不生門。
K09bsu014_u:1345	 iyamasya prajñāpāramitā /	T85n2820_012:1204b26_6	是般若波羅蜜。
K09bsu014_u:1346	 yo 'pramāṇājñānābhinirhāraḥ,	T85n2820_012:1204b26_13	能起無量智門。
K09bsu014_u:1347	 iyamasyopāyakauśalapāramitā /	T85n2820_012:1204b27_1	是方便波羅蜜。
K09bsu014_u:1349	 iyamasya balapāramitā /	T85n2820_012:1204b28_8	是力波羅蜜。
