src_segmentnr	src_original	tgt_segmentnr	tgt_original
K01bsu046_u:317	 tena bhikṣuṇā so dūto evamasya vacanīyo na kho punarāyuṣman kṣamate bhikṣusya cīvare cetāpanāni pratigṛhṇītuṃ /	K01D0003-2_H0003-2:173a-22	དགེ་སློང་དེས་ཕོ་ཉ་དེ་ལ་འདི་སྐད་ཅེས་། ཚེ་དང་ལྡན་པ་ཕོ་ཉ་། དགེ་སློང་དག་ནི་། གོས་ཀྱི་རིན་དག་ལེན་དུ་མི་གྱུར་ཏེ་།
K01bsu046_u:318	 cīvarantu vayaṃ pratigṛhṇāmaḥ kālena samayena kalpikaṃ dīyamānaṃ /	K01D0003-2_H0003-2:173a-26	བདག་ཅག་གོས་རུང་བ་དུས་སུ་རྙེད་ན་ནི་། ལེན་ཏོ་༎ ཞེས་བརྗོད་པར་བྱའོ་༎
K01bsu046_u:319	 evamukto so dūto taṃ bhikṣumeva vādayanti /	K01D0003-2_H0003-2:173a-28	གལ་ཏེ་ཕོ་ཉ་དེ་། དགེ་སློང་དེ་ལ་འདི་སྐད་ཅེས་།
K01bsu046_u:320	 punarārya kecidbhikṣuṇāṃ vaiyāpṛtyaṅkaroti /	K01D0003-2_H0003-2:173a-30	འཕགས་པ་རྣམས་ཀྱི་ཞལ་ཏ་བགྱིད་པ་། འཕགས་པ་རྣམས་ཀྱི་ཞལ་ཏ་ཉམས་སུ་ལེན་པ་གང་ལགས་པ་འགའ་མཆིས་སམ་ཞེས་ཟེར་ན་།
K01bsu046_u:321	 ākāṃkṣāmaṇe na bhikṣuṇā santā vaiyāpṛtyaṃkaraṃ vyapadiśitavyāḥ /	K01D0003-2_H0003-2:173a-32	དགེ་སློང་གོས་འདོད་པས་། ཕོ་ཉ་། འདི་ནི་།
K01bsu046_u:322	 ārāmikā vā ete āyuṣman bhikṣuṇā vaiyāpṛtyaṃkarāye bhikṣuṇāṃ vaiyāpṛtyaṃ karonti /	K01D0003-2_H0003-2:173a-34	དགེ་སློང་རྣམས་ཀྱི་ཞལ་ཏ་བྱེད་པ་སྟེ་། འདི་ནི་། དགེ་སློང་རྣམས་ཀྱི་༄༡༧༣བ་ཞལ་ཏ་ཉམས་སུ་ལེན་པའོ་༎
K01bsu046_u:323	 evamukto so dūto yena vaiyāpratyaṃkarāstenopasaṃkramitvā tanvaiyāpratyaṃkarānevaṃ	K01D0003-2_H0003-2:173b-1	ཞེས་ཀུན་དགའི་ར་བའམ་། དགེ་བསྙེན་ཞལ་ཏ་བྱེད་པ་བསྟན་པར་བྱའོ་༎ དེ་ནས་ཕོ་ཉ་དེས་གོས་ཀྱི་རིན་དེ་དག་ཁྱེར་ནས་ཞལ་ཏ་བྱེད་པ་ག་ལ་བ་དེར་འགྲོ་བར་བྱ་ཞིང་། ཕྱིན་ནས་ཞལ་ཏ་བྱེད་པ་དེ་ལ་འདི་སྐད་ཅེས་།
K01bsu046_u:324	 vadeya sādhu kho puna yūyamāyuṣmanto vaiyāpratyaṃkarā ime hi cīvaracetāpane hi cīvaraṃ  cetāpayitvā itthaṃ nāma bhikṣuṃ cīvareṇācchādetha /	K01D0003-2_H0003-2:173b-5	ཚེ་དང་ལྡན་པ་ཞལ་ཏ་བྱེད་པ་ཤེས་པར་གྱིས་ཤིག་། ཁྱོད་ཀྱིས་གོས་ཀྱི་རིན་འདི་དག་གིས་གོས་འདི་དང་འདི་ལྟ་བུ་ཞིག་ཉོས་ལ་། དགེ་སློང་མིང་འདི་ཞེས་བྱ་བ་འོངས་པ་དང་དེ་ལ་གོས་རང་བ་དུས་སུ་སྐོན་ཅིག་ཅེས་བརྗོད་པར་བྱའོ་༎
K01bsu046_u:327	 so bhikṣustenopasaṃkramitvā bhikṣūmeva vadeya ye khalu āryeṇa vaiyāpṛtyaṃkarā vyapadiṣṭāste	K01D0003-2_H0003-2:173b-8	དེ་ནས་ཕོ་ཉ་དེས་ཞལ་ཏ་བྱེད་པ་དེ་ལ་ཤིན་ཏུ་ལེགས་པར་ཡང་དག་པར་བསྒོ་ཞིང་ཡང་དག་པར་བསྟན་ནས་དགེ་སློང་དེ་ག་ལ་བ་དེར་འགྲོ་བར་བྱ་ཞིང་། ཕྱིན་ནས་དགེ་སློང་དེ་ལ་འདི་སྐད་ཅེས་།
K01bsu046_u:328	 mayā saṃjñāptāstāmupasaṃkrameyāmi ācchādayiṣyanti /	K01D0003-2_H0003-2:173b-10	འཕགས་པས་། ཞལ་ཏ་བགྱིད་པ་བསྟན་པ་གང་ལགས་པ་དེ་ལ་བདག་གིས་ཡང་དག་པར་བསྟན་ལགས་ཀྱི་།
K01bsu046_u:329	 te cīvareṇa kālena samayena kalpikenānavadyo na ākāṃkṣamāṇena bhikṣuṇā cīvarānvikena te vaiyāpṛtyakarāstenopasaṃkramitvā te vaiyāpṛtyaṃkarāḥ	K01D0003-2_H0003-2:173b-11	དེའི་གན་དུ་བཞུད་ཅིག་དང་། དེས་ཁྱོད་ལ་གོས་རུང་བ་དུས་སུ་བསྐོན་པར་འགྱུར་རོ་༎
