src_segmentnr	src_original	tgt_segmentnr	tgt_original
K03psp_1u:6783	 tena tāvataḥ sattvān kṣāntau pratiṣṭhāpya na kaścit sattvaḥ pratiṣṭhāpito bhavati,	K06D0011-2_H0013-2:13a-4	སྒྱུ་མ་མཁན་ནམ་། སྒྱུ་མ་མཁན་གྱི་སློབ་མ་མཁས་པ་ཞིག་གིས་སྐྱེ་བོའི་ཚོགས་ཆེན་པོ་ཞིག་མངོན་པར་སྤྲུལ་ནས་སེམས་ཅན་བྱེ་བ་ཁྲག་ཁྲིག་ཕྲག་འབུམ་དག་བཟོད་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་བཀོད་ན་། རབ་འབྱོར་། འདི་ཇི་སྙམ་དུ་སེམས་། ཅི་སྒྱུ་མའི་སྐྱེས་བུའམ་། སྒྱུ་མ་མཁན་གྱི་སློབ་མ་དེས་དེ་ལ་སེམས་ཅན་འགའ་ཡང་བཟོད་པ་ལ་བཀོད་པ་ཡོད་སྙམ་མམ་། གསོལ་པ་། བཙུན་པ་བཅོམ་ལྡན་འདས་། མ་མཆིས་ལགས་སོ་༎
K03psp_1u:6784	 evam eva subhūte bodhisattvena mahāsattvena tāṃs tāvataḥ sattvān kṣāntau pratiṣṭhāpya na kaścit sattvaḥ kṣāntau pratiṣṭhāpito bhavati. tat kasya	K06D0011-2_H0013-2:13a-11	བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ་། རབ་འབྱོར་། དེ་བཞིན་དུ་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་དེས་སེམས་ཅན་བྱེ་བ་ཁྲག་ཁྲིག་འབུམ་ཕྲག་དུ་མ་དག་བཟོད་པ་ལ་བཀོད་ཀྱང་སེམས་ཅན་འགའ་ཡང་བཀོད་པ་མེད་དོ་༎ དེ་ཅིའི་ཕྱིར་ཞེ་ན་།
K03psp_1u:6785	 dharmataiṣā subhūte (PvsP1-2: 50)  dharmāṇāṃ māyādharmatām upādāya. evaṃ hi subhūte bodhisattvo mahāsattvo mahāsannāhasannaddha ity ucyate.	K06D0011-2_H0013-2:13a-14	རབ་འབྱོར་། སྒྱུ་མའི་ཆོས་ཉིད་དེ་ཉེ་བར་བཟུང་ན་། ཆོས་རྣམས་ཀྱི་ཆོས་ཉིད་དེ་ཡིན་པའི་ཕྱིར་ཏེ་།
K03psp_1u:6788	 punar aparaṃ subhūte bodhisattvo mahāsattvo vīryapāramitāyāṃ sthitvā sarvasattvān vīryapāramitāyāṃ samādāpayati niveśayati pratiṣṭhāpayati,  kathaṃ ca subhūte bodhisattvo mahāsattvo vīryapāramitāyāṃ sthitvā sarvasattvān vīryapāramitāyāṃ samādāpayati niveśayati pratiṣṭhāpayati?	K06D0011-2_H0013-2:13a-16	རབ་འབྱོར་། དེ་ལྟར་ན་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་གོ་ཆ་ཆེན་པོ་བགོས་པ་ཞེས་བྱའོ་༎ རབ་འབྱོར་། གཞན་ཡང་བྱང་ཆུབ་༄༡༣བ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་བརྩོན་འགྲུས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་གནས་ཏེ་།
K03psp_1u:6798	 punar aparaṃ subhūte bodhisattvo mahāsattvo dhyānapāramitāyāṃ sthitvā sarvasattvān dhyānapāramitāyāṃ samādāpayati niveśayati pratiṣṭhāpayati,  kathaṃ ca subhūte bodhisattvo mahāsattvo dhyānapāramitāyāṃ sthitvā sarvasattvān dhyānapāramitāyāṃ samādāpayati niveśayati pratiṣṭhāpayati?	K06D0011-2_H0013-2:14a-8	སེམས་ཅན་བྱེ་བ་ཁྲག་ཁྲིག་ཕྲག་འབུམ་དག་བསམ་གཏན་གྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཡང་དག་པར་འཛིན་དུ་འཇུག་ཅིང་འཛུད་དེ་རབ་ཏུ་འགོད་པར་བྱེད་ཅེ་ན་།
K03psp_1u:6800	 iha subhūte bodhisattvo mahāsattvaḥ sarvadharmāṇāṃ samatāyāṃ sthitvā na kasyacid dharmasya vikṣepaṃ vā avikṣepaṃ vā samanupaśyati,	K06D0011-2_H0013-2:14a-9	རབ་འབྱོར་། འདི་ལ་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཆོས་ཐམས་ཅད་མཉམ་པ་ཉིད་ཀྱི་ཏིང་ངེ་འཛིན་ལ་གནས་ནས་། ཆོས་གང་ཡང་མཉམ་པར་བཞག་པའམ་། རྣམ་པར་ག-ཡེང་བར་ཡང་དག་པར་རྗེས་སུ་མི་མཐོང་སྟེ་།
K03psp_1u:6801	 evaṃ hi subhūte bodhisattvo mahāsattvo dhyānapāramitāyāṃ sthito bhavati,  sa tathaiva sarvasattvān dhyānapāramitāyāṃ samādāpayati niveśayati pratiṣṭhāpayati,	K06D0011-2_H0013-2:14a-12	དེ་དེ་ཁོ་ན་བཞིན་དུ་སེམས་ཅན་དེ་དག་བསམ་གཏན་དེ་ཡང་དག་པར་འཛིན་ཏུ་འཇུག་ཅིང་འཛུད་དེ་རབ་ཏུ་འགོད་པར་བྱེད་ལ་།
K03psp_1u:6803	 te ca samādāpitā niveśitāḥ pratiṣṭhāpitā bhavanti,  na jātu virahitā bhavanti dhyānapāramitayā yāvad anuttarāṃ samyaksaṃbodhim abhisaṃbuddhā iti.	K06D0011-2_H0013-2:14b-0	ཅི་ནས་ཀྱང་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་མངོན་པར་རྫོགས་པར་སངས་རྒྱས་ཀྱི་བར་༄༡༤བ་དུ་ནམ་ཡང་བསམ་གཏན་གྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དང་བྲལ་བར་མི་འགྱུར་བ་དེ་ལྟར་ཡང་དག་པར་འཛིན་དུ་འཇུག་ཅིང་འཛུད་དེ་། རབ་ཏུ་འགོད་པར་བྱེད་དོ་༎
K03psp_1u:6805	 tadyathāpi nāma subhūte dakṣo māyākāro māyākārāntevāsī vā (PvsP1-2: 51)	K06D0011-2_H0013-2:14b-2	རབ་འབྱོར་། དཔེར་ན་།
K03psp_1u:6806	 caturmahāpathe mahato janakāyasya purato mahāntaṃ janakāyam abhinirmāya taṃ janakāyaṃ dhyānapāramitāyāṃ pratiṣṭhāpayet,	K06D0011-2_H0013-2:14b-3	སྒྱུ་མ་མཁན་ནམ་། སྒྱུ་མ་མཁན་གྱི་སློབ་མ་མཁས་པ་ཞིག་གིས་སྐྱེ་བོའི་ཚོགས་ཆེན་པོ་ཞིག་མངོན་པར་སྤྲུལ་ནས་། སེམས་ཅན་བྱེ་བ་ཁྲག་ཁྲིག་ཕྲག་འབུམ་དག་བསམ་གཏན་གྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཡང་དག་པར་འཛིན་དུ་འཇུག་ཅིང་རབ་ཏུ་བཀོད་ན་།
