src_segmentnr	src_original	tgt_segmentnr	tgt_original
T03D3799:194b-10	བཟོད་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དང་བཅས་པས་རྒྱ་མཚོ་ཆེན་པོ་ལྟ་བུ་སྟེ་། མི་མཐུན་པའི་གནོད་པ་ཐམས་ཅད་ཀྱིས་མི་བསྐྱེད་པས་སོ་༎	T03n1146u_001:487	 saptamaḥ kṣāntipāramitāsahagato mahārṇavopamaḥ sarvāniṣṭopanipātairakṣobhyatvāt |
T03D3799:194b-12	བརྩོན་འགྲུས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དང་བཅས་པས་རྡོ་རྗེ་ལྟ་བུ་སྟེ་། ཡིད་ཆེས་པའི་འདོད་པའི་དོན་གཞན་གྱིས་མི་ཕྱེད་པས་ནའོ་༎	T03n1146u_001:488	 aṣṭamo vīryapāramitāsahagato vajropamaḥ saṃpratyayadārḍhyenābhedyatvāt |
T03D3799:194b-14	བསམ་གཏན་གྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དང་བཅས་པས་རི་བོ་ལྷུན་པོ་ལྟ་བུ་སྟེ་། རྣམ་པར་ག-ཡེང་བའི་དམིགས་པ་ལས་རབ་ཏུ་མི་ག-ཡོ་བས་སོ་༎	T03n1146u_001:489	 navamo dhyānapāramitāsahagataḥ parvatogamaḥ sarvathālambanavikṣepeṇāniṣkampyatvāt |
T03D3799:194b-16	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དང་བཅས་པས་སྨན་ལྟ་བུ་སྟེ་། ཉོན་མོངས་པ་དང་ཤེས་བྱའི་སྒྲིབ་པའི་ནད་རྣམས་རབ་ཏུ་ཞི་བར་བྱེད་པས་སོ་༎	T03n1146u_001:490	 daśamaḥ prajñāpāramitāsahagato mahābhaiṣajyopamaḥ sarvakleśajñeyāvaraṇavyādhipraśamanāt |
T03D3799:194b-18	ཐབས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དང་བཅས་པས་དགེ་བའི་བཤེས་གཉེན་ལྟ་བུ་སྟེ་། གནས་སྐབས་ཐམས་ཅད་དུ་སེམས་ཅན་གྱི་དོན་ཡོངས་སུ་མི་གཏོང་བའི་ཕྱིར་རོ་༎	T03n1146u_001:491	 ekādaśa upāyakauśalapāramitāsahagataḥ kalyāṇamitropamaḥ sarvāvasthāsu sattvārthāparityāgāt |
T03D3799:194b-20	སྨོན་ལམ་གྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དང་བཅས་པས་ཡིད་བཞིན་གྱི་ནོར་བུ་ལྟ་བུ་སྟེ་། ཇི་ལྟར་སྨོན་ལམ་བཏབ་པ་བཞིན་འབྲས་བུ་ཐོབ་པས་སོ་༎	T03n1146u_001:492	 dvādaśaḥ praṇidhānapāramitāsahagataścintāmaṇisadṛśo yathā praṇidhānaṃ phalasamṛddheḥ |
T03D3799:194b-22	སྟོབས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དང་བཅས་པས་ཉི་མ་ལྟ་བུ་སྟེ་།	T03n1146u_001:493	 trayodaśo balapāramitāsahagata ādityopamo vineyajanasya paripācanāt |
T03D3799:194b-23	གདུལ་བྱའི་ས་བོན་རྣམས་ཡོངས་སུ་སྨིན་པར་བྱེད་པས་སོ་༎ ཡེ་ཤེས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དང་བཅས་པས་སྙན་པའི་གླུའི་སྒྲ་ལྟ་བུ་སྟེ་། གདུལ་བྱ་རྣམས་འཇུག་པར་བྱེད་པའི་ཆོས་སྟོན་པས་ནའོ་༎	T03n1146u_001:494	 caturdaśo jñānapāramitāsahagato madhurasaṅgītighoṣopamo vineyāvarjanakaradharmadeśakatvāt |  ete ca daśa yathākramaṃ pramuditādidaśabhūmisaṅgṛhītā darśanabhāvanāmārgagocarāḥ |
T03D3799:194b-26	མངོན་པར་ཤེས་པ་དང་བཅས་པར་གྱུར་པས་རྒྱལ་པོ་ཆེན་པོ་ལྟ་བུ་སྟེ་། ཐོགས་པ་མེད་པར་སེམས་ཅན་གྱི་དོན་ཉམས་སུ་ལེན་པས་སོ་༎	T03n1146u_001:496	 pañcadaśo'bhijñāsahagato mahārājopamo'  vyāhataprabhāvatvena parārthānuṣṭhānāt |
T03D3799:194b-28	བསོད་ནམས་དང་ཡེ་ཤེས་ཀྱི་ཚོགས་དང་བཅས་པས་མཛོད་ལྟ་བུ་སྟེ་། བསོད་ནམས་དང་ཡེ་ཤེས་ཀྱི་ཚོགས་དུ་མའི་༄༡༩༥ཨ་༌་༎ གནས་སུ་གྱུར་པས་ནའོ་༎	T03n1146u_001:498	 ṣoḍaśaḥ puṇyajñānasaṃbhārasahagataḥ koṣṭhāgāropamo bahupuṇyajñānasaṃbhārakośasthānatvāt |
T03D3799:194b-6	སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དང་བཅས་པ་གཏེར་ལ་བུ་སྟེ་། སེམས་ཅན་ཐམས་ཅད་ཚིམ་པར་བྱེད་པའི་ཕྱིར་རོ་༎ ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དང་བཅས་པས་རིན་ཆེན་འབྱུང་གནས་ལྟ་བུ་སྟེ་། ཡོན་ཏན་མཐའ་དག་གི་རིན་ཆེན་འབྱུང་བའི་རྟེན་དུ་གྱུར་པས་སོ་༎	T03n1146u_001:486	 ṣaṣṭhaḥ śīlapāramitāsahagato ratnākaropamaḥ sarvaguṇaratnānāmāśrayabhāvena tataḥ prasavanāt |
T03D3799:195a-10	ཐེག་པ་གཅིག་གི་ལམ་དང་བཅས་པས་ཆུ་བོའི་རྒྱུན་ལྟ་བུ་སྟེ་།	T03n1146u_001:504	 ayañca buddhabhūmipraveśaprayogamārgasaṅgṛhīto bodhisattvabhūmipratibaddhaḥ |  ekaviṃśatitama ekāyanamārgasahagato nadīsrotaḥ sadṛśo jñānajñeyayoḥ samatādhigamenorukaruṇāprajñopāyatayā'
T03D3799:195a-12	ཆོས་ཀྱི་སྐུ་དང་བཅས་པས་སྤྲིན་ལྟ་བུ་སྟེ་།	T03n1146u_001:507	 ayañca buddhabhūmisaṅgṛhīto maulāvasthāprāptaḥ |  dvāviṃśatitamo dharmakāyasahagato mahāmeghopamastuṣitabhuvanavāsādisandarśanena nirmāṇakāyatayā sarvasattvārthakriyāṇāṃ tadadhīnatvāt |
T03D3799:195a-2	བྱང་ཆུབ་ཀྱི་ཕྱོགས་ཀྱི་ཆོས་དང་བཅས་པས་ལམ་པོ་ཆེ་ལྟ་བུ་སྟེ་། འཕགས་པ་ཐམས་ཅད་གཤེགས་པ་དང་རྗེས་སུ་གཤེགས་པའི་ཕྱིར་རོ་༎	T03n1146u_001:499	 saptadaśo bodhipakṣadharmasahagato mahāmārgopamaḥ sarvāryapudgalayātānuyātatvāt |
T03D3799:195a-4	ཐུགས་རྗེ་དང་ཤེས་རབ་ཏུ་བཅས་པས་བཞོན་པ་ལྟ་བུ་སྟེ་། འཁོར་བ་དང་མྱ་ངན་ལས་འདས་པའི་མཐར་མི་ལྟུང་ཞིང་མི་གནས་པའི་མྱ་ངན་ལས་འདས་པར་བདེ་བར་ཡང་དག་པར་བཞུད་པའི་ཕྱིར་རོ་༎	T03n1146u_001:500	 aṣṭādaśaḥ śamathavipaśyanāsahagato yānopamo yuganaddhavāhitvātsaṃsāranirvāṇānyatarāpātena sukhasaṃvāhanāt |
T03D3799:195a-6	གཟུངས་དང་སོ་སོ་ཡང་དག་པར་རིག་པ་དང་བཅས་པས་བཀོད་མའི་ཆུ་བོ་ལྟ་བུ་སྟེ་། ཟད་པ་མེད་པར་ཐོས་པ་དང་མ་ཐོས་པའི་ཆོས་ཐམས་ཅད་འཛིན་པས་ནའོ་༎	T03n1146u_001:501	 ekonaviṃśatitamo dhāraṇīpratibhānasahagataḥ prasravaṇopamaḥ sarvathodakadhāraṇākṣayodbhedasādharmyeṇa śrutāśrutadharmadhāraṇā daparyāntadeśanodbhedatvāt
T03D3799:195a-8	ཆོས་ཀྱི་སྦྱིན་པ་དང་བཅས་པས་སྒྲ་སྙན་ལྟ་བུ་སྟེ་། ཐར་པ་འདོད་པའི་གདུལ་བྱ་རྣམས་ལ་ཐར་པའི་རྒྱུ་དང་བཅས་པར་སྙན་པར་སྒྲོག་པར་བྱེད་པས་སོ་༎	T03n1146u_001:502	 ete ca pañcabodhisattvabhūmiṣu viśeṣamārgasaṅgṛhītāḥ |  viṃśatitamo dharmo dānasahagata ānandaśabdopamo mokṣakāmānāṃ vineyānāṃ priyaśrāvaṇāt |
