src_segmentnr	src_original	tgt_segmentnr	tgt_original
K10bsu036_u:5046	 upāyakauśalya mameti bhikṣavaḥ punaḥ puno bhomyahu jīvaloke // Saddhp_15.7 //  anyehi sattvehi puraskṛto 'haṃ teṣāṃ prakāśemi mamāgrabodhim /  yūyaṃ ca śabdaṃ na śṛṇotha mahyaṃ anyatra so nirvṛtu lokanāthaḥ // Saddhp_15.8 //  paśyāmyahaṃ sattva vihanyamānān na cāhu darśemi tadātmabhāvam /  spṛhentu tāvanmama darśanasya tṛṣitāna saddharmu prakāśayiṣye // Saddhp_15.9 //	T16D4357:334b-10	བྱ་རྒོད་ཕུང་པོ་འདི་ལས་མི་འཕོ་ཡང་༎
K10bsu036_u:5051	 sadādhiṣṭhānaṃ mama etadīdṛśaṃ acintiyā kalpasahasrakoṭyaḥ /  (Vaidya 194)  na ca cyavāmī itu gṛdhrakūṭāt anyāsu śayyāsanakoṭibhiśca // Saddhp_15.10 //	T16D4357:334b-11	གུད་ན་འང་བྱེ་བ་སྙེད་ཀྱི་མལ་ཆ་ཡོད་༎
K10bsu036_u:5054	 yadāpi sattvā ima lokadhātuṃ paśyanti kalpenti ca dahyamānam /	T16D4357:334b-12	གང་ཚེ་འཇིག་རྟེན་ཁམས་འདི་སེམས་ཅན་གྱི་༎ བསྐལ་པས་བསྲེག་པར་མཐོང་ཞིང་རྟོག་པ་ནི་༎
K10bsu036_u:5055	 tadāpi cedaṃ mama buddhakṣetraṃ paripūrṇa bhotī marumānuṣāṇām // Saddhp_15.11 //	T16D4357:334b-14	དེ་ཚེ་ང་ཡི་སངས་རྒྱས་ཞིང་འདི་ནི་༏་། ལྷ་དང་མི་ཡིས་ཡོངས་སུ་གང་བར་འགྱུར་༎
K10bsu036_u:5056	 krīḍā ratī teṣa vicitra bhoti udyānaprāsādavimānakoṭyaḥ /	T16D4357:334b-16	དེ་དག་རྩེ་ཞིང་དགའ་བ་སྣ་ཚོགས་ལྡན་༎
K10bsu036_u:5057	 pratimaṇḍitaṃ ratnamayaiśca parvatairdrumaistathā puṣpaphalairupetaiḥ // Saddhp_15.12 //	T16D4357:334b-18	རིན་ཆེན་རི་བོ་རྣམས་དང་དེ་བཞིན་དུ་༎ མེ་ཏོག་འབྲས་ལྡན་ཤིང་ལྗོན་རྣམས་ཀྱིས་བརྒྱན་༎
K10bsu036_u:5058	 upariṃ ca devābhihananti tūryān mandāravarṣaṃ ca visarjayanti /	T16D4357:334b-20	སྟེང་ནས་ལྷ་རྣམས་རྔ་ཆེན་རབ་ཏུ་བརྡུང་༎ མནདའ་ར་ཡི་ཆར་ཀྱང་རབ་ཏུ་འབེབས་༎
K10bsu036_u:5059	 mamaṃ ca abhyokiri śrāvakāṃśca ye cānya bodhāviha prasthitā vidū // Saddhp_15.13 //	T16D4357:334b-22	མཁས་པ་གཞན་གང་བྱང་ཆུབ་འདིར་ཞུགས་དང་༎ ང་དང་ཉན་ཐོས་རྣམས་ལས་མངོན་པར་འཐོབ་༎
K10bsu036_u:5060	 evaṃ ca me kṣetramidaṃ sadā sthitaṃ anye ca kalpentimu dahyamānam /	T16D4357:334b-23	ང་ཡི་ཞིང་འདི་དེ་ལྟར་རྟག་གནས་ཀྱང་༎ གཞན་དག་འདི་ལ་བསྐལ་པས་བསྲེག་པར་རྟོག་། མྱ་ངན་བརྒྱ་ཡིས་གང་ཞིང་༄༣༣༥ཨ་༌་༎
K10bsu036_u:5061	 subhairavaṃ paśyiṣu lokadhātuṃ upadrutaṃ śokaśatābhikīrṇam // Saddhp_15.14 //	T16D4357:335a-1	གཙེས་པ་དང་༎ འཇིག་རྟེན་ཁམས་ནི་ཤིན་ཏུ་འཇིགས་པར་མཐོང་༎
K10bsu036_u:5062	 na cāpi me nāma śṛṇonti jātu tathāgatānāṃ bahukalpakoṭibhiḥ /  dharmasya vā mahya gaṇasya cāpi pāpasya karmasya phalevarūpam // Saddhp_15.15 //	T16D4357:335a-2	ལོ་མང་བྱེ་བར་དེ་བཞིན་གཤེགས་རྣམས་དང་༎ ཆོས་དང་ང་ཡི་དགེ་འདུན་ཚོགས་རྣམས་ཀྱི་༎ མིང་ནི་ནམས་ཀྱང་ཐོས་པར་མི་འགྱུར་ཏེ་༎ སྡིག་པའི་ལས་ཀྱི་འབྲས་བུ་དེ་འདྲའོ་༎
K10bsu036_u:5064	 lyadā tu sattvā mṛdu mārdavāśca utpanna bhontīha manuṣyaloke /	T16D4357:335a-5	ནམ་ཞིག་སེམས་ཅན་འཇམ་ཞིང་མཉེན་པ་རྣམས་༎
