src_segmentnr	src_original	tgt_segmentnr	tgt_original
K10D0140=D0525=D0914_H0142:452b-4	ཞུས་པ་ལུང་བསྟན་པ་ཇི་ལྟ་བུས་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་འདི་དག་གིས་སོམ་ཉི་ཐམས་ཅད་སྤོང་བར་འགྱུར་བ་དང་། སྒྲིབ་པ་མེད་པའི་ཡེ་ཤེས་དང་སྤོབས་པ་མྱུར་དུ་ཐོབ་པར་འགྱུར་བ་དང་། སངས་རྒྱས་ཀྱི་ཞིང་གངགའའི་ཀླུང་གི་བྱེ་མ་སྙེད་ཀྱི་དེ་བཞིན་གཤེགས་པ་དགྲ་བཅོམ་པ་ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་ཐམས་ཅད་ལས་ཆོས་བསྟན་པ་ཐོས་པར་འགྱུར་བ་དང་།	T19n1018_001:0703a11_2	今當問佛。 為令此會諸菩薩眾。 聞佛所說疑惑悉除。 獲如恒沙無礙之辯。
K10D0140=D0525=D0914_H0142:452b-5	ཐོས་ནས་ཀྱང་འཛིན་པར་འགྱུར་ཞིང་།	T19n1018_001:0703a13_4	於諸如來聞法受持無疑無忘。
K10D0140=D0525=D0914_H0142:452b-6	བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་མངོན་པར་རྫོགས་པར་སངས་རྒྱས་ཀྱི་བར་དུ་བརྗེད་པར་མི་འགྱུར་བ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་རྣམས་ཀྱི་སྤྱོད་པ་ཡོངས་སུ་དག་པ་གང་ཡིན་པ་བཞི་པོ་དེ་དག་རྗེས་སུ་ཐོབ་པར་འགྱུར་བ་སྟེ་།	T19n1018_001:0703a13_16	乃至阿耨多羅三藐三菩提。 復令速得菩薩四種清淨無盡法門。
K10D0140=D0525=D0914_H0142:452b-7	བཞི་གང་ཞེ་ན་།	T19n1018_001:0703a14_17	何等為四。
K10D0140=D0525=D0914_H0142:452b-8	འདི་ལྟ་སྟེ་། སེམས་ཅན་ཡོངས་སུ་དག་པ་དང་། ཆོས་ཡོངས་སུ་དག་པ་དང་། སྨོན་ལམ་ཡོངས་སུ་དག་པ་༄༤༥༣ཨ་༌༎	T19n1018_001:0703a15_5	所謂眾生清淨。 法門清淨。 辯說清淨。
K10D0140=D0525=D0914_H0142:453a-1	དང་། སངས་རྒྱས་ཀྱི་ཞིང་ཡོངས་སུ་དག་པ་སྟེ་།	T19n1018_001:0703a16_1	讚佛土清淨。
K10D0140=D0525=D0914_H0142:453a-2	དེ་དག་རྗེས་སུ་ཐོབ་བར་འགྱུར་བ་དང་། གྱ་ནོམ་པ་ཡིད་དུ་འོང་བར་བྱེད་པའི་ཆོས་བཞི་རྗེས་སུ་ཐོབ་པར་འགྱུར་བ་སྟེ་། བཞི་གང་ཞེ་ན་། འདི་ལྟ་སྟེ་།	T19n1018_001:0703a16_14	復得四種妙好之法何等為四。
K10D0140=D0525=D0914_H0142:453a-5	ལུས་ཡིད་དུ་འོང་བ་དང་། ངག་ཡིད་དུ་འོང་བ་དང་། སེམས་ཡིད་དུ་འོང་བ་དང་། སྐྱེ་བ་ཡིད་དུ་འོང་བ་རྗེས་སུ་ཐོབ་པར་འགྱུར་བ་དང་། གཟུངས་ཀྱི་སྒོར་འཇུག་པ་བཞི་རྗེས་སུ་ཐོབ་པར་འགྱུར་ཏེ་།	T19n1018_001:0703a17_6	所謂身相妙好口相妙好。
K10D0140=D0525=D0914_H0142:453a-6	བཞི་གང་ཞེ་ན་། འདི་ལྟ་སྟེ་། སྒོ་མི་ཟད་པས་བསྒྲུབ་པའི་གཟུངས་ཀྱི་སྒོར་འཇུག་པ་དང་། སེམས་ཅན་རྣམས་ཀྱི་དབང་པོ་ལ་མཁས་པའི་གཟུངས་ཀྱི་སྒོར་འཇུག་པ་དང་། ལས་དང་རྣམ་པར་སྨིན་པ་ལ་མཁས་པ་འདུས་མ་བྱས་ཀྱི་གཟུངས་ཀྱི་སྒོར་འཇུག་པ་དང་།	T19n1018_001:0703a17_11	意相妙好。 方便妙好。 復得悟入四陀羅尼門何等為四。 所謂受持無盡陀羅尼門。
K10D0140=D0525=D0914_H0142:455b-11	དེ་ནས་བཅོམ་ལྡན་འདས་ཀྱིས་དེའི་ཚེ་ཚིགས་སུ་བཅད་པ་འདི་དག་བཀའ་སྩལ་ཏོ་༎	T19n1018_001:0704c07_11	爾時世尊而說頌言。
K10D0140=D0525=D0914_H0142:455b-12	ཆོས་རྣམས་སྟོང་པར་དོགས་མེད་ཅིང་༎	T19n1018_001:0704c08_0	汝等勿樂著　　一切諸法空
K10D0140=D0525=D0914_H0142:455b-13	བྱང་ཆུབ་ཆེད་དུ་སྤྲོས་མེད་བྱེད་༎	T19n1018_001:0704c09_0	於諸佛菩提　　亦莫起分別 於菩提涅槃　　心不生疑惑
K10D0140=D0525=D0914_H0142:455b-14	ཆོས་དབྱིངས་འཁྲུག་པར་མི་བྱེད་ན་༎ དེ་ཕྱིར་གཟུངས་འདི་ཐོབ་པར་འགྱུར་༎	T19n1018_001:0704c11_0	若能修此行　　速得陀羅尼
