src_segmentnr	src_original	tgt_segmentnr	tgt_original
K14mavadsuu:170	 King and the Capital  Vipaśyinaḥ samyaksaṃbuddhasya pitābhūd Bandhumo nāma rājā kṣatriyo mūrdhābhiṣikto  mātābhūd Bandhuvatī nāma Bandhumāvatī nāma nagarī rājadhānī babhūva ṛddhā ca sphītā  Śikhinaḥ samyaksaṃbuddhasya pitābhūd Aruṇo nāma rājā kṣatriyo mūrdhābhiṣikta mātābhūt Prabhāvatī nāma /  Aruṇāvatī nāma nagarī rājadhānī babhūva /  ṛddhā ca pūrvavat Viśvabhujaḥ samyaksaṃbuddhasya pitābhūt Supradīpo nāma rājā kṣatriyo	T01n0002_001:0150c19_4	毘舍浮如來，父名穌鉢囉底都王，母名鉢囉婆嚩底，城名阿努鉢麼。 俱留孫佛，父名野倪也那多，母名尾舍佉，王名剎謨剎摩，城名剎摩。 俱那含牟尼佛，父名野倪也那覩，母名烏多囉，王名輸部，城名輸婆嚩帝。
K14mavadsuu:177	 mūrdhābhiṣiktaḥ mātābhūd Uttarā nāma Anopamā nāma nagarī rājadhānī babhūva pūrvavat  Krakasundasya samyaksaṃbuddhasya pitābhūd Agnidatto nāma brāhmaṇaḥ purohitaḥ mātābhūd  Dhanavatī nāma tena khalu samayena Kṣemo (MAV 48)  nāma rājābhūt Kṣemasya khalu rājñaḥ Kṣemāvatī nāma nagarī rājadhānī babhūva pūrvavat  Kanakamuneḥ samyaksaṃbuddhasya pitābhūd Yajñadatto nāma brāhmaṇaḥ purohitaḥ mātābhūd  Yaśovatī nāma tena khalu samayena Śobho nāma rājābhūc Chobhasya khalu rājñaḥ Śobhavatī	T01n0002_001:0150c24_8	迦葉如來，父名穌沒囉賀摩，母名沒囉賀摩虞鉢多，王名訖里計，城名波羅奈。
K14mavadsuu:183	 nāma nagarī rājadhānī babhūva pūrvavat Kāśyapasya samyaksaṃbuddhasya pitābhūd Brahmadatto  nāma brāhmaṇaḥ purohitaḥ mātābhūd Viśākhā nāma tena khalu samayena Kṛkī nāma rājābhūt  Kṛkiṇaḥ khalu rājño Bārāṇasī nāma nagarī rājadhānī babhūva pūrvavat asmākam apy etarhi  pitā Śuddhodano nāma rājā kṣatriyo mūrdhābhiṣiktaḥ mātā Mahāmāyā nāma nagarī Kapilavastur  nāma rājadhānī ṛddhā ca sphītā ca kṣemā ca subhikṣā ca ākīrṇabahujanamanuṣyā ca Śākyānāṃ	T01n0002_001:0150c25_15	我今應、正等覺，父名淨飯王，母名謨訶摩耶，城名迦毘羅。
K14mavadsuu:189	 Vipaśyino buddhavarasya Bandhumā	T01n0002_001:0150c27_0	「毘婆尸如來，　　彼佛本生處，
K14mavadsuu:190	 pitābhavad Bandhuvatī ca mātā /	T01n0002_001:0150c28_0	滿度摩為父，　　滿度摩帝母，
K14mavadsuu:191	 nagarī tathā Bandhumatī suramyā  yatra jino dharmam adeśayac chivam 1	T01n0002_001:0150c29_0	所都大城郭，　　亦名滿度摩， 時豐國富盛，　　人民恒快樂。
K14mavadsuu:193	 buddhasya Śikhinaḥ Aruṇaḥ pitābhūt  Prabhāvatī mātā prabhākarasya /	T01n0002_001:0151a02_0	尸棄佛世尊，　　阿嚕拏王父， 阿嚕拏嚩帝，　　是佛母之名，
K14mavadsuu:195	 nagarī tathāruṇavatī suramyā  Aruṇasya rājñaḥ paraśatrumardinaḥ 2  yat Supradīpa udapādi kṣatriyaḥ	T01n0002_001:0151a04_0	所居城同號，　　阿嚕拏嚩帝， 人民甚熾盛，　　大富常安隱。
K14mavadsuu:198	 pitā abhūd Viśvabhujo jinasya /  mātā tathaivottara satyanāmā	T01n0002_001:0151a06_0	毘舍浮如來，　　父王及母名， 穌鉢囉帝都，　　鉢囉婆嚩帝，
K14mavadsuu:200	 Anopamā nagarī rājadhānī 3	T01n0002_001:0151a08_0	所都之國城，　　名阿努波摩，
K14mavadsuu:203	 pitā abhūt Krakasundasya śāstuḥ  mātāpi ca Dhanavatī satyanāmā	T01n0002_001:0151a10_0	俱留孫世尊，　　彼父所立名， 野倪也那多，　　尾舍佉為母，
K14mavadsuu:205	 Kṣemo rājā Kṣemāvatī rājadhānī 4	T01n0002_001:0151a12_0	剎謨剎摩王，　　都彼剎摩城，
K14mavadsuu:206	 yad Yajñadatta udapādi brāhmaṇaḥ  pitā abhūt Kanakamuner jinasya /	T01n0002_001:0151a13_13	時彼諸眾生，　　崇重於賢善。 俱那含牟尼，　　野倪也那覩，
K14mavadsuu:208	 mātāpi ca Yaśovatī satyanāmā	T01n0002_001:0151a15_0	而是父之名，　　母號烏多囉，
K14mavadsuu:209	 Śobho rājā Śobhāvatī rājadhānī 5	T01n0002_001:0151a16_0	國王名輸部，　　輸婆嚩帝城，
K14mavadsuu:211	 pitā abhūd bhagavataḥ Kāśyapasya /	T01n0002_001:0151a18_0	迦葉波佛父，　　穌沒囉賀摩， 母立沒囉賀，　　摩虞鉢多名， 訖里計國王，　　都波羅奈城，
