src_segmentnr	src_original	tgt_segmentnr	tgt_original
T06asmahsuu:1409	 tasmādavaiyarthyādapi naika eva buddhaḥ sattvārthakriyāsākalyaṃ ca na syāt /  buddhasya buddhatve kasyacidapratiṣṭhāpanādetacca na yuktam /  na ca kaścidādibuddho 'sti vinā saṃbhāreṇa buddhatvāyogādvinā cānyena buddhena saṃsthānā [saṃbhārā]yogādityanāditvādapyeko buddhau na yuktaḥ	T06D4029:75a-13	ཐ་དད་རིགས་དོན་མེད་ཕྱིར་དང་༎ རྫོགས་དང་ཐོག་མ་མེད་པའི་ཕྱིར་༎ སངས་རྒྱས་གཅིག་པ་མ་ཡིན་ནོ་༏
T06asmahsuu:1412	 bahutvamapi neṣyate buddhānāṃ dharmakāyasyābhedādanāsrave dhātau /	T06D4029:75a-15	། དྲི་མེད་གནས་ཏེ་ཟག་པ་མེད་པའི་དབྱིངས་ན་ཆོས་ཀྱི་སྐུ་ཐ་དད་མིན་ཏེ་མང་པོ་ཉིད་མ་ཡིན་གྱི་གཅིག་པ་ཉིད་དོ་༎
T06asmahsuu:1413	 buddhatvopāyapraveśe catvāraḥ ślokāḥ /	T06D4029:75a-16	སངས་རྒྱས་ཉིད་དེ་ལ་ཇི་ལྟར་འཇུག་པ་དེའི་ཐབས་ཀྱི་དབང་དུ་བྱས་ནས་ཚིགས་སུ་བཅད་པ་བཞིའོ་༎
T06asmahsuu:1414	 yāvidyamānatā saiva paramā vidyamānatā /  sarvathānupalambhaśca upalambhaḥ paro mataḥ // Msa_9.78 //  yaśca sarvathānupalambhaḥ parikalpitasya svabhāvasya sa eva parama upalambhaḥ pariniṣpanna svabhāvasya /	T06D4029:75a-17	བསྒོམ་པ་མི་དམིགས་པ་གང་ཡིན་པ་དེ་ཉིད་བསྒོམ་པ་དམ་པ་ཡིན་ཞེས་བྱ་བ་ནི་གང་གི་ཚེ་ཀུན་བརྟགས་པ་གཟུང་བ་དང་འཛིན་པ་དང་ངར་འཛིན་པ་དང་། ང་ཡིར་འཛིན་པ་ཐམས་ཅད་དང་རྣམ་པར་རྟོག་པ་ཐམས་ཅད་དང་བྲལ་བ་བསྒོམ་པ་སྟེ་།
T06asmahsuu:1423	 mānināṃ bodhisattvānāṃdu [dū]re bodhirnirūpyate // Msa_9.80 //  ye ca gurutvaṃ buddhatvaṃ paśyanti adbhutadharmayuktam /	T06D4029:75b-1	གང་དག་སངས་རྒྱས་ཉིད་ལ་བླ་མ་ཡ་མཚན་གྱི་ཆོས་དང་ལྡན་པར་ལྟ་བ་ཞེས་བྱ་བ་ལ་། ཡ་མཚན་གྱི་ཆོས་དང་ལྡན་པ་ནི་སངས་རྒྱས་ཉིད་དོ་༎
T06asmahsuu:2741	 tataḥ sūtrādike dharme so 'dvayārthavibhāvake /	T06D4029:61a-2	དེ་ནས་མདོ་ལ་སོགས་པའི་ཆོས་༎ མི་གཉིས་དོན་སྟོན་བྱེད་པ་ལ་༎
T06asmahsuu:2742	 sūtrādināmni bandhīyāccittaṃ prathamato yatiḥ // Msa_14.4 //	T06D4029:61a-4	ཐོག་མ་ཁོ་ནར་སྡོམ་བརྩོན་ཏེ་༎ མདོ་སོགས་མི་ངལ་སེམས་འཇོག་གོ་༎
T06asmahsuu:2743	 tataḥ padaprabhedeṣu vicaredanupūrvaśaḥ /	T06D4029:61a-6	དེ་ནས་ཚིག་རབ་དབྱེ་རྣམས་ལ་༎ རིམ་གྱིས་རྣམ་པར་དཔྱོད་པར་བྱེད་༎
T06asmahsuu:2400	 vyañjanasaṃpaccaiṣā vijñeyā sarvathāgrasattvānāṃ /	T06D4029:104b-4	དེ་མདོར་སེམས་དཔའ་མཆོག་རྣམས་ཀྱི་༎ ཡི་གེ་ཕུན་ཚོགས་ཡིན་ཞེས་བྱ་༎
T06asmahsuu:2401	 ṣaṣṭyaṅgī sācintyā ghoṣo 'nantastu sugatānāṃ // Msa_12.9 //	T06D4029:104b-6	བདེ་གཤེགས་གསུང་ནི་མཐའ་ཡས་ཏེ་༎ ཡན་ལག་དྲུག་ཅུ་བསམ་མི་ཁྱབ་༎
