src_segmentnr	src_original	tgt_segmentnr	tgt_original
K10avsata_u:6228	 bhagavantaṃ puṣpair avakīrya bhagavataḥ purastān niṣaṇṇo dharmaśravaṇāya /  atha bhagavān āśīviṣapūrvikasya devaputrasyāśayānuśayaṃ dhātuṃ prakṛtiṃ ca jñātvā tādṛśīṃ caturāryatyasaṃprativedhikīṃ dharmadeśanāṃ kṛtavān,	T24n1450_019:0198b19_5	時以眾寶花散佛身上，即於前坐聽佛說法，世尊觀察隨所樂聽而應說法。
K10avsata_u:6230	 yāṃ śrutvā āśīviṣapūrvakeṇa devaputreṇa viṃśatiśikharasamudgataṃ satkāyadṛṣṭiśailaṃ jñānavajreṇa bhitvā srotaāpattiphalaṃ prāptam* /	T24n1450_019:0198b20_13	其天聞已，以慧金剛杵摧破二十種我見煩惱山，即證預流果。
K10avsata_u:6232	 idam asmākaṃ bhadanta na mātrā kṛtaṃ na pitrā na rājñā na devatābhir neṣṭena svajanabandhuvargeṇa na pūrvapretair na śramaṇabrāhmaṇair yad bhagavatāsmākaṃ kṛtam* /  ucchoṣitā rudhirāśrusamudrāḥ,	T24n1450_019:0198b21_10	「世尊！ 無父無母能作此事，無王能作、無天能作、無親無友，亦無過去魂靈、無沙門婆羅門枯諸血海。
K10avsata_u:6234	 laṅghitā asthiparvatāḥ,  pihitāny apāyadvārāṇi,  vivṛtāni svargamokṣadvārāṇi,  pratiṣṭhāpitāḥ smo devamanuṣyeṣu / āha ca:	T24n1450_019:0198b25_1	唯佛能斷我苦惱海，超煩惱山閉惡趣門，安置人天勝妙之處。 」即說頌曰：
K10avsata_u:6239	 tavānubhāvāt pihitaḥ sughoro  hy apāyamārgo bahudoṣayuktaḥ /	T24n1450_019:0198b26_18	「因佛閉塞惡趣門，　　三塗之中多損害；
K10avsata_u:6241	 apāvṛtā svargagatiḥ supuṇyā  nirvāṇamārgaś ca mayopalabdhaḥ // AVŚ_51.3 //	T24n1450_019:0198b27_17	今蒙開闡人天路，　　復證微妙涅槃城。
K10avsata_u:6243	 tvadāśrayāc cāptam apetadoṣaṃ  mayādya śuddhaṃ suviśuddhacakṣuḥ /	T24n1450_019:0198b28_17	因佛斷除眾惡業，　　患翳之目得清淨；
K10avsata_u:6245	 prāptaṃ ca śāntaṃ padam āryakāntaṃ  tīrṇaś ca duḥkhārṇavapāram asmi // AVŚ_51.4 //	T24n1450_019:0198b29_17	能證寂滅聖賢道，　　超過有流眾苦處。
K10avsata_u:6247	 naravarendra narāmarapūjita  vigatajanmajarāmaraṇāmayaṃ /	T24n1450_019:0198b30_17	一切人天所應供，　　能除生老病死苦；
K10avsata_u:6249	 bhavasahasrasudurlabhadarśana  saphalam adya mune tava darśanam* // AVŚ_51.5 // iti  athāśīviṣapūrvako devaputro vaṇig iva labdhalābhaḥ,	T24n1450_019:0198c01_17	於百千生不逢遇，　　果報今時得見佛。
K10avsata_u:6256	 saṃpannasasya iva karṣakaḥ śūra iva vijitasaṃgrāmaḥ,	T24n1450_019:0198c02_17	我禮大師垂瓔珞，　　頂禮佛足心歡喜； 右遶三匝欲還歸，　　騰身即往天宮上。 」爾時彼天，如商人得利、如農夫得豐熟、如壯士鬪敵得勝、如病人得差，所將諸天下供養已，還與相隨歸於天上。
