src_segmentnr	src_original	tgt_segmentnr	tgt_original
K03pspdut2u:10108	 21503 veditāṃ kṣāntibalapratiṣṭhānaṃ prāmodyapratyanubhavatāṃ sarvasattvāparityāgitayā	T17n0810_001:0760b12_17	二曰、常修孝順念報恩德； 三曰、得住勢力忍辱為本； 四曰、遵修恭恪常懷悅豫； 五曰、不捨一切眾生之類；
K03pspdut2u:10109	 21504 mahākaruṇāyā āmukhīkarma/	T17n0810_001:0760b15_4	六曰、行無極哀未曾忘捨；
K03pspdut2u:10110	 gurūṇāṃ śraddhayā gauravaṃ śāstṛsaṃjñāyā guruśuśrūṣāṃ	T17n0810_001:0760b15_16	七曰、奉敬師長視如世尊；
K03pspdut2u:10111	 21505 pāramitās tadyogaparyeṣṭim/	T17n0810_001:0760b16_7	八曰、精進務求諸度無極。
K03pspdut2u:10114	 21507 {punar aparaṃ} {subhūte} {bodhisattvena} mahāsattvena tṛtīyāyāṃ bhūmau vartamānena pañcasu dharmeṣu  21508 sthātavyam/	T17n0810_001:0760b17_10	「菩薩行三住，有五法。
K03pspdut2u:10116	 katameṣu pañcasu/	T17n0810_001:0760b17_15	何謂為五？
K03pspdut2u:10117	 yad uta bāhuśrutye 'tṛptatāyāṃ tatra cākṣarān abhi-  21509 niveśe nirāmiṣadharmadānavivaraṇatāyāṃ tayā cāmanyanatayā buddhakṣetrapariśodhana-  21510 kuśalamūlapariṇāmanatāyāṃ tayā cāmanyanatayā amitasaṃsārāparikhedanatāyāṃ tayā	T17n0810_001:0760b18_5	一曰、求於博聞而不厭足； 二曰、開闡顯施離衣食法； 三曰、所興德本勸助佛土； 四曰、患厭無量生死之難；
K03pspdut2u:10120	 21511 cāmanyanatayā hrīrapatrāpyavyavasthāne tena cāmanyanatayā eṣu {subhūte} {bodhisattvena}	T17n0810_001:0760b20_13	五曰、住於羞恥常懷慚愧。
K03pspdut2u:10122	 21513 {punar aparaṃ} {subhūte} {bodhisattvena} mahāsattvena caturthyāṃ bhūmau vartamānena daśasu dharmeṣu  21514 sthātavyam/  te ca na parityaktavyāḥ/	T17n0810_001:0760b21_11	「菩薩行四住，復有十法。
K03pspdut2u:10125	 katameṣu daśasu/	T17n0810_001:0760b21_16	何謂為十？
K03pspdut2u:10127	 21515 'lpecchatā santuṣṭhir dhūtaguṇasaṃlekhānutsarjanaṃ śikṣāyā aparityāgaḥ kāmaguṇa-	T17n0810_001:0760b22_18	二曰、知其限節心在止足； 三曰、棄捐調戲嘲囈； 四曰、常慎禁戒未曾毀犯； 五曰、厭五所欲處調和地；
K03pspdut2u:10128	 21516 vijugupsanaṃ nirvitsahagataś cittotpādaḥ sarvāstiparityāgitā anavalīnacittatā	T17n0810_001:0760b25_3	六曰、而發其心永至成就； 七曰、一切所有皆能惠施心無所著； 八曰、其心常勇，不懷怯弱；
K03pspdut2u:10129	 21517 sarvavastunirapekṣatā/	T17n0810_001:0760b27_3	九曰、一切所有無所愛惜；
K03pspdut2u:10133	 21519 {punar aparaṃ} {subhūte} {bodhisattvena} mahāsattvena pañcamyāṃ bhūmau vartamānena daśa dharmā parivarja-	T17n0810_001:0760b28_11	「菩薩學五住，復有十法。
K03pspdut2u:10134	 21520 yitavyāḥ/ katame daśa/	T17n0810_001:0760b28_16	何謂為十？
K03pspdut2u:10135	 yad uta gṛhiprabrajitasaṃstavaḥ parivarjayitavyaḥ/ kulamāt-  21521 saryaṃ {parivarjayitavyam}/	T17n0810_001:0760b29_2	一曰、捨於家業； 二曰、遠比丘尼； 三曰、棄捐種姓慳嫉之念；
K03pspdut2u:10137	 saṃgaṇikāsthānaṃ {parivarjayitavyam}/	T17n0810_001:0760c01_13	四曰、離於憒閙眾會之黨； 五曰、而釋瞋恚鬪訟之本；
K03pspdut2u:10138	 ātmotkarṣaṇaṃ {parivarjayitavyam}/  parapaṃsanaṃ {parivarjayitavyam}/ daśā-	T17n0810_001:0760c02_16	六曰、不自歎身不毀他人；
