src_segmentnr	src_original	tgt_segmentnr	tgt_original
K03pvspl_u:146	 acintyatām upādāya yo 'haṃ paśyāmīti na manyate sa tad eva cakṣur nopalabhate svabhāvaśūnyatām  upādāya svabhāvaviviktatām upādāya svabhāvānutpattikām upādāya sa divyacakṣuścetanām	T03D3790-1:84b-13	དེས་ཀྱང་རློམ་སེམས་སུ་འགྱུར་བ་མེད་དེ་། དེ་འདི་ལྟར་མིག་དེ་མིག་མ་ཡིན་ཞིང་བསམ་གྱིས་མི་ཁྱབ་པའི་ཕྱིར་རོ་༎ དེ་ནི་བདག་གིས་མཐོང་ངོ་ཞེས་བྱ་བར་རློམ་སེམས་མེད་དེ་། རང་བཞིན་སྟོང་པའི་ཕྱིར་དང་། རང་བཞིན་དབེན་པའི་ཕྱིར་དང་། རང་བཞིན་མི་དམིགས་པའི་ཕྱིར་གང་གིས་རློམ་སེམས་སུ་འགྱུར་བའི་མིག་དེ་ལྟ་བུ་དེས་མི་དམིགས་ཏེ་།
K03pvspl_u:289	 daśasu dikṣu gaṅgānadīvālikopamā lokadhātavo mahatāvabhāsena sphuṭīkṛtā yad uta bodhisatvānāṃ	T03D3790-1:90a-14	དེ་ལྟར་ཕྱོགས་བཅུ་རྣམས་ཀྱི་འཇིག་རྟེན་གྱི་ཁམས་གང་གའའི་ཀླུང་གི་བྱེ་མ་སྙེད་འོད་ཀྱིས་གསལ་བར་མཛད་པ་ཡིན་ནོ་༎
K03pvspl_u:290	 mahāsatvānāṃ prajñāpāramitān deśanāya saṃprakāśanāya te bodhisatvā mahāsatvās tāṃs	T03D3790-1:90b-0	བྱང་ཆུབ་སེམས་༄༩༠བ་དཔའ་སེམས་དཔའ་ཆེན་པོ་དེ་དག་གིས་སངས་རྒྱས་བཅོམ་ལྡན་འདས་དེ་དག་ལ་འདི་སྐད་ཅེས་གསོལ་ཏོ་༎
K03pvspl_u:291	 tathāgatān evam āhur gamiṣyāmo vayaṃ bhagavaṃs tāṃ sahāṃ lokadhātun tañ ca bhagavantaṃ  śākyamunin tathāgatam arhantaṃ samyaksambuddhan darśanāya vandanāya paryupāsanāya	T03D3790-1:90b-1	བཅོམ་ལྡན་འདས་བདག་ཀྱང་འཇིག་རྟེན་གྱི་ཁམས་མི་མཇེད་དེར་བཅོམ་ལྡན་འདས་དེ་བཞིན་གཤེགས་པ་དགྲ་བཅོམ་པ་ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་ཤའཀྱ་ཐུབ་པ་དེ་ལྟ་བ་དང་། དེ་ལ་ཕྱག་བགྱི་བ་དང་། བསྙེན་བཀུར་བ་དང་།
K03pvspl_u:293	 tāṃś ca daśadiksannipatitān bodhisatvān mahāsatvān darśanāya vandanāya tāñ ca prajñāpāramitāṃ	T03D3790-1:90b-2	བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཕྱོགས་བཅུ་ནས་འདུས་པ་དེ་དག་ཀྱང་ལྟ་བ་དང་། ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དེ་ཡང་མཉན་པའི་སླད་དུ་མཆིའོ་༎
K03pvspl_u:294	 śravaṇāya te buddhā bhagavanta evam āhur yasyedānīṃ kulaputrāḥ kālaṃ manyadhve //  atha khalu daśabhyo digbhyas te bodhisatvāḥ puṣpadhūpagandhamālyavilepanacūrṇacīvaracchatradhvajapatākā	T03D3790-1:90b-3	སངས་རྒྱས་བཅོམ་ལྡན་འདས་དེ་དག་གིས་བཀའ་སྩལ་པ་། རིགས་ཀྱི་བུ་དག་ད་ལྟར་དེའི་དུས་ལ་བབ་པར་ཤེས་ན་སོང་ཤིག་། དེ་ནས་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་དེ་དག་གིས་ཕྱོགས་བཅུ་རྣམས་ནས་མེ་ཏོག་དང་། བདུག་སྤོས་དང་། དྲི་དང་། ཕྲེང་བ་དང་། བྱུག་པ་དང་། ཕྱེ་མ་དང་། ཆོས་གོས་དང་། གདུགས་དང་། རྒྱལ་མཚན་དང་། བ་དན་དང་། རྣམ་པར་རྒྱལ་བའི་རྒྱལ་མཚན་རྣམས་ཁྱེར་ཞིང་རིན་པོ་ཆེ་སྣ་ཚོགས་དང་། གསེར་དང་། དངུལ་དང་། མེ་ཏོག་གི་ལན་བུ་རྣམས་ཀྱང་ཁྱེར་ནས་གླུ་དང་།
K03pvspl_u:296	 gṛhītvā nānāratnasuvarṇarūpyapuṣpapuṭaṃ parigṛhītvā mahatyā tūryatāṇḍāvacarasaṃgītyā  bhagavantaṃ śākyamunin tathāgatam upasaṃkrāntā abhūvan* //	T03D3790-1:90b-6	རོལ་མོ་བརྡུང་བ་དཀྲོལ་བ་མང་པོས་བཅོམ་ལྡན་འདས་དེ་བཞིན་གཤེགས་པ་དགྲ་བཅོམ་པ་ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་ཤའཀྱ་ཐུབ་པ་གང་ན་བ་དེར་དོང་བར་གྱུར་ཏོ་༎
K03pvspl_u:298	 atha khalu cāturmahārājikā devā yāvad akaniṣṭhā devā divyāni puṣpadhūpagandhamālyavilepanacūrṇotpalapadmakumudapuṇḍarīkamaṇḍāravakesaratamālapatrāṇi	T03D3790-1:90b-7	དེ་ནས་རྒྱལ་ཆེན་བཞིའི་རིས་ཀྱི་ལྷ་རྣམས་དང་། སུམ་ཅུ་རྩ་གསུམ་དང་། འཐབ་བྲལ་དང་། དགའ་ལྡན་དང་། འཕྲུལ་དགའ་དང་། གཞན་འཕྲུལ་དབང་བྱེད་དང་། ཚངས་རིས་དང་། ཚངས་པའི་མདུན་ན་འདོན་དང་། ཚངས་འཁོར་དང་། ཚངས་ཆེན་དང་། འོད་ཆུང་དང་། ཚད་མེད་འོད་དང་། འོད་གསལ་དང་། དགེ་བ་དང་། ཚད་མེད་དགེ་དང་། དགེ་རྒྱས་དང་། སྤྲིན་མེད་དང་། བསོད་ནམས་སྐྱེས་དང་། འབྲས་བུ་ཆེ་བ་དང་། འདུ་ཤེས་མེད་པའི་སེམས་ཅན་དང་། མི་སྤོང་བ་དང་། མི་གདུང་བ་དང་། ལེགས་མཐོང་དང་། རབ་ལྟ་དང་། འོག་མིན་གྱི་ལྷ་རྣམས་ཀྱིས་ལྷ་རྫས་ཀྱི་མེ་ཏོག་དང་། བདུག་སྤོས་དང་། དྲི་དང་། ཕྲེང་བ་དང་། བྱུག་པ་དང་། ཕྱེ་མ་དང་། ལྷ་རྫས་ཀྱི་མེ་ཏོག་ཨཽཏཔལ་དང་། པདམོ་དང་། ཀུ་མུ་ད་དང་། ༄༩༡ཨ་༌་༎ པུནད་རའི་ཀ་དང་། ལྷ་རྫས་ཀྱི་མེ་ཏོག་མནད་ར་བ་དང་། མནད་ར་བ་ཆེན་པོ་དང་། ཀེ་ས་ར་དང་། ཏ་མ་ལའི་འདབ་མ་མང་པོ་ཁྱེར་ཏེ་།
K03pvspl_u:301	 sma atha khalu tāni puṣpāṇi viyad abhyudgamyāsya trisāhasramahāsāhasrasya lokadhātor	T03D3790-1:91a-6	དེ་ནས་མེ་ཏོག་ལ་སོགས་པ་དེ་དག་སྟོང་གསུམ་གྱི་སྟོང་ཆེན་པོའི་འཇིག་རྟེན་གྱི་ཁམས་འདིའི་སྟེང་གི་ནམ་མཁའ་ལ་མངོན་པར་འཕགས་ཏེ་། མེ་ཏོག་གི་ཁང་པ་བརྩེགས་པ་གྲུ་བཞི་པ་།
K03pvspl_u:300	 devās taiḥ puṣpadhūpagandhamālyavilepanais tathāgatam arhantaṃ samyaksambuddham avakiranti	T03D3790-1:91a-3	དེ་ནས་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་དེ་དག་དང་། ལྷ་དེ་དག་གིས་མེ་ཏོག་དང་། བདུག་པ་དང་། དྲི་དང་། ཕྲེང་བ་དང་། བྱུག་པ་དང་། ཕྱེ་མ་དང་། ན་བཟའ་དང་། གདུགས་དང་། རྒྱལ་མཚན་དང་། ལྷའི་བ་དན་དེ་དག་གིས་བཅོམ་ལྡན་འདས་དེ་བཞིན་གཤེགས་པ་དགྲ་བཅོམ་པ་ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་ཤའཀྱ་ཐུབ་པ་ལ་གཏོར་ཏོ་༎ མངོན་པར་གཏོར་ཏོ་༎
