src_segmentnr	src_original	tgt_segmentnr	tgt_original
K03psp_1u:10	 vaiśāradyaprāptair mārakarmasamatikrāntaiḥ karmāvaraṇapratiprasrabdhair dharmapravicayavibhaktinirdeśakuśalair	T17n996u_001:856	 38 mārakarmasamatikrāttaḥ |  39 karmāvaraṇapratiprasrabdhaḥ |  40 dharmapravicayavibhaktinirdeśakuśalaḥ |
K03psp_1u:11	 asaṃkhyeyakalpapraṇidhānasusamārabdhaiḥ smitamukhaiḥ pūrvālāpibhir vigatabhṛkuṭīmukhair  gāthābhir gītālapanakuśalair apagatalīnacittair anācchedyapratibhānair anantaparṣadabhibhavanavaiśāradyasamanvāgatair  anantakalpakoṭīniḥsaraṇakuśalair māyāmarīcidakacandrasvapnapratiśrutkāpratibhāsapratibimbanirmāṇopamadharmādhimuktaiḥ	T17n996u_001:859	 41 asaṃkhyeyakalpapraṇidhānasusamārabdhaḥ |  42 smitamukhapūrvābhilāṣī |  43 gāthābhirgītābhilīpanaḥ |  49 apratihatacittaḥ |
K03psp_1u:15	 yāthātmyāvatāraṇakuśalaiḥ sarvabuddhakṣetrānantavyūhapraṇidhānaprasthānaparigṛhītair	T17n996u_001:870	 52 yathātmyavatārakuśalaḥ |  53 buddhakṣetravyūhānattapraṇidhānaprasthānaparigṛhītaḥ |
K03psp_1u:16	 asaṃkhyeyalokadhātubuddhānusmṛtisamāhitasatatasamitābhimukhībhūtair aparimitabuddhādhyeṣaṇakuśalair	T17n996u_001:872	 54 asaṃkhyepalokadhātubuddhānusmṛtisamādhisatatasamitābhimukhībhūtaḥ |  55 aparimitabuddhādhyeṣaṇakuśalaḥ |
K03psp_1u:17	 nānādṛṣṭyanuśayaparyavasthānakleśapraśamanakuśalaiḥ samādhivikrīḍitaśatasahasranirhārakuśalaiḥ.	T17n996u_001:874	 56 nānādṛṣṭānuśayaparyavasthānakleśapraśamanakuśalaḥ |
K03psp_1u:5007	 asty avalokitamūrdhā nāma samādhiḥ,	T17n996u_001:525	 7 vilokitamūrdho nāma samādhiḥ |
K03psp_1u:5008	 asti dharmadhātuniyato nāma samādhiḥ,  asti niyatadhvajaketur nāma samādhiḥ,	T17n996u_001:526	 8 dharmadhātuniyato nāma samādhiḥ |  9 niyatadhvajaketurnāma samādhiḥ |
K03psp_1u:5010	 asti vajropamo nāma samādhiḥ,	T17n996u_001:528	 10 vajro nāma samādhiḥ |
K03psp_1u:5011	 asti sarvadharmapraveśamudro nāma samādhiḥ,  asti samāhitāvasthāpratiṣṭhāno nāma samādhiḥ,	T17n996u_001:529	 11 sarvadharmapraveśamudro nāma samādhiḥ |  12 samādhirājāsupratiṣṭhito nāma samādhiḥ |
K03psp_1u:5013	 asti rājamudro nāma samādhiḥ,  asti balavīryo nāma samādhiḥ,	T17n996u_001:531	 13 raśmipramukto nāma samādhiḥ |  14 balavyūho nāma samādhiḥ |
K03psp_1u:5015	 asti sarvadharmasamudgato nāma samādhiḥ,  asti dhāraṇīmudro nāma samādhiḥ,	T17n996u_001:533	 15 samudgato nāma samādhiḥ |  16 niruktiniyatapraveśo nāma samādhiḥ |  17 adhivacanapraveśo nāma samādhiḥ |
K03psp_1u:5022	 asty ākāśasphāraṇo nāma samādhiḥ,  asti vajramaṇḍalo nāma samādhiḥ,  asti dhvajāgraketurājo nāma samādhiḥ,  astīndraketur nāma samādhiḥ,	T17n996u_001:539	 21 sarvadharmasamavasaraṇasāgaramudro nāma samādhiḥ |  22 ākāśaspharaṇo nāma samādhiḥ |  24 dhvajāgrakepūro nāma samādhiḥ |
K03psp_1u:5026	 asti srotānugato nāma samādhiḥ,	T17n996u_001:544	 26 śroto'nugato nāma samādhiḥ |
K03psp_1u:5027	 asti siṃhavijṛmbhito nāmasamādhiḥ,  asti vyatyastasamāpattir nāma samādhiḥ,  asti raṇaṃjaho nāma samādhiḥ,  asti vairocano nāma samādhiḥ,	T17n996u_001:545	 27 siṃhavijṛmbhito nāma samādhiḥ |  28 vyatyasto nāma samādhiḥ |  29 raṇaṃjaho nāma samādhiḥ |  30 vairocano nāma samādhiḥ |
K03psp_1u:5031	 asty animiṣo nāma samādhiḥ,  asty aniketasthito nāma samādhiḥ,  asty aniścito nāma samādhiḥ,	T17n996u_001:550	 32 aniketasthito nāma samādhiḥ |  33 niścitto nāma samādhiḥ |  34 vimalapradīpo nāma samādhiḥ |  35 anattaprabho nāma samādhiḥ |
