src_segmentnr	src_original	tgt_segmentnr	tgt_original
K10n260u_001:759	 yayā śraddhayā caturo dharmān śraddadhāti |	K08D0056_H0056:348b-18	དད་པ་གང་གིས་ཆོས་བཞི་ལ་དད་པར་བྱེད་པ་སྟེ་།
K10n260u_001:760	 katamāṃścaturaḥ?	K08D0056_H0056:348b-19	བཞི་གང་ཞེ་ན་།
K10n260u_001:761	 saṃsārāvacarālaukikīṃ samyagdṛṣṭiṃ dadhāti |	K08D0056_H0056:348b-20	འཁོར་བ་ན་སྤྱོད་པའི་འཇིག་རྟེན་པའི་ཡང་དག་པའི་ལྟ་བ་ལ་མངོན་པར་དད་དེ་།
K10n260u_001:762	 sa karmavipākapratiśaraṇo bhavati |	K08D0056_H0056:348b-21	དེ་ལས་ཀྱི་རྣམ་པར་སྨིན་པ་ལ་རྟོན་པ་ཡིན་།
K10n260u_001:763	 yadyadeva karma kariṣyāmi kalyāṇaṃ vā pāpakaṃ vā,  tasya karmaṇo vipākaṃ pratisaṃvedayāmi |  sa jīvitahetorapi pāpakaṃ karma nābhisaṃskaroti |	K08D0056_H0056:348b-22	དེ་སྲོག་གི་ཕྱིར་ཡང་སྡིག་པའི་ལས་མི་བྱེད་པ་དང་། བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་ཡང་དད་དེ་སྤྱོད་པ་ལ་ཞུགས་པ་དེ་། ཐེག་པ་གཞན་ལ་འདོད་པར་མི་བྱེད་པ་དང་། དོན་དམ་པ་ངེས་པའི་དོན་དང་། རྟེན་༄༣༤༩ཨ་༌༎ ཅིང་འབྲེལ་པར་འབྱུང་བ་ཟབ་མོ་དང་། སེམས་ཅན་ལ་རྣམ་པར་སྤྱོད་པ་དང་། སྟོང་པ་ཉིད་དང་། མཚན་མ་མེད་པའི་མཚན་ཉིད་ཀྱི་ཆོས་ཐམས་ཅད་ལ་དད་དེ་བལྟ་བར་བྱ་བ་ཐམས་ཅད་བག་ལ་ཉལ་བར་མི་བྱེད་པ་དང་། སངས་རྒྱས་ཀྱི་ཆོས་ཐམས་ཅད་དང་། སྟོབས་དང་། མི་འཇིགས་པ་རྣམས་ལ་དད་ཅིང་ཐོས་ནས་ཐེ་ཚོམ་མེད་ནེམ་ནུར་མེད་པར་ཆོས་དེ་རྣམས་སྡུད་པར་བྱེད་པ་དེ་ནི་།
K10n260u_001:766	 idamucyate śraddhendriyam ||	K08D0056_H0056:349a-3	དད་པའི་དབང་པོ་ཞེས་བྱའོ་༎
K10n260u_001:767	 tatra katamadvīryendriyam?	K08D0056_H0056:349a-4	དེ་ལ་བརྩོན་འགྲུས་ཀྱི་དབང་པོ་གང་ཞེ་ན་།
K10n260u_001:768	 yān dharmān średdhendriyeṇa śraddadhāti,  tān dharmān vīryendriyeṇa samudānayati |	K08D0056_H0056:349a-5	ཆོས་གང་ལ་དད་པ་དེ་བརྩོན་འགྲུས་ཀྱི་དབང་པོས་བསྐྱེད་པར་བྱེད་པ་སྟེ་།
K10n260u_001:770	 idamucyate vīryendriyam ||	K08D0056_H0056:349a-6	དེ་ནི་། བརྩོན་འགྲུས་ཀྱི་དབང་པོ་ཞེས་བྱའོ་༎
K10n260u_001:771	 tatra katamat smṛtīndriyam?  yān dharmān vīryendriyeṇa samudānayati,  tān dharmān smṛtīndriyeṇa........... ||  .........vipraṇāśayati |	K08D0056_H0056:349a-7	ཆོས་གང་དག་བརྩོན་འགྲུས་ཀྱིས་བསྡུས་པ་དེ་དག་དྲན་པའི་དབང་པོས་ཆུད་མི་ཟ་བར་བྱེད་པ་དེ་ནི་།
