src_segmentnr	src_original	tgt_segmentnr	tgt_original
T06abhsubhu:3716	 eṣāṃ punarvyavasthānam,  tadyathā arhan bhikṣuḥ kṣīṇāsravaḥ grāmaṃ piṇḍāya carannekadā caṇḍena hastinā sārgha samāgacchati /  yathā caṇḍena hastinevaṃ caṇḍanāśvena, (Abhidh-s-bh 132)  caṇḍayā gavā,  gahanaṃ vā kaṇṭakabāṭaṃ vā mṛdnāti /  alagardaṃ vā padābhyāṃ samākrāmati /	T38n1782_02a:1015c15_6	行相者，阿羅漢，雖漏也盡，為乞食故出遊城邑，或與惡馬及盜賊等共而遊止，或踐隔荊棘、高足越坑，入女人家不依正理而作語言，棄捨正路而行耶徑。
T06abhsubhu:3723	 tadrūpaṃ vāgāraṃ praviśati yatrainaṃ mātṛgrāmo 'yogavihitenopanimantrayati /  araṇye vā punamārgaṃ hitvā kumārgeṇa gacchati /  corairvā taskarairvā sārdhaṃ samāgacchati siṃhairvyāghrairvāparavṛkairvā ityevaṃbhāgīyaṃ skhalitamarhatastathāgatasya sarveṇa sarva nāsti /	T38n1782_02a:1015c15_16	如是誤失，如來永無。
T06abhsubhu:3726	 punarayamarhannekadāraṇye pravaṇe 'nvāhiṇḍanmārgādapanaśya śūnyāgāraṃ praviśya śabdamudīrayati,  ghoṣamanuśrāvayati,	T38n1782_02a:1015c17_1	阿羅漢等，或迷道路、或入空宅揚聲大叫，因不染習氣。
T06abhsubhu:3728	 mahārutaṃ ravati /  vāsanādoṣaṃ vāgamya kliṣṭaṃ mahāhāsaṃ hasati,  dantavidarśakaṃ saṃcagdhitamupadarśayati /  ityevaṃbhāgīyamarhato ravitaṃ tathāgatasya sarveṇa sarvaṃ nāsti /	T38n1782_02a:1015c18_1	聚落露脣齒，而現大咲、現卒暴音，如來永無。
T06abhsubhu:3732	 nāsti tathāgatasya muṣitā smṛtirakliṣṭacirakṛtacirabhāṣitānusmaraṇatāmuṣādāya /	T38n1782_02a:1015c19_11	阿羅漢等，猶有不染污，久遠所作、久遠所說忘失憶念，如來永無。
T06abhsubhu:3733	 punaraparamarhan samāpannaḥ samāhito bhavati vyutthito 'samāhitaḥ /  tathāgatasya tu sarvāvasthaṃ nāstyasamāhitaṃ cittam /	T38n1782_02a:1015c20_11	阿羅漢等，斂心方定，出則不定，如來永無。
T06abhsubhu:3735	 punaraparamarhannekāntenopadhā ca pratikramaṇasaṃjñī bhavati nirupadhike ca nirvāṇe śāntasaṃjñī /  tathāgatasya upadhau nirvāṇe ca nānātvasaṃjñā nāsti,  paramopekṣāvihāritāmupādāya /	T38n1782_02a:1015c22_10	阿羅漢等，於有餘生死起違逆想，於無餘涅槃起寂靜想，如來永無此種種想，住大捨故。
T06abhsubhu:3738	 punaraparamarhannapratisaṃkhyāya sattvārthakriyāmadhyupekṣate /  tathāgatasya tviyamevaṃbhāgīyāpratisaṃkhyāyopekṣā nāsti /	T38n1782_02a:1015c23_17	阿羅漢等，不曾以智慧簡擇，便棄利樂有情之事，如來永無。
T06abhsubhu:3740	 punaraparamarhan jñeyāvaraṇaviśuddhimārabhyāprāptaparihāṇyā chandenāpi parihīyate vīrye ṇāpismṛtyā samādhinā prajñayā vimuktyā vimuktijñānadarśanenāpi parihīyate /  itīyaṃ saptākārā parihāṇistathāgatasya nāsti /	T38n1782_02a:1015c25_20	阿羅漢等，於所知障清淨，有未得退，謂志欲退、精進退、念退、定退、慧退、解脫退，如來永無。
T06abhsubhu:3742	 punaraparamarhannekadā kuśale kāyakarmaṇi pravartate,  ekadāvyākṛte /  yathā kāyakarmaṇyevaṃ vākkarmaṇi manaskarmaṇi ca /  tathāgatasya trayāṇāmapi karmaṇāṃ jñānapūrvagamatvājjñānānuparivartitvācca nāstyavyākṛtaṃ karma tatra jñānasamutthāpanatāmupādāya jñānapūrvagamam  jñānasahacaratāmupādāya jñānānuparivarti /	T38n1782_02a:1015c28_3	阿羅漢等，或於一時，善三業轉或非善三業轉，如來三業智為前導，隨智而轉，故無無記，唯是善性。
T06abhsubhu:3747	 punaraparamarhan traiyadhvikaṃ jñeyavastu na cābhogamātrātpratipadyate yenāsya saktaṃ jñānadarśanaṃ bhavati /	T38n1782_02a:1015c29_5	阿羅漢等，於三世境不能起心即解，故智是有著；
T06abhsubhu:3748	 na ca sarvaṃ pratipadyate yenāsya pratihataṃ jñānadarśanaṃ bhavati /	T38n1782_02a:1016a01_1	不能一切悉解，故智是有礙。
T06abhsubhu:3749	 tathāgatastraiyadhvikamābhogamātrāt sarvaṃ vastu pratipadyate /  tasmādete aṣṭādaśāveṇikā buddhadharmā ityucyante /	T38n1782_02a:1016a02_5	如來於彼，暫起心時即知一切，是故智是無著無礙。
T06abhsubhu:3751	 tatraiṣāmādyāḥ ṣaṭ asādhāraṇakāyavāṅmanaskarmapariśuddhisamṛddhau samādhyādayaḥ /	T38n1782_02a:1016a03_3	差別者，十八中，初六依三業清淨說；
T06abhsubhu:3752	 (Abhidh-s-bh 133) tatra nāsti skhalitamityayaṃ kāyakarmapariśuddhimārabhya /	T38n1782_02a:1016a03_12	無誤失，依身清淨；
