src_segmentnr	src_original	tgt_segmentnr	tgt_original
K02D0008-3_H0009-3:274a-13	ལྔ་གང་ཞེ་ན་།	T07n0220c_479:0490c13_9	何等為五？
K02D0008-3_H0009-3:274a-14	འདི་ལྟ་སྟེ་། མང་དུ་ཐོས་པས་མི་ངོམས་ཤིང་དེ་ལའང་ཡི་གེ་ལ་མངོན་པར་མ་ཞེན་པ་དང་། ཟང་ཟིང་མེད་པར་ཆོས་ཀྱི་སྦྱིན་པ་རྣམ་པར་འབྱེད་ཅིང་ངེས་ཀྱང་རློམ་སེམས་སུ་༄༢༧༤བ་མི་འགྱུར་བ་དང་། སངས་རྒྱས་ཀྱི་ཞིང་ཡོངས་སུ་དག་པར་བྱ་བའི་དགེ་བའི་རྩ་བ་བསྐྱེད་ཅིང་།	T07n0220c_479:0490c14_10	一者、勤求多聞恒無厭足，於所聞法不著文字。 二者、以無染心常行法施，雖廣開化而不自高。 三者、為嚴淨土種諸善根，雖用迴向而不自舉。
K02D0008-3_H0009-3:274b-1	ཡོངས་སུ་བསྔོའང་དེས་རློམ་སེམས་སུ་མི་འགྱུར་བ་དང་། དཔག་ཏུ་མེད་པའི་འཁོར་བས་ཡོངས་སུ་སྐྱོ་བ་མེད་ཅིང་།	T07n0220c_479:0490c17_12	四者、為化有情雖不厭倦無邊生死而不憍逸。
K02D0008-3_H0009-3:274b-2	དེས་ཀྱང་རློམ་སེམས་སུ་མི་འགྱུར་བ་དང་། ངོ་ཚ་ཤེས་ཤིང་ཁྲེལ་ཡོད་པ་ལ་གནས་ཀྱང་དེས་རློམ་སེམས་སུ་མི་འགྱུར་བ་སྟེ་།	T07n0220c_479:0490c18_5	五者、雖住慚愧而無所執。 善現當知！
K02D0008-3_H0009-3:274b-3	རབ་འབྱོར་། ཆོས་ལྔ་པོ་དེ་དག་ནི་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོས་གསུམ་པ་ལ་གནས་པས་གནས་པར་བྱ་བ་དག་གོ་།	T07n0220c_479:0490c19_16	諸菩薩摩訶薩住第三地時，應常安住如是五法無得暫捨。
K02D0008-3_H0009-3:274b-5	རབ་འབྱོར་། གཞན་ཡང་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ས་བཞི་པ་ལ་གནས་པས་། ཆོས་བཅུ་པོ་འདི་དག་ཡོངས་སུ་བླངས་ཤིང་གནས་པར་བྱ་སྟེ་། དེ་དག་ཡོངས་སུ་བཏང་བར་མི་བྱའོ་༎	T07n0220c_479:0490c20_2	「復次，善現！ 諸菩薩摩訶薩住第四地時，應於十法受持不捨。
K02D0008-3_H0009-3:274b-8	བཅུ་གང་ཞེ་ན་།	T07n0220c_479:0490c21_9	何等為十？
K02D0008-3_H0009-3:274b-10	དགོན་པ་ལ་གནས་པ་དང་། འདོད་པ་ཆུང་བ་དང་། ཆོག་ཤེས་པ་དང་། སྦྱངས་པའི་ཡོན་ཏན་གྱི་སྡོམ་པ་མི་བཏང་བ་དང་། བསླབ་པ་ཡོངས་སུ་མི་བཏང་བ་དང་། འདོད་པའི་ཡོན་ཏན་ལ་སྨད་པ་དང་། མྱ་ངན་ལས་འདའ་བ་དང་ལྡན་པའི་སེམས་བསྐྱེད་པ་དང་།	T07n0220c_479:0490c23_17	五者、於諸學處常不棄捨。 六者、於諸欲樂深生厭離。 七者、常樂發起涅槃俱心。 八者、於一切物常樂棄捨。
K02D0008-3_H0009-3:274b-11	རྫས་ཐམས་ཅད་ཡོངས་སུ་བཏང་བ་དང་། སེམས་ཞུམ་པ་མེད་པ་དང་། དངོས་པོ་ཐམས་ཅད་ལ་བལྟོས་པ་མེད་པ་སྟེ་།	T07n0220c_479:0490c26_4	九者、於一切時心不沈沒。 十者、於一切事常無戀著。
K02D0008-3_H0009-3:274b-12	རབ་འབྱོར་། ཆོས་བཅུ་པོ་དེ་དག་ནི་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ས་བཞི་པ་ལ་གནས་པས་ཡོངས་སུ་བཏང་བར་མི་བྱ་ཞིང་ཡང་དག་པར་བླངས་ཏེ་གནས་པར་བྱ་བ་དག་གོ་།	T07n0220c_479:0490c27_1	善現當知！ 諸菩薩摩訶薩住第四地時，於如是十法應受持不捨。
