src_segmentnr	src_original	tgt_segmentnr	tgt_original
T02D1513b:360b-18	དེང་ནས་བརྩམས་ཏེ་བདག་བྲན་དུ་༎ ཁྱོད་ལ་བདག་ནི་འབུལ་ལགས་ཀྱིས་༎ ལུང་བསྟན་བྱ་དང་དབུགས་དབྱུང་མཛོད་༎ ཅེས་བརྗོད་དོ་༎ དེ་ནས་བདག་ཉིད་དེ་བཞིན་གཤེགས་པར་བསམས་ལ་གཟེངས་བསྟོད་པ་འདི་དང་ལུང་བསྟན་པར་བྱ་སྟེ་།	T02n1424u_001:827	 tatastathāgato bhūtvā vyākuryādudga(gī)tayānayā |
T02D1513b:360b-24	ག-ཡོན་བ་སྙིང་གར་ཁུ་ཚུར་བཅངས་པ་དང་ཆོས་གོས་འཛིན་པའི་ཚུལ་དུ་བྱས་ལ་།	T02n1424u_001:828	 hṛnmuṣṭicīvarā vāmā dakṣiṇā tu varapradā ||371 ||
T02D1513b:360b-25	ཨཨོམ་ང་ཡིས་འདི་ལྟར་ལུང་བསྟན་ཏེ་༎ རྡོ་རྗེ་སེམས་དཔའི་དེ་བཞིན་གཤེགས་༎ སྲིད་པའི་མཆོག་ནི་གྲུབ་པ་ཡིན་༎ སྲིད་པའི་ངན་འགྲོ་རྣམས་ལས་བཏོན་༎	T02n1424u_001:829	 om eṣo'haṃ vyākaromi tvāṃ vajrasattvastathāgataḥ |
T02D1513b:360b-29	ཀྱེ་དེ་བཞིན་གཤེགས་པ་རྡོ་རྗེ་ཆེ་གེ་མོ་ཞེས་བྱ་བ་དང་། བྷུར་བྷུ་བས༔། འདི་ཡི་དབང་བསྐུར་གྱུར་པ་ཡིས་༎ བདེ་བར་གཤེགས་ཀྱིས་ལུང་བསྟན་མཛོད་༎	T02n1424u_001:831	 he vajra nāma tathāgata siddhaye bhūrbhuvaḥ svaḥ |  vyākriyate'nayā yastu mantrī sarvajagatpatiḥ |
T02D1513b:360b-33	ངོ་བོ་ཉིད་ཀྱིས་སེམས་ཅན་རྣམས་༎ ཇི་ལྟ་ཇི་ལྟར་འདུལ་འགྱུར་བ་༎	T02n1424u_001:833	 bodhāvanuttarāyāṃ hi vyākuryātsugatairapi ||373 ||  yathā yathā hi vinayaṃ sattvā yānti svabhāvataḥ |
T02D1513b:361a-0	དེ་ལྟ་དེ་ལྟར་ཆགས་༄༣༦༡ཨ་༌་༎ ལ་སོགས་༎ གསང་བས་སེམས་ཅན་དོན་བྱའོ་༎	T02n1424u_001:835	 tathā tathā hi sattvārthaṃ kuryādrāgādibhiḥ śuciḥ ||374 ||
T02D1513b:361a-10	འཁོར་ལོ་རྗེས་གཉིས་སྦྱོར་བ་ཡིས་༎ བསྒྲུབས་ན་མྱུར་དུ་འགྲུབ་པར་འགྱུར་༎	T02n1424u_001:841	 cakrānurāgayogena sādhayan sidhyate laghu ||377 ||
T02D1513b:361a-14	མཆོག་གསང་དཀྱིལ་འཁོར་དམ་པ་འདིར་༎ མཐོང་བ་དང་ནི་ཞུགས་གྱུར་པས་༎	T02n1424u_001:848	 dṛṣṭvā praviṣṭvā paramaṃ rahasyottamamaṇḍalam |
T02D1513b:361a-16	སྡིག་པ་ཀུན་ལས་ངེས་གྲོལ་བར་༎ ཁྱེད་རྣམས་དེ་ཉིད་ལེགས་པར་གནས་༎	T02n1424u_001:849	 sarvapāpairvirnimuktā bhavanto'dyaiva susthitāḥ ||381 ||
T02D1513b:361a-18	བདེ་ཆེན་ཐེག་པ་འདི་ལས་ནི་༎ སླར་ཁྱོད་འཆི་བ་ཡོད་མིན་ཏེ་༎	T02n1424u_001:850	 na bhūyo maraṇaṃ vo'sti yānādasmānmahāsukhāt |
