src_segmentnr	src_original	tgt_segmentnr	tgt_original
T06asmahsuu:2826	 tataścāsau tathābhūto bodhisattvaḥ samāhitaḥ /  manojalpādvinirmuktān sarvārthānna prapaśyati // Msa_14.23 //	T48n2016_087:0893c26_9	離於意言。 不見自相總相。 一切諸義。 唯見意言。 此見。
T06asmahsuu:2829	 dharma[rmā]lokasya vṛdhdyartha vīryamārabhate dṛḍhaṃ /	T48n2016_087:0893c29_5	為長法明故。 堅固精進故。
T06asmahsuu:2830	 dharmālokavivṛdhdyā ca cittamātre 'vatiṣṭhate // Msa_14.24 //  sarvārthapratibhāsatvaṃ tataścitte prapaśyati /	T48n2016_087:0893c29_17	法明增長已。 通達唯心住。
T06asmahsuu:2839	 āloka iti dharmanidhyānakṣānteretadadhivacanamiti /  sa tasyaiva dharmālokasya vivṛdhdyarthamāsthitakriyayā dṛḍhaṃ vīryamārabhate /	T48n2016_087:0894a01_18	為增長法明故。 起堅固精進。 住是法明。 通達唯心。
T06asmahsuu:2841	 sāsya mūrdhāvasthā /	T48n2016_087:0894a02_17	此通達。 即是菩薩頂位。 偈曰。
T06asmahsuu:2842	 dharmālokavivṛdhdyā ca cittamātre 'vatiṣṭhate /  cittametaditi prativedhāt /	T48n2016_087:0894a03_12	諸義悉是光。 由見唯心故。 得斷所執亂。 是則住於忍。
T06asmahsuu:2844	 tataścitta eva sarvārthapratibhāsatvaṃ paśyati /	T48n2016_087:0894a04_17	此中菩薩。 若見諸義。 悉是心光。
T06asmahsuu:2845	 na cittādanyamarthaṃ /	T48n2016_087:0894a05_11	非心光外。 別有異見。
T06asmahsuu:2846	 tadā cāsya grāhyavikṣepaḥ prahīno bhavati /  grāhakavikṣepaḥ kevalo 'vaśiṣyate /	T48n2016_087:0894a06_3	爾時得所執亂滅。 此見。 即是菩薩忍位。
T06asmahsuu:2849	 tadā ca kṣipramānantaryasamādhiṃ spṛśati /	T48n2016_087:0894a08_13	為斷能執亂故。 復速證無間三摩提。
