src_segmentnr	src_original	tgt_segmentnr	tgt_original
GR14visvaksu:844	 saptamo 'dhyāyaḥ  viviktena paraṃ guhyaṃ kramācchṛṇu śacīpate // Vis_7.1 //  svapnastu prathame yāme saṃvatsaravipākadaḥ /	T02D1749:133b-7	དང་པོའི་ཐུན་ལ་རྨི་ལམ་བྱུང་༎ ལོ་གཅིག་ནང་དུ་འབྲས་བུ་འབྱིན་༎
GR14visvaksu:849	 dvitīye cāṣṭamāse tu tribhirmāsaistriyāmake // Vis_7.2 //	T02D1749:133b-9	ཐུན་གཉིས་ཟླ་བ་བརྒྱད་བར་ལ་༎ ཐུན་གསུམ་ཟླ་བ་གསུམ་གྱི་བར་༎ ཐུན་བཞི་ཟླ་བ་ཕྱེད་བར་དུ་༎ མཐོང་བར་འགྱུར་བ་ཐེ་ཚོམ་མེད་༎
GR14visvaksu:850	 aruṇodayavedālāyāṃ daśāhena phalaṃ bhavet /	T02D1749:133b-14	ཞག་བཅུའི་ནང་དུ་འབྲས་བུ་འབྱིན་༎
GR14visvaksu:851	 ata ūrdhvaṃ pravakṣyāmi puṇyāpuṇyaṃ tu vai śṛṇu // Vis_7.3 //	T02D1749:133b-15	དེ་རྗེས་རབ་ཏུ་བཤད་བྱ་བ་༎ ཉོན་ཅིག་དགེ་དང་མི་དགེའི་ལས་།
GR14visvaksu:854	 yastu paśyati svapnānte rājānaṃ kuñjaraṃ hayam /  suvarṇaṃ vṛṣabhaṃ gāvaṃ(gāṃ vā?)	T02D1749:134a-0	རྒྱལ་པོ་གླང་ཆེན་རྟ་མཆོག་དང་༎ འགྲོན་བུ་གླང་དང་བ་རྣམས་དང་༎ གང་གིས་གཉིད་ཀྱི་མཐའ་མར་༄༡༣༤ཨ་༌་༎
GR14visvaksu:856	 kuṭumbaṃ tasya vardhate // Vis_7.5 //	T02D1749:134a-1	མཐོང་༏་། དེ་ཡི་ཉེ་དུ་མང་པོར་འགྱུར་༎
GR14visvaksu:857	 kṣīriṇaṃ phalinaṃ vṛkṣaṃ ekākī yo 'dhirohati /	T02D1749:134a-2	ཤིང་ལྗོན་འོ་མ་འབྲས་བུ་ཅན་༎ གང་གིས་གཅིག་པུ་དེ་ལ་འཛེགས་༎
GR14visvaksu:858	 tatrastho yadi budhyeta dhanaṃ śīghramavāpnuyāt // Vis_7.6 //	T02D1749:134a-4	དེ་ལ་འདུག་ནས་གཉིད་སད་ན་༎ མྱུར་དུ་ནོར་ནི་འཐོབ་པར་འགྱུར་༎
GR14visvaksu:859	 prāsādastho 'pi yo bhuṅkte samudraṃ tarate tu yaḥ /	T02D1749:134a-6	གང་གིས་ཁང་པ་ཟངས་འདུག་ནས་ཟོས་༎ དེ་བཞིན་རྒྱ་མཚོ་བརྒལ་བའི་མི་༏
GR14visvaksu:860	 api dāsakule jātaḥ so 'pi rājā bhaviṣyati // Vis_7.7 //	T02D1749:134a-8	། དམན་པའི་རིགས་སུ་སྐྱེས་ཀྱང་ནི་༎ དེ་ནི་རྒྱལ་པོར་འགྱུར་བར་འོང་༎ གང་ཞིག་རྫིང་བུའི་དཀྱིལ་དུ་ནི་༎ པདམའི་འདབ་མ་ཆེན་པོའི་ནང་༎ ཞོ་དང་འོ་ཐུག་ཟ་བྱེད་པ་༎ ས་བདག་འཐོབ་པར་ཐེ་ཚོམ་མེད་༎
